,feature_names,target_names,task_id
41,"('Attentiontodetail', 'precisionabilities')",accuracylevel,41
42,"('Abstractthinkingability', 'intellectualcuriosity')",insightscore,42
43,"('Verbalreasoning', 'vocabularyknowledge')",articulatespeech,43
44,"('Spatialskills', 'artistictalents')",aestheticappreciation,44
45,"('Facerecognitionability', 'socialperceptiveness')",empathycapacity,45
46,"('Patternfinding', 'inductivereasoning')",problemsolvingsuccess,46
47,"('Categorylearning', 'classificationskills')",conceptualunderstanding,47
48,"('Analogicalreasoning', 'metaphorappreciation')",creativityindex,48
49,"('Caution', 'riskaversion')",safetylevel,49
50,"('Patience', 'delayofgratification')",goalperseverance,50
51,"('Conscientiousness', 'workethic')",jobperformancerating,51
52,"('Parentingquality', 'childhoodsecurity')",adultattachmentstyle,52
53,"('Peerpopularity', 'socialskills')",leadershipcapacity,53
54,"('Readingamount', 'vocabularysize')",verbalintelligence,54
55,"('Practicehours', 'tutorsupport')",skilllevelattained,55
56,"('Exploratorytendency', 'noveltyseeking')",creativityindex,56
57,"('Sensitivitytoreward', 'motivationlevel')",goalachievement,57
58,"('Sensitivitytopunishment', 'harmavoidance')",inhibitionlevel,58
59,"('Workingmemorycapacity', 'processingspeed')",problemsolving,59
60,"('spatialskills', 'drawingaccuracy')",artistictalent,60
61,"('Physicalendurance', 'perseverance')",athleticachievement,61
62,"('Pitchperception', 'musicpractice')",skilledmusicianship,62
63,"('Cooperationtendency', 'agreeableness')",teamcohesion,63
64,"('Dominance', 'leadershipability')",managerialsuccess,64
65,"('Nurturance', 'caregivingaptitude')",parentingquality,65
66,"('Agency', 'independence')",self,66
67,"('Attachmentsecurity', 'socialsupport')",wellbeinglevel,67
68,"('esteemstability', 'identitycoherence')",lifesatisfaction,68
69,"('Emotionalstability', 'distresstolerance')",resiliencefactors,69
70,"('Sensationseeking', 'risktakingtendencies')",safetyoutcomes,70
71,"('Aggressiveness', 'hostileattributionbias')",violenttendencies,71
72,"('Empathicconcern', 'prosocialorientation')",volunteerhours,72
73,"('Conscientiousness', 'workdrive')",careeradvancement,73
74,"('Socioeconomicstatus', 'socialcapital')",upwardmobility,74
75,"('Curiosity', 'intellectualengagement')",creativitylevel,75
76,"('Optimismbias', 'motivation')",entrepreneurialsuccess,76
77,"('Responseinhibition', 'impulsecontrol')",self,77
78,"('Rewardsensitivity', 'hedonism')",addictivebehaviors,78
79,"('Threatsensitivity', 'neuroticism')",internalizingsymptoms,79
80,"('Extraversion', 'socialactivity')",communitybelonging,80
81,"('Openness', 'culturalengagement')",worldviewexpansion,81
82,"('Morningalertness', 'sleepconsistency')",dailyproductivity,82
83,"('Tidiness', 'organizationskills')",orderlinessrating,83
84,"('Socialawareness', 'tactfulness')",popularitylevel,84
85,"('Mentalizingability', 'empathy')",relationshipquality,85
86,"('Systemizingtendency', 'mechanicalskills')",STEMsuccess,86
87,"('Memorycapacity', 'knowledgeaccumulation')",academicachievement,87
88,"('Cognitiveflexibility', 'creativethinking')",innovationpotential,88
89,"('Speedofinformationprocessing', 'reactiontime')",gamingprowess,89
90,"('Physicalattractiveness', 'datingsuccess')",matevalue,90
91,"('Athleticism', 'strengthandfitness')",sportsperformance,91
92,"('Musicality', 'practiceroutines')",skilledmusicianship,92
93,"('Kinecticacuity', 'dancetraining')",movementexpressivity,93
94,"('Drawingtalent', 'arttraining')",creativeproductions,94
95,"('Tastesensitivity', 'odorawareness')",flavorexpertise,95
96,"('Climateadaptabilty', 'shelterbuilding')",survivalrate,96
97,"('Tooluseproficiency', 'technologicalingenuity')",inventionsuccess,97
98,"('Bargainingskills', 'negotiationtactics')",tradeagreement,98
99,"('Foragingefficacity', 'foodsharing')",groupnutritionlevel,99
100,"('Traveltime', 'traveldistance')",transportationcost,100
101,"('Length', 'width')",area,101
102,"('Height', 'volume')",weight,102
103,"('Temperature', 'pressure')",density,103
104,"('Force', 'displacement')",work,104
105,"('Velocity', 'time')",displacement,105
106,"('Acceleration', 'time')",velocity,106
107,"('Interestrate', 'time')",interestamount,107
108,"('Principalamount', 'time')",interestamount,108
109,"('Mass', 'gravitationalacceleration')",weight,109
110,"('Current', 'resistance')",voltage,110
111,"('Cropyield', 'rainfall')",profit,111
112,"('Calorieintake', 'exercisetime')",weightchange,112
113,"('Studytime', 'examdifficulty')",testscore,113
114,"('Age', 'income')",spending,114
115,"('Supply', 'demand')",price,115
116,"('Labor', 'capital')",output,116
117,"('Firmsize', 'advertisingspend')",sales,117
118,"('Fatintake', 'carbintake')",weightgain,118
119,"('Smokingrate', 'airpollution')",lunghealth,119
120,"('Populationsize', 'resources')",qualityoflife,120
121,"('Constructioncost', 'propertytax')",resalevalue,121
122,"('Cultivatedland', 'fertilizeruse')",cropyield,122
123,"('Employeesatisfaction', 'turnoverrate')",productivity,123
124,"('R&Dspending', 'newpatentsfiled')",innovations,124
125,"('Brandawareness', 'adimpressions')",brandaffinity,125
126,"('Bouncerate', 'pagespervisit')",customerretention,126
127,"('Impressions', 'engagements')",brandlift,127
128,"('Leadvolume', 'salesteamsize')",revenue,128
129,"('Literacyrate', 'schoolenrollment')",upwardmobility,129
130,"('Healthcareaccess', 'lifestylediseases')",lifeexpectancy,130
131,"('Renewableenergyuse', 'emissions')",climateimpact,131
132,"('Vehicleweight', 'horsepower')",fuelefficiency,132
133,"('Interestrates', 'inflation')",currencyvalue,133
134,"('Cultivableland', 'irrigationfacilities')",foodproduction,134
135,"('Studyhours', 'leisuretime')",examperformance,135
136,"('Savingsrate', 'investmentreturns')",retirementfundsize,136
137,"('Unemploymentrate', 'stimulusspending')",GDPgrowth,137
138,"('Populationdensity', 'greenspaces')",communitysatisfaction,138
139,"('Concretestrength', 'steelamount')",buildingheight,139
140,"('Fiberintake', 'gutbacteriadiversity')",immunefunction,140
141,"('Noiselevels', 'stresshormones')",sleepquality,141
142,"('Enginepower', 'vehicleweight')",topspeed,142
143,"('Inequality', 'socialtensions')",politicalstability,143
144,"('Pathogentransmission', 'quarantinemeasures')",diseasespread,144
145,"('Teacherexperience', 'classsizes')",graduationrates,145
146,"('Healthcareaccess', 'lifestylediseases')",lifeexpectancy,146
147,"('Renewableenergyuse', 'emissions')",climateimpact,147
148,"('Vehicleweight', 'horsepower')",fuelefficiency,148
149,"('Interestrates', 'inflation')",currencyvalue,149
150,"('Cultivableland', 'irrigationfacilities')",foodproduction,150
151,"('Studyhours', 'leisuretime')",examperformance,151
152,"('Savingsrate', 'investmentreturns')",retirementfundsize,152
153,"('Unemploymentrate', 'stimulusspending')",GDPgrowth,153
154,"('Populationdensity', 'greenspaces')",communitysatisfaction,154
155,"('Concretestrength', 'steelamount')",buildingheight,155
156,"('Fiberintake', 'gutbacteriadiversity')",immunefunction,156
157,"('Noiselevels', 'stresshormones')",sleepquality,157
158,"('Enginepower', 'vehicleweight')",topspeed,158
159,"('Inequality', 'socialtensions')",politicalstability,159
160,"('Pathogentransmission', 'quarantinemeasures')",diseasespread,160
161,"('Teacherexperience', 'classsizes')",graduationrates,161
162,"('Healthcarecoverage', 'preventativecareuse')",medicalcosts,162
163,"('Policinglevels', 'recidivismrates')",communitysafety,163
164,"('Interestrates', 'constructioncosts')",newhousingstarts,164
165,"('Moviebudget', 'marketingspend')",boxofficerevenue,165
166,"('Rainfall', 'cropacreage')",agriculturaloutput,166
167,"('Laborforceparticipation', 'productivitygrowth')",GDPpercapita,167
168,"('Stockprice', 'earningspershare')",P,168
169,"('Capitalrequirement', 'reserveratio')",banklendingcapacity,169
170,"('Fuelcosts', 'flightcapacity')",airfareprices,170
171,"('Screentime', 'physicalactivity')",riskofchildhoodobesity,171
172,"('Healthcareaccess', 'preventativecare')",hospitaladmissions,172
173,"('Highwaycapacity', 'numberofcommuters')",trafficcongestion,173
174,"('Researchfunding', 'PhDstudents')",publicationsoutput,174
175,"('Dietquality', 'exerciseroutine')",bloodpressure,175
176,"('Numberofemployees', 'officespace')",operatingcosts,176
177,"('Inventorylevel', 'supplychaindelays')",lostsales,177
178,"('Cloudcover', 'sunlighthours')",solarenergygeneration,178
179,"('Interestrates', 'disposableincome')",consumerspending,179
180,"('Unionmembership', 'workerproductivity')",wagegrowth,180
181,"('Highwayfunding', 'infrastructurequality')",transportefficiency,181
182,"('Schoolspendingperpupil', 'testscores')",collegereadiness,182
183,"('Policeforcesize', 'responsetimes')",publicsafety,183
184,"('Rainfall', 'waterstorage')",cropyields,184
185,"('Interestrates', 'businessinvestment')",jobscreated,185
186,"('Healthcareaccess', 'diseaseburden')",lifeexpectancy,186
187,"('Energyefficiency', 'renewableshare')",emissionsreduction,187
188,"('Financialliteracy', 'savingsrates')",householdwealth,188
189,"('Screentime', 'physicalactivity')",childhoodobesity,189
190,"('Housingsupply', 'populationgrowth')",homeprices,190
191,"('Bandwidth', 'numberofusers')",internetspeed,191
192,"('Taxrates', 'foreigninvestment')",economicgrowth,192
193,"('Pollutioncontrols', 'airquality')",publichealth,193
194,"('Studentheight', 'studentweight')",BMI,194
195,"('IngredientAamount', 'ingredientBamount')",chemicalreactionrate,195
196,"('Roomlength', 'roomwidth')",roomarea,196
197,"('Carenginesize', 'carweight')",carfuelefficiency,197
198,"('CPUcorecount', 'CPUclockspeed')",computerbenchmarkscore,198
199,"('Windspeed', 'turbinebladelength')",powergenerated,199
200,"('Itemcost', 'numbersold')",totalrevenue,200
201,"('Studytime', 'IQscore')",testscore,201
202,"('Fertilizeramount', 'rainfall')",cropyield,202
203,"('Constructioncost', 'buildingheight')",numberoffloors,203
204,"('Guitarstringgauge', 'stringtension')",pitch,204
205,"('Batteryvoltage', 'dischargecurrent')",runtime,205
206,"('Diskstorageused', 'networkbandwidthused')",serverload,206
207,"('Lightintensity', 'distancefromlightsource')",illumination,207
208,"('Interestrate', 'investmentduration')",return,208
209,"('Numberofemployees', 'averagesalary')",personnelcost,209
210,"('Temperature', 'pressure')",gasvolume,210
211,"('Population', 'resourcesavailable')",qualityoflife,211
212,"('Drugdosage', 'patientweight')",therapeuticeffect,212
213,"('Gravity', 'objectmass')",gravitationalforce,213
214,"('Practicetime', 'inherentaptitude')",skilllevel,214
215,"('Fatcontent', 'sugarcontent')",caloriecount,215
216,"('Studyhours', 'IQ')",examscore,216
217,"('Mass', 'velocity')",momentum,217
218,"('Acidity', 'temperature')",solubility,218
219,"('Interestrate', 'time')",compoundinterest,219
220,"('Force', 'area')",pressure,220
221,"('Velocity', 'time')",displacement,221
222,"('Current', 'resistance')",voltage,222
223,"('Density', 'volume')",mass,223
224,"('Pollutionemissions', 'weatherpatterns')",smoglevel,224
225,"('Taxrate', 'income')",taxesowed,225
226,"('Moviebudget', 'advertisingspend')",boxofficerevenue,226
227,"('Processorspeed', 'RAM')",appperformance,227
228,"('Inflationrate', 'unemploymentrate')",consumerconfidenceindex,228
229,"('Speciespopulation', 'habitatsize')",biodiversity,229
230,"('Enginepower', 'vehicledrag')",topspeed,230
231,"('Supply', 'demand')",marketprice,231
232,"('Morningtemperature', 'daylighthours')",plantgrowth,232
233,"('Geneticdiversity', 'selectivepressures')",rateofevolution,233
234,"('Votersupportpercentage', 'advertisingspend')",votesharegain,234
235,"('Soilnutrients', 'rainfall')",harvestsize,235
236,"('Interestrate', 'principalamount')",monthlyrepayment,236
237,"('Latitude', 'oceancurrents')",averagetemperature,237
238,"('Sugarintake', 'exerciseduration')",weightchange,238
239,"('Neuronactivations', 'dopaminelevels')",motivation,239
240,"('Airresistance', 'gravity')",terminalvelocity,240
241,"('Sunexposuretime', 'UVindex')",riskofsunburn,241
242,"('Sleepduration', 'caffeineintake')",alertness,242
243,"('Softnesspreference', 'detergentamount')",numberofbubbles,243
244,"('Classattendance', 'studyduration')",examscore,244
245,"('Capitalinvested', 'marketvolatility')",investmentreturns,245
246,"('Pollencount', 'antihistaminedose')",allergysymptoms,246
247,"('Countrypopulation', 'economicfreedom')",percapitaGDP,247
248,"('Supplychaindelays', 'consumerdemand')",productavailability,248
249,"('Musictempo', 'lyricspositivity')",listenermood,249
250,"('Proteinintake', 'muscleuse')",musclegrowth,250
251,"('Neuronconnections', 'problemcomplexity')",AIcapability,251
252,"('Cloudcover', 'humidity')",likelihoodofrain,252
253,"('Movielength', 'reviewerscore')",viewersatisfaction,253
254,"('Loanamount', 'borrowerincome')",abilitytorepay,254
255,"('Traveldistance', 'traveltime')",tripcost,255
256,"('Windspeed', 'temperature')",energygenerated,256
257,"('Studytime', 'sleeptime')",testscore,257
258,"('Height', 'armspan')",idealweight,258
259,"('Calorieintake', 'exercisetime')",weightchange,259
260,"('Loanamount', 'interestrate')",totalrepayment,260
261,"('Cropwatering', 'sunlighthours')",cropyield,261
262,"('Practicetime', 'talentlevel')",skilllevel,262
263,"('Advertisingspend', 'customerreach')",salesrevenue,263
264,"('Medicationdose', 'patientweight')",therapeuticeffect,264
265,"('Enginesize', 'fuelefficiency')",CO,265
266,"('Threadcount', 'fabricthickness')",productdurability,266
267,"('Inflationrate', 'unemploymentrate')",economicgrowth,267
268,"('Factoryoutput', 'energyusage')",productionefficiency,268
269,"('Populationsize', 'resourcesavailable')",sustainability,269
270,"('Practicehours', 'instructorquality')",musicskill,270
271,"('Budget', 'crewsize')",moviequality,271
272,"('Cloudcoverage', 'temperature')",precipitation,272
273,"('Dietquality', 'exerciseroutine')",health&wellness,273
274,"('Studydedication', 'academicsupport')",studentgrowth,274
275,"('Crowdsize', 'venuesize')",eventenjoyment,275
276,"('Soilnutrients', 'sunlighthours')",crophealth,276
277,"('Companytenure', 'workperformance')",jobsatisfaction,277
278,"('Commutedistance', 'flexibleschedule')",work,278
279,"('Leadershipcompetence', 'teamcohesion')",projectsuccess,279
280,"('Supplychainvisibility', 'inventorylevels')",customersatisfaction,280
281,"('Testingrigor', 'debuggingtime')",softwarereliability,281
282,"('Authororiginality', 'publisherreach')",bookpopularity,282
283,"('Compassiontraining', 'socialsupport')",resilience,283
284,"('Financialliteracy', 'savingsrate')",retirementreadiness,284
285,"('Employeecreativity', 'managersupport')",innovationlevel,285
286,"('Studententhusiasm', 'teachingquality')",learningoutcomes,286
287,"('Communityinvestment', 'localpartnerships')",neighborhoodrevitalization,287
288,"('Dietdiversity', 'guthealth')",immunefunction,288
289,"('Carnegieclass', 'galaxydistance')",scientificknowledge,289
290,"('Scenecomplexity', 'computetime')",animationrealism,290
291,"('Studentpreparedness', 'questionrelevance')",examperformance,291
292,"('Familycaretaking', 'elderlysupport')",aginggracefully,292
293,"('Commuteroptions', 'transitefficiency')",reducedemissions,293
294,"('Clinicalexpertise', 'diagnostictechnology')",patientoutcomes,294
295,"('Leadershipintegrity', 'citizenapproval')",administrationsuccess,295
296,"('Ministryfunding', 'volunteermobilization')",livesimpacted,296
297,"('Genreexperimentation', 'fanreception')",artisticbreadth,297
298,"('Speciesprotection', 'ecosystemhealth')",biodiversity,298
299,"('Investigativejournalism', 'mediaattention')",politicalaccountability,299
300,"('Recyclingparticipation', 'manufacturinginnovation')",circulareconomy,300
301,"('Healtheducation', 'preventativecare')",publichealthoutcomes,301
302,"('Trooptraining', 'battlefieldtactics')",missioneffectiveness,302
303,"('studentrapport', 'inclusivepolicies')",safelearningenvironment,303
304,"('Economicpolicy', 'financialregulation')",marketstability,304
305,"('Drugefficacy', 'treatmentadherence')",symptomimprovement,305
306,"('Soilconservation', 'sustainablefarming')",foodsecurity,306
307,"('Socialconnection', 'supportsystems')",mentalhealth,307
308,"('Athleticscholarship', 'sportsmedicine')",championshipwins,308
309,"('Urbangreening', 'pollutionreduction')",livability,309
310,"('Cybersecurityinvestment', 'datagovernance')",privacyprotection,310
311,"('Scientificresearch', 'knowledgesharing')",technologicalinnovation,311
312,"('Sheltercapacity', 'adoptiondemand')",saverate,312
313,"('Policetraining', 'communityrelations')",publicsafety,313
314,"('Nutritionstandards', 'lifestylemodification')",diseaseprevention,314
315,"('Diplomaticinvestment', 'culturalexchange')",globalcooperation,315
316,"('Employeeengagement', 'workplaceculture')",talentretention,316
317,"('Earlychildhoodprograms', 'lifelonglearning')",fulfillment,317
318,"('Disasterpreparedness', 'emergencyresponse')",resilience,318
319,"('Productquality', 'brandtrust')",customerloyalty,319
320,"('Parentinvolvement', 'studentengagement')",graduationrates,320
321,"('Renewableinvestment', 'gridmodernization')",emissionsreduction,321
322,"('Healthcareaccess', 'preventionfocus')",communitywellbeing,322
323,"('Technologystrategy', 'changeleadership')",digitaltransformation,323
324,"('Civicparticipation', 'institutionalreform')",democracy,324
325,"('Supplyforecasting', 'leanoperations')",profitability,325
326,"('Companypurpose', 'ethicalbusiness')",investorconfidence,326
327,"('Smartdesign', 'userdelight')",productlove,327
328,"('Scientificrigor', 'knowledgegrowth')",technologicalprogress,328
329,"('Healthysoil', 'regenerativeagriculture')",ecosystemrestoration,329
330,"('Socialcapital', 'economicmobility')",inclusiveprosperity,330
331,"('Skillbuilding', 'careerguidance')",workforcereadiness,331
332,"('Trafficanalysis', 'urbanplanning')",livablecities,332
333,"('Teachercollaboration', 'personalizedinstruction')",achievementgapsclosed,333
334,"('Waterconservation', 'irrigationefficiency')",agriculturalproductivity,334
335,"('Medicationaccess', 'treatmentplans')",addictionrecovery,335
336,"('Familyplanning', 'prenatalcare')",healthybabies,336
337,"('Financialliteracy', 'responsibleborrowing')",debtfreedom,337
338,"('Informationquality', 'medialiteracy')",informedpublic,338
339,"('Speciesprotection', 'habitatconservation')",ecologicalbalance,339
340,"('Socialtolerance', 'institutionalfairness')",unifiedcommunities,340
341,"('Surveycomprehensiveness', 'statisticalmodeling')",accurateforecasting,341
342,"('Technologyadoption', 'userexperience')",digitaltransformation,342
343,"('Healthawareness', 'lifestylechanges')",wellbeing,343
344,"('Infrastructureinvestment', 'transportationoptions')",equitablemobility,344
345,"('Workplacesafety', 'emergencypreparedness')",injuryprevention,345
346,"('Civicdiscourse', 'voteraccess')",participatorydemocracy,346
347,"('Nutrientlevels', 'croprotations')",sustainableyields,347
348,"('Medicalresearch', 'drugdevelopment')",diseasecure,348
349,"('Energydiversity', 'gridflexibility')",cleanelectricity,349
350,"('Teacherexcellence', 'curriculuminnovation')",studentfuturesunlocked,350
351,"('Partnershipbuilding', 'communityownership')",projectsustainability,351
352,"('Familycaretaking', 'supportsystems')",successfulaging,352
353,"('Consumerprotection', 'corporateaccountability')",publictrust,353
354,"('Sunlighthours', 'rainfall')",cropyield,354
355,"('Calorieintake', 'exercisetime')",weightchange,355
356,"('Studyhours', 'sleephours')",examscore,356
357,"('Machinespeed', 'operatorexperience')",outputrate,357
358,"('Drugdosage', 'patientweight')",treatmenteffectiveness,358
359,"('Practicetime', 'inherentaptitude')",skilllevel,359
360,"('Height', 'armspan')",reach,360
361,"('Age', 'education')",income,361
362,"('Humidity', 'temperature')",moldgrowth,362
363,"('Interestrate', 'loanterm')",monthlypayment,363
364,"('Supply', 'demand')",marketprice,364
365,"('Marketingbudget', 'adviews')",sales,365
366,"('Stepswalked', 'elevationgain')",caloriesburned,366
367,"('Threadcount', 'fabricthickness')",warmthrating,367
368,"('Proteinintake', 'fatintake')",musclegain,368
369,"('Gasusage', 'electricusage')",utilitybill,369
370,"('Timestudied', 'cramming')",examperformance,370
371,"('Sugar', 'butter')",sweetness,371
372,"('Rainfall', 'soilnitrogen')",wheatproduction,372
373,"('Velocity', 'mass')",momentum,373
374,"('Studytime', 'IQ')",testresults,374
375,"('Inflation', 'unemployment')",economicgrowth,375
376,"('Fatigue', 'stimulantuse')",alertness,376
377,"('Practice', 'coaching')",sportsperformance,377
378,"('Saltuse', 'oiltemperature')",fryquality,378
379,"('Enginepower', 'vehicleweight')",acceleration,379
380,"('Inclination', 'friction')",efforttomoveobject,380
381,"('Interestrates', 'investmentrisk')",return,381
382,"('Gramsofyeast', 'temperature')",breadrisetime,382
383,"('Genetics', 'environment')",phenotype,383
384,"('Stress', 'copingstrategies')",wellbeing,384
385,"('Lightquality', 'waterquality')",planthealth,385
386,"('Moneysupply', 'employmentrate')",inflationrate,386
387,"('Grainstores', 'weathervariation')",faminelikelihood,387
388,"('Salarylevel', 'taxes')",post,388
389,"('Windspeed', 'turbulence')",flightdelayrate,389
390,"('Capitalexpenditure', 'operationalefficiency')",profitmargin,390
391,"('Caloriedeficit', 'activitylevel')",weightloss,391
392,"('Waterpressure', 'nozzlewidth')",flowrate,392
393,"('Guitarsize', 'wooddensity')",tonequality,393
394,"('Nitrogenlevel', 'potassiumlevel')",tomatocropyield,394
395,"('Studenteffort', 'teachingquality')",learningoutcomes,395
396,"('Saltconcentration', 'temperature')",waterdensity,396
397,"('Motorefficiency', 'gearratio')",torqueoutput,397
398,"('Interestrate', 'investmentterm')",returnoninvestment,398
399,"('Distancefromstage', 'speakervolume')",soundlevel,399
400,"('Threadthickness', 'stitchtype')",seamstrength,400
401,"('Foundationdepth', 'buildingheight')",windresistance,401
402,"('Medicationdose', 'patientcompliance')",treatmentresponse,402
403,"('Eggsize', 'incubationtemperature')",hatchrate,403
404,"('Batterycapacity', 'dischargerate')",usablepower,404
405,"('Trainingtime', 'technique')",racefinishtime,405
406,"('Particledensity', 'viscosity')",settlingrate,406
407,"('Payraise', 'employeemorale')",staffretentionrate,407
408,"('Supplychaindelays', 'inventorylevel')",lostsales,408
409,"('Compressionlevel', 'encoding')",audiofilesize,409
410,"('Oventemperature', 'bakingtime')",cakeconsistency,410
411,"('Cabletension', 'spanlength')",maximumload,411
412,"('Loanamount', 'creditscore')",probabilityofdefault,412
413,"('Fuelconsumption', 'cargoload')",flightrange,413
414,"('Burdenweight', 'packanimalfitness')",traveldistance,414
415,"('Age', 'smokingstatus')",lunghealth,415
416,"('Antioxidantlevel', 'storagetime')",foodspoilage,416
417,"('Threadcount', 'blanketlayers')",warmthrating,417
418,"('Carbohydrates', 'glycemicindex')",bloodsugarresponse,418
419,"('Treesize', 'leafarea')",oxygenproduction,419
420,"('Acidity', 'temperature')",enzymeactivity,420
421,"('Stockprice', 'earningsreport')",shareholderconfidence,421
422,"('Tirepressure', 'vehicleloading')",rolloverrisk,422
423,"('Oilviscosity', 'enginetemperature')",fuelefficiency,423
424,"('WaterpH', 'fertilizer')",rosegrowth,424
425,"('Interestrate', 'principal')",monthlymortgagepayment,425
426,"('UVexposure', 'SPFused')",riskofsunburn,426
427,"('Hourscoded', 'bugfixes')",softwarequality,427
428,"('Diet', 'genetics')",BMI,428
429,"('Budget', 'marketingreach')",sales,429
430,"('Neuronconnections', 'cognition')",memorycapacity,430
431,"('Motorforce', 'mechanicaladvantage')",liftingcapacity,431
432,"('Daysinjured', 'rehabilitationtime')",athleticrecovery,432
433,"('Classattendance', 'studyhabits')",academicachievement,433
434,"('Protein', 'fat')",caloricenergy,434
435,"('Gravity', 'atmospheredensity')",terminalvelocity,435
436,"('Employeehappiness', 'productivityincentives')",output,436
437,"('Seasonlength', 'rosterdecisions')",teamwins,437
438,"('Acresfarmed', 'techniquesused')",cropyield,438
439,"('Cloudcoverage', 'humidity')",precipitation,439
440,"('Ingredientratios', 'cookingmethod')",foodtaste,440
441,"('Interestrate', 'investmentperiod')",return,441
442,"('Massculturing', 'temperatureregulation')",yeastyield,442
443,"('Strengthtraining', 'nutrition')",musclegain,443
444,"('Airresistance', 'windspeed')",bicyclespeed,444
445,"('Gastaxlevel', 'publictransitfunding')",trafficcongestion,445
446,"('Shorelinedevelopment', 'wetlandconservation')",speciesresilience,446
447,"('Woolquality', 'loomsettings')",fabricdurability,447
448,"('Noiselevels', 'soundbarriers')",classroomfocus,448
449,"('Medicationefficacy', 'therapyfrequency')",recoverypace,449
450,"('Investment', 'economicconditions')",portfolioperformance,450
451,"('Wooldensity', 'surfaceareacovered')",insulationrating,451
452,"('Wingspan', 'bodyweight')",birdmigrationrange,452
453,"('Rainfall', 'Temperature')",CropYield,453
454,"('StudyHours', 'IQScore')",TestScore,454
455,"('Height', 'Weight')",LifeExpectancy,455
456,"('PracticeTime', 'CoachingQuality')",SkillsRating,456
457,"('LoanAmount', 'CreditScore')",InterestRate,457
458,"('AdvertisingSpend', 'MarketSize')",SalesRevenue,458
459,"('Age', 'Income')",RetirementSavings,459
460,"('Supply', 'Demand')",Price,460
461,"('Training', 'Experience')",Salary,461
462,"('Population', 'Resources')",Happiness,462
463,"('Strength', 'Flexibility')",InjuryRisk,463
464,"('Calories', 'Exercise')",Weight,464
465,"('SleepHours', 'StressLevel')",HealthScore,465
466,"('SchoolFunding', 'ClassSize')",TestResults,466
467,"('CloudCover', 'Humidity')",StormSeverity,467
468,"('Practice', 'InnateTalent')",MusicSkill,468
469,"('DistanceTraveled', 'FuelEfficiency')",Emissions,469
470,"('StudyTime', 'FocusLevel')",ExamGrade,470
471,"('Fat', 'Sugar')",RiskofDiabetes,471
472,"('NegotiationSkill', 'OfferQuality')",DealSuccess,472
473,"('ProcessingPower', 'RAM')",ComputerSpeed,473
474,"('Inequality', 'SocialCohesion')",UnrestRisk,474
475,"('DoctorSkill', 'MedicalResources')",SurvivalRate,475
476,"('DisposableIncome', 'SavingsRate')",Wealth,476
477,"('Size', 'Weight')",FuelEfficiency,477
478,"('LightExposure', 'Fertilizer')",PlantGrowth,478
479,"('FamilySupport', 'Motivation')",RecoveryOdds,479
480,"('GPA', 'InterviewPerformance')",JobOfferOdds,480
481,"('MaternalHealth', 'MedicalAccess')",InfantMortality,481
482,"('R&DSpending', 'InnovationCulture')",PatentsGranted,482
483,"('Precipitation', 'DamIntegrity')",FloodSeverity,483
