,feature_names,target_names,task_id
43,"('TrafficVolume', 'DistanceTraveled', 'FuelEfficiency', 'MaintenanceCosts')",TotalCostofOwnership,43
44,"('AccuracyofInformation', 'FrequencyofUpdates', 'SearchEngineOptimization', 'InboundLinks')",WebsiteTraffic,44
45,"('Affordability', 'Location', 'SquareFootage', 'Amenities')",RentalOccupancyRate,45
46,"('ThreadCount', 'MaterialWeave', 'DyeProcess', 'ProductionCountry')",SheetSoftness,46
47,"('SunProtection', 'Moisturizing', 'SkinType', 'FrequencyofUse')",CreamEffectiveness,47
48,"('PricePoint', 'ProteinContent', 'Taste', 'FoodSafety')",ProductPopularity,48
49,"('Acidity', 'CaffeineLevel', 'MilkTemperature', 'FoamQuality')",EspressoTaste,49
50,"('FattoFlourRatio', 'FermentationTime', 'BakingTime', 'HerbChoice')",CiabattaTaste,50
51,"('Wiring', 'Soldering', 'CaseQuality', 'PortAccessibility')",LaptopDurability,51
52,"('InjurySeverity', 'FirstAid', 'MedicalTreatment', 'RehabilitationPlan')",RecoveryTime,52
53,"('VideoLength', 'EntertainmentValue', 'MetadataOptimization', 'ThumbnailDesign')",ViewCount,53
54,"('WristSnap', 'ArmExtension', 'FollowThrough', 'Stance')",ShotAccuracy,54
55,"('EquipmentQuality', 'PracticeRegimen', 'Coaching', 'MotivationLevel')",RacingTime,55
56,"('FatigueLevel', 'StressLoad', 'Manning', 'OperationalBudget')",AircraftMissionReadiness,56
57,"('SoilQuality', 'SunlightExposure', 'WateringSchedule', 'PruningFrequency')",FlowerBloomVibrancy,57
58,"('IngredientFreshness', 'KnifeSkills', 'PlatingCreativity', 'FlavorPairing')",DishTastiness,58
59,"('FoundationIntegrity', 'FramingMaterials', 'InsulationRating', 'RoofingQuality')",BuildingSafety,59
60,"('IdeaUniqueness', 'BusinessAcumen', 'SeedFunding', 'MarketValidation')",StartupSuccessOdds,60
61,"('IngredientSynergy', 'FermentationLength', 'BarrelQuality', 'BlendingSkill')",WhiskeySmoothness,61
62,"('DataQuality', 'AlgorithmDesign', 'ComputeResources', 'FineTuning')",ModelAccuracy,62
63,"('LightingDesign', 'SetDetail', 'ActingAbility', 'PostEditing')",SceneBelievability,63
64,"('Fertilization', 'Insulation', 'WindowEfficiency', 'WaterRecycling')",CropYield,64
65,"('Diet', 'Exercise', 'Genetics', 'StressLevel')",HealthMarkerValues,65
66,"('FinancialAidPackage', 'CampusCultureFit', 'InternshipOptions', 'PostGraduationOutcomes')",CollegeSatisfaction,66
67,"('IssueSeverity', 'TroubleshootingEffort', 'PartsAvailability', 'TechnicianSkill')",RepairTime,67
68,"('IngredientSynergy', 'RecipeComplexity', 'PlatingCreativity', 'WinePairing')",DiningEnjoyment,68
69,"('Hydration', 'ElectrolyteIntake', 'PacingStrategy', 'MentalToughness')",MarathonTime,69
70,"('RequirementsClarity', 'DevelopmentResources', 'TestingRigor', 'LaunchMarketing')",SoftwareAdoptionRate,70
71,"('ProblemDiagnosis', 'PartsInventory', 'TechnicianAvailability', 'ShopCapacity')",VehicleTurnaroundTime,71
72,"('ProductInnovation', 'MarketingStrategy', 'OperationalEfficiency', 'LeadershipVision')",CompanyGrowth,72
73,"('DrugEfficacy', 'SideEffectsProfile', 'EaseofAdministration', 'Competition')",RevenuePotential,73
74,"('SceneComplexity', 'ComputingPower', 'RenderTime', 'VFXArtists')",CGIRealism,74
75,"('TargetingAccuracy', 'WarheadPower', 'Speed', 'StealthCapability')",WeaponLethality,75
76,"('BreathingTechnique', 'StrokeEfficiency', 'KickTempo', 'RaceStrategy')",FinishTime,76
77,"('RequirementsFit', 'IterationVelocity', 'CodeQuality', 'TestingCoverage')",SoftwareStability,77
78,"('IngredientCompatibility', 'RecipeSteps', 'BakingTime', 'RestingPeriod')",PastryFlakiness,78
79,"('SoilNutrients', 'SunExposure', 'WateringFrequency', 'PestManagement')",FlowerQuality,79
80,"('DriverAbility', 'VehicleSetup', 'PitCrewEfficiency', 'FuelStrategy')",RaceFinishPosition,80
81,"('TopicRelevance', 'WritingQuality', 'SEOOptimization', 'PromotionalEffort')",BlogTraffic,81
82,"('DanceTechnique', 'Choreography', 'CostumeDesign', 'Lighting')",AudienceEnjoyment,82
83,"('FlourQuality', 'WaterTemperature', 'KneadIntensity', 'ProofingTime')",LoafRise,83
84,"('ProblemIdentification', 'DataCollection', 'AnalysisRigor', 'ActionPlanning')",IssueResolution,84
85,"('RequirementsGathering', 'ArchitecturePlanning', 'CodingProficiency', 'TestingCoverage')",ProjectDelivery,85
86,"('IngredientFreshness', 'KnifeSkills', 'StovetopControl', 'PlatingAppearance')",MealDeliciousness,86
87,"('HarmonicComplexity', 'Expressiveness', 'Instrumentation', 'RecordingQuality')",SongRichness,87
88,"('SuspensionSetup', 'BrakingPerformance', 'Aerodynamics', 'DriverInput')",LapTime,88
89,"('AudienceRelatability', 'JokeWriting', 'ImprovisationSkills', 'PromotionalReach')",ComedySpecialViews,89
90,"('DataIntegrity', 'AlgorithmInnovation', 'ModelOptimization', 'ComputeScale')",MLAccuracy,90
91,"('IngredientCompatibility', 'PreparationMethod', 'AssemblyFinesse', 'PresentationStyle')",BurritoEnjoyment,91
92,"('MelodicComposition', 'HarmonicTexture', 'LyricImagery', 'VocalControl')",ListenerEngagement,92
93,"('RequirementsDefinition', 'SystemArchitecture', 'DevelopmentPace', 'TestingScope')",ProjectSuccess,93
94,"('Annualrainfall', 'Averagetemperature', 'Elevation', 'Treedensity')",Forestfirerisk,94
95,"('Vaccinationrate', 'Populationdensity', 'Airtravelrate', 'Maskusage')",COVID,95
96,"('Studytime', 'Classattendance', 'Assignmentgrades', 'Priorknowledge')",Finalexamscore,96
97,"('Ingredientquality', 'Preparationtime', 'Oventemperature', 'Bakingtime')",Caketexture,97
98,"('Fiberintake', 'Proteinintake', 'Fatintake', 'Calorieintake')",Bodymassindex,98
99,"('Commutedistance', 'Commutetime', 'Flexibleschedule', 'Remoteworkdays')",Worksatisfaction,99
100,"('Practicetime', 'Coachquality', 'Equipmentquality', 'Innatetalent')",Sportsperformance,100
101,"('Sleepduration', 'Exercisefrequency', 'Stresslevels', 'Healthydiet')",Energylevels,101
102,"('Marketingbudget', 'Advertisingchannels', 'Brandawareness', 'Productquality')",Salesrevenue,102
103,"('Precipitation', 'Reservoirstorage', 'Snowpacklevel', 'Usageregulations')",Availablewater,103
104,"('Fertilizeruse', 'Pesticideuse', 'Irrigationfrequency', 'Soilquality')",Cropyield,104
105,"('Parentincome', 'Academicsupport', 'Enrichmentactivities', 'Innateaptitude')",Collegeentranceexamscores,105
106,"('Smokingrate', 'Airpollutionlevels', 'UVrayexposure', 'Geneticpredisposition')",Skincancercases,106
107,"('Policepatrols', 'Surveillancecameras', 'Neighborhoodwatchprograms', 'Povertylevels')",Crimerate,107
108,"('Stageatdiagnosis', 'Treatmentplan', 'Supportsystemstrength', 'Willtolive')",Cancersurvivalrate,108
109,"('Teacherexperience', 'Classsize', 'Technologyaccess', 'Homeworkcompletion')",Standardizedtestscores,109
110,"('Cloudcoverage', 'Oceantemperature', 'Windspeed', 'Airpressure')",Hurricaneseverity,110
111,"('Maintenancefrequency', 'Partreplacementrate', 'Vehicleage', 'Milesdriven')",Breakdownrate,111
112,"('Earlyreadinglevel', 'Classroomattention', 'Parentalinvolvement', 'Learningdisabilities')",Thirdgradereadinglevel,112
113,"('Communityinvestment', 'Jobtrainingprograms', 'Publictransportationaccess', 'Localtaxincentives')",Newbusinessesopened,113
114,"('Medicationadherence', 'Therapyfrequency', 'Socialengagement', 'Innateresilience')",Depressionlevels,114
115,"('Tuitioncosts', 'Graduationrate', 'Careerservices', 'Alumninetwork')",Earlycareerearnings,115
116,"('Enginepower', 'Torque', 'Dragcoefficient', 'Vehicleweight')",Topspeed,116
117,"('Ideauniqueness', 'Businessplanquality', 'Foundingteamexperience', 'Availablecapital')",Startupsuccessrate,117
118,"('Interestrate', 'Downpaymentamount', 'Monthlyincome', 'Otherdebtlevels')",Mortgageapproval,118
119,"('Concretestrength', 'Steelamount', 'Columnsize', 'Buildingheight')",Earthquakeresistance,119
120,"('Flightlength', 'Aircraftmodel', 'Cabinlayout', 'Servicequality')",Airlinepassengersatisfaction,120
121,"('Soilcomposition', 'Sunlightlevels', 'Pollinatoractivity', 'Biodiversitymeasures')",Honeyproduction,121
122,"('Workoutduration', 'Heartratelevel', 'Musclerepairtime', 'Proteinintake')",Strengthgains,122
123,"('Militarybudget', 'Troopnumbers', 'Homefrontmorale', 'Enemyweaponscapability')",Battlevictoryprobability,123
124,"('Employeeexperience', 'Coworkersupport', 'Scheduleflexibility', 'Commutedistance')",Jobsatisfaction,124
125,"('Enginedisplacement', 'Fuelefficiency', 'Safetyratings', 'Luxuryfeatures')",Resalevalueretention,125
126,"('Stormintensity', 'Leveeinfrastructure', 'Evacuationplans', 'Coastalarmoringinvestments')",Flooddamage,126
127,"('Memorycapacity', 'Processorspeed', 'Graphicscapability', 'Batterylife')",Gamingperformance,127
128,"('Inflationrate', 'Interestrates', 'Businessoptimism', 'Consumerspending')",Economicgrowth,128
129,"('Meditationpractice', 'Yogapractice', 'Natureexposure', 'Psychotherapyengagement')",Anxietyreduction,129
130,"('Roadquality', 'Trafficlevels', 'Accidenthistory', 'Speedenforcement')",Driverfatalityrate,130
131,"('Employeepay', 'Workload', 'Advancementopportunities', 'Managementsupportiveness')",Employeeretentionrate,131
132,"('Fatcontent', 'Fibercontent', 'Portionsizes', 'Ingredientquality')",Bloodcholesterollevels,132
133,"('Cloudcoverage', 'Pollenlevels', 'Rainlikelihood', 'Windspeedanddirection')",Hayfeversymptomseverity,133
134,"('Watertemperature', 'Lightintensity', 'Nutrientlevels', 'Oxygenation')",Coralreefhealth,134
135,"('Securityaudits', 'Encryptionstrength', 'Backupfrequency', 'Patchinstallationrate')",Ransomwareresilience,135
136,"('Studyduration', 'Practicetestperformance', 'Classengagement', 'Innateability')",Lawschoolbarexampassagerate,136
137,"('Bandwidthcapacity', 'Redundancyinfrastructure', 'Backuppowersupply', 'Physicalsecurity')",Internetconnectivityuptimepercentage,137
138,"('Practicequantity', 'Practicequality', 'Competitionlevel', 'Innatecoordination')",Elitegymnasticsqualificationscore,138
139,"('Parentwarmth', 'Conflictresolutionability', 'Familycohesion', 'Communitysupport')",Childself,139
140,"('Proteinsources', 'Carbohydratesources', 'Micronutrientdensity', 'Mealtiming')",Musclegain,140
141,"('Tiretread', 'Vehicleweight', 'Suspensiondamping', 'Centerofgravityheight')",Laptime,141
142,"('Faultlineproximity', 'Buildingcodes', 'Retrofittinginvestments', 'Earlywarningsystems')",Earthquakefatalities,142
143,"('Contractincentives', 'Projectcomplexity', 'Resourceavailability', 'Teamcohesion')",Engineeringprojecton,143
144,"('Samenessoflanguage', 'Culturalopenness', 'Immigrationrate', 'Intergroupcontact')",Acceptanceofminoritygroups,144
145,"('Classduration', 'Practiceintensity', 'Correctionquality', 'Agestarted')",Ballettechniquerating,145
146,"('Forestarea', 'Biodiversitymeasures', 'Carbonsequestrationrate', 'Conservationpolicystrength')",Ecosystemstability,146
147,"('Ideanovelty', 'Foundingteampassion', 'Earlyadopterresponse', 'Marketsize')",Startupsurvivallikelihood,147
148,"('Compressorcapacity', 'Insulationquality', 'Backupgeneratoravailability', 'Buildingelevation')",Heatwaveresilience,148
149,"('Medicationtype', 'Medicationdose', 'Therapyduration', 'Supportsystemstrength')",Depressionremissionlikelihood,149
150,"('Rawmaterialpurity', 'Equipmentprecision', 'Qualitycontrolrigor', 'Specialistskills')",Semiconductorchipyieldrate,150
151,"('Trophiclevel', 'Keystonespeciespopulation', 'Pollutionlevels', 'Habitatfragmentation')",Ecosystemintegrity,151
152,"('Commutepredictability', 'Worklocationflexibility', 'Childcareavailability', 'Leavetime')",Employeeretention,152
153,"('Treedensity', 'Undergrowthprevalence', 'Weather', 'Humanactivitylevels')",Forestfireprobability,153
154,"('Surgerycomplicationrate', 'Aftercaretherapyduration', 'Innatehealingability', 'Treatmentadherence')",Jointreplacementrecovery,154
155,"('Communityinvestment', 'Gentrificationcurbingpolicies', 'Greenspaceaccess', 'Publictransitavailability')",Neighborhoodlivability,155
156,"('Practiceeffort', 'Domainknowledge', 'Cognitiveflexibility', 'Feedbackincorporation')",Diagnosticaccuracy,156
157,"('Hulldesign', 'Enginepower', 'Crewtraining', 'Navigationsystemquality')",Shippingaccidentrate,157
158,"('Employeeautonomy', 'Interdepartmentalcoordination', 'Managementcompetence', 'Profitsharingplan')",Corporateinnovationrate,158
159,"('Probioticdose', 'Fiberintake', 'Exerciseamount', 'Geneticpredisposition')",Gutmicrobiomediversity,159
160,"('Brakingsystemquality', 'Collisionavoidancetechnology', 'Passengercompartmentintegrity', 'Speedlimits')",Trafficfatalityrates,160
161,"('Earlylearningsupport', 'Enrichmentopportunityaccess', 'Teacherquality', 'Peerinfluences')",Thirdgradereadingproficiency,161
162,"('Smokinglaws', 'Healthknowledgespread', 'Stresscopingability', 'DNArepaircapacity')",Lungcancerrates,162
163,"('Sensorystimulation', 'Socialcontact', 'Cognitiveexercise', 'Geneticpredisposition')",Dementiaonsetdelay,163
164,"('Practicehours', 'Coachingquality', 'Leaguecompetitiveness', 'Innatereflexes')",Youthhockeyselection,164
165,"('Farmacreage', 'Irrigationinfrastructure', 'Soilconservationmethods', 'Climatepatterns')",Cropyield,165
166,"('Studytimeinvestment', 'Teacherengagement', 'Groupworkopportunities', 'Standardrigor')",Physicsexamscore,166
167,"('Sleepduration', 'Stressmanagementability', 'Dietquality', 'Geneticriskfactors')",Heartdiseaseprobability,167
168,"('Precipitationpatterns', 'Treecoverdensity', 'Undergrowthclearing', 'Lightningstrikefrequency')",Wildfirespreadrate,168
169,"('Practiceeffort', 'Mineralidentificationskills', 'Equipmentquality', 'Specimenquality')",Geologicalsurveyaccuracy,169
170,"('Medicalscreeningaccess', 'Healthbehaviorpromotion', 'Builtenvironmentwalkability', 'Communitybelonging')",Lifeexpectancy,170
171,"('Hullsmoothness', 'Sailshape', 'Crewcoordination', 'Windpatterns')",Sailingspeed,171
172,"('Dietarycholesterol', 'Saturatedfatintake', 'Aerobicexerciseamount', 'Smokingstatus')",Bloodlipidprofile,172
173,"('Practiceeffort', 'Equipmentquality', 'Competitivedrive', 'Kinestheticawareness')",Rodeoeventscore,173
174,"('Employeeautonomousdecisionlatitude', 'Managementcoachingquality', 'Coworkercollaboration', 'Payequityperceptions')",Workplaceinnovationlevel,174
175,"('Medicationadherence', 'Therapyintensity', 'Toxinavoidance', 'Geneticsusceptibility')",Asthmaattackfrequency,175
176,"('Hullsmoothness', 'Keelshape', 'Crewtraining', 'Weatherforecastingtechnology')",Yachtracetime,176
177,"('Studytime', 'Conceptcomprehensionchecks', 'Retrievalpractice', 'Questionbankcompleteness')",Medicalschoolboardexamscore,177
178,"('Commutepredictability', 'Locationflexibility', 'Childcareavailability', 'Leavetimegenerosity')",Two,178
179,"('Age', 'EducationLevel', 'Income', 'JobExperience')",Salary,179
180,"('IngredientCosts', 'LaborCosts', 'Rent', 'Utilities')",RestaurantProfit,180
181,"('Rainfall', 'Temperature', 'SoilNutrients', 'Sunlight')",CropYield,181
182,"('StudyHours', 'Focus', 'ClassAttendance', 'PriorKnowledge')",TestScore,182
183,"('PartsCost', 'AssemblyTime', 'QualityControl', 'DefectRate')",ManufacturingCost,183
184,"('Length', 'Width', 'Layers', 'Insulation')",EnergyEfficiency,184
185,"('EngineSize', 'Horsepower', 'FuelEfficiency', 'Emissions')",VehiclePrice,185
186,"('PopulationDensity', 'Infrastructure', 'TaxIncentives', 'LaborForce')",EconomicGrowth,186
187,"('TrainingData', 'ModelComplexity', 'ComputePower', 'FeatureEngineering')",ModelAccuracy,187
188,"('Fat', 'Protein', 'Carbohydrates', 'Fiber')",CalorieCount,188
189,"('PracticeHours', 'CoachQuality', 'Equipment', 'Competition')",SportsPerformance,189
190,"('Density', 'Strength', 'ThermalConductivity', 'CorrosionResistance')",MaterialUsefulness,190
191,"('Bandwidth', 'Latency', 'Reliability', 'CoverageArea')",NetworkQuality,191
192,"('CloudCover', 'Humidity', 'WindSpeed', 'Temperature')",RainProbability,192
193,"('LoanAmount', 'CreditScore', 'Income', 'ExistingLiabilities')",LoanDefaultRisk,193
194,"('Engagement', 'Virality', 'Retention', 'Monetization')",AppSuccess,194
195,"('CaloriesConsumed', 'Exercise', 'Genetics', 'StressLevel')",WeightGainRisk,195
196,"('NumberofIssues', 'SeverityofIssues', 'TimetoResolution', 'Documentation')",SoftwareQuality,196
197,"('Size', 'Weight', 'Aerodynamics', 'EnginePower')",VehicleTopSpeed,197
198,"('InterestRates', 'GovernmentSpending', 'ConsumerConfidence', 'UnemploymentRate')",EconomicGrowth,198
199,"('ProductReviews', 'ReturnRate', 'Availability', 'Competition')",SalesPerformance,199
200,"('Precipitation', 'ReservoirLevels', 'Snowmelt', 'Usage')",WaterSupply,200
201,"('Acidity', 'SugarContent', 'HarvestTime', 'Storage')",FruitQuality,201
202,"('ProcessorSpeed', 'RAM', 'GPUPower', 'StorageCapacity')",DevicePerformance,202
203,"('EmployeeSkills', 'Management', 'WorkCulture', 'Pay')",Productivity,203
204,"('InflationRate', 'CurrencyValue', 'TradeVolume', 'DebtLevel')",EconomicRisk,204
205,"('LightIntensity', 'Nutrients', 'Water', 'Temperature')",PlantGrowth,205
206,"('DistancetoCities', 'SchoolRatings', 'CrimeRates', 'ParksAccess')",HomeValue,206
207,"('Surveys', 'FocusGroups', 'ObservationalStudies', 'DataAnalysis')",ProductRecommendations,207
208,"('PartySupport', 'Debates', 'AdvertisingBudget', 'Incumbency')",VoterShare,208
209,"('EmployeeMorale', 'Training', 'ManagerRelationship', 'FlexiblePolicies')",RetentionRate,209
210,"('TenantIncome', 'RentPrice', 'UnitMix', 'OperatingCosts')",InvestmentROI,210
211,"('HouseSize', 'LotSize', 'Location', 'SchoolDistrict')",PropertyValue,211
212,"('RevenueGrowth', 'ProfitMargin', 'DebtLevel', 'Management')",CreditWorthiness,212
213,"('ProcessingPower', 'Bandwidth', 'Storage', 'EnergyUse')",ComputingEfficiency,213
214,"('BlogArticles', 'SocialEngagement', 'EmailList', 'PaidAds')",WebsiteTraffic,214
215,"('TopicRelevance', 'WritingQuality', 'OutboundLinks', 'DomainAuthority')",PageRank,215
216,"('Supply', 'Demand', 'BarrierstoEntry', 'Regulations')",IndustryProfitability,216
217,"('SmokingRate', 'Diet', 'Exercise', 'Genetics')",LifeExpectancy,217
218,"('Capital', 'Labor', 'Technology', 'ResourceAccess')",ManufacturingOutput,218
219,"('ReservesEstimate', 'ProductionCosts', 'OilPrice', 'RegulatoryRisks')",ProjectViability,219
220,"('Management', 'Culture', 'EmployeeSkills', 'Automation')",ServiceQuality,220
221,"('Design', 'Brand', 'Quality', 'Price')",SalesVolume,221
222,"('ArableLand', 'Mechanization', 'Inputs', 'Weather')",CropYields,222
223,"('ExplorationSpending', 'ResourceEstimates', 'ExtractionCosts', 'OilPrice')",FindingCosts,223
224,"('Age', 'CriminalHistory', 'Education', 'FamilySupport')",RecidivismRisk,224
225,"('MaintenanceCosts', 'FuelCosts', 'CrewCosts', 'TripsperYear')",FishingProfitability,225
226,"('CleaningFrequency', 'FiltrationRate', 'WaterClarity', 'ChemicalBalance')",AquariumHealth,226
227,"('ProblemDifficulty', 'Attempts', 'HintsUsed', 'TimeonTask')",Learning,227
228,"('CommuteTime', 'HomeSize', 'Neighborhood', 'Schools')",ResidentHappiness,228
229,"('RPM', 'Horsepower', 'Weight', 'Traction')",AccelerationRate,229
230,"('Fat', 'Fiber', 'Vitamins', 'TasteProfile')",DietScore,230
231,"('DustLevels', 'AirFlow', 'Humidity', 'Light')",WarehouseStockHealth,231
232,"('ExplorationBudget', 'Geology', 'Infrastructure', 'Partners')",OilDiscoveryLikelihood,232
233,"('Height', 'ArmSpan', 'StrideLength', 'Flexibility')",SprintSpeed,233
234,"('InterestRates', 'Inflation', 'CurrencyStability', 'CreditAccess')",ConstructionStarts,234
235,"('CloudCover', 'DewPoint', 'WindSpeed', 'BarometricPressure')",StormSeverity,235
236,"('MultiplierEffect', 'InfrastructureImpact', 'Leakage', 'CostPerJob')",StimulusEffectiveness,236
237,"('Impressions', 'ClickThroughRate', 'TimeonSite', 'BounceRate')",ConversionRate,237
238,"('ARPU', 'ChurnRate', 'CAC', 'LifetimeValue')",SubscriberProfitability,238
239,"('PrimeRate', 'Unemployment', 'DisposableIncome', 'ConsumerSentiment')",RetailSpending,239
240,"('LiteracyRate', 'SchoolEnrollment', 'TeacherStudentRatio', 'PublicSpending')",EducationQuality,240
241,"('ArableLand', 'Mechanization', 'FertilizerUse', 'Rainfall')",CropYield,241
242,"('ExplorationSpending', 'EstimatedReserves', 'ProductionCosts', 'MarketPrices')",OilDiscoveryValue,242
243,"('FallHeight', 'SurfaceHardness', 'JointFlexibility', 'MuscleTone')",InjuryRisk,243
244,"('EmployeeEngagement', 'TurnoverRate', 'Absenteeism', 'Tenure')",Productivity,244
245,"('CloudCover', 'Humidity', 'LeafWetness', 'Temperature')",DiseasePressure,245
246,"('CostPerImpression', 'ClickThroughRate', 'ConversionRate', 'CustomerLifetimeValue')",ReturnOnAdSpend,246
247,"('UnemploymentRate', 'CapacityUtilization', 'Inventories', 'LeadingIndicators')",RecessionRisk,247
248,"('NumberofBidders', 'DebtCapacity', 'NOIGrowthPotential', 'Location')",AuctionPrice,248
249,"('PlannedMaintenance', 'UnplannedOutages', 'Staffing', 'SafetyIncidents')",PowerPlantReliability,249
250,"('ProteinIntake', 'StrengthTraining', 'RecoveryTime', 'Technique')",MuscleGrowth,250
251,"('Impressions', 'ClickThroughRate', 'LeadQuality', 'CloseRate')",MarketingQualifiedLeads,251
252,"('Funding', 'BurnRate', 'UserGrowth', 'Engagement')",StartupSurvivalOdds,252
253,"('UVIndex', 'TimeOutside', 'SunProtectionUsed', 'SkinPigment')",SunburnRisk,253
254,"('NetworkLatency', 'Throughput', 'Reliability', 'Scalability')",ApplicationPerformance,254
255,"('ExplorationBudget', 'EstimatedReserves', 'ExtractionCosts', 'MarketPrices')",ProjectNetPresentValue,255
256,"('CaseVolume', 'ResidentInvolvement', 'ComplicationRate', 'ReadmissionRate')",SurgeonSkill,256
257,"('RefiningCapacity', 'CrudeProduction', 'DemandGrowth', 'InventoryLevels')",GasolinePrices,257
258,"('ArableLand', 'FarmMechanization', 'IrrigationAccess', 'Rainfall')",CropYields,258
259,"('SulphurContent', 'CarbonEmissions', 'ScrubbingTechnology', 'RegulationsTightening')",ComplianceCosts,259
260,"('ExplorationBudget', 'ReserveEstimates', 'ProductionCosts', 'OilPrices')",NewOilDiscoveryValue,260
261,"('Impressions', 'ClickThroughRate', 'LeadQuality', 'SalesCycleLength')",MarketingROI,261
262,"('InterestRates', 'ConstructionCosts', 'Rents', 'VacancyRate')",CapRate,262
263,"('Precipitation', 'SnowPack', 'ReservoirStorage', 'Releases')",RiverFlows,263
264,"('Grades', 'Extracurriculars', 'TestScores', 'Essays')",CollegeAcceptanceOdds,264
265,"('PrimeRate', 'CapacityUtilization', 'Unemployment', 'LeadingIndicators')",RecessionOdds,265
266,"('LoanToValue', 'DebtServiceCoverage', 'TenantQuality', 'LeaseTerm')",FinancingRate,266
267,"('SeedingRate', 'SoilNutrients', 'Rainfall', 'WeedPressure')",CropYieldPotential,267
268,"('ExplorationSpending', 'GeologicProspectivity', 'AccessToInfrastructure', 'FiscalTerms')",DiscoveryOdds,268
269,"('FatIntake', 'Exercise', 'FamilyHistory', 'Biomarkers')",HeartDiseaseRisk,269
270,"('PressureDrop', 'FlowRate', 'PipeDiameter', 'FluidViscosity')",PumpingPower,270
