input,target,trial_id,task_id
[2850.0],168.0,12,6
[2250.0],158.0,13,6
[1700.0],140.0,14,6
[3050.0],172.0,15,6
[2400.0],159.0,16,6
[1850.0],145.0,17,6
[3100.0],173.0,18,6
[2200.0],157.0,19,6
[3.0],78.0,0,7
[5.0],84.0,1,7
[7.0],89.0,2,7
[2.0],72.0,3,7
[4.0],79.0,4,7
[8.0],92.0,5,7
[6.0],85.0,6,7
[9.0],95.0,7,7
[10.0],98.0,8,7
[1.0],69.0,9,7
[11.0],101.0,10,7
[12.0],103.0,11,7
[9.5],97.0,12,7
[7.5],90.0,13,7
[5.5],82.0,14,7
[13.0],105.0,15,7
[14.0],107.0,16,7
[15.5],109.0,17,7
[16.0],110.0,18,7
[17.5],112.0,19,7
[550.0],800.0,0,8
[1200.0],1850.0,1,8
[875.0],1320.0,2,8
[1630.0],2100.0,3,8
[1320.0],1950.0,4,8
[2100.0],2900.0,5,8
[950.0],1400.0,6,8
[1700.0],2400.0,7,8
[1500.0],2100.0,8,8
[625.0],900.0,9,8
[1850.0],2600.0,10,8
[1300.0],1800.0,11,8
[2400.0],3350.0,12,8
[1100.0],1600.0,13,8
[2000.0],2850.0,14,8
[1450.0],2050.0,15,8
[3000.0],4200.0,16,8
[1700.0],2300.0,17,8
[750.0],1050.0,18,8
[1900.0],2700.0,19,8
[235.0],12.3,0,9
[176.0],10.1,1,9
[298.0],14.7,2,9
[103.0],8.2,3,9
[211.0],11.8,4,9
[189.0],11.3,5,9
[264.0],13.9,6,9
[149.0],9.7,7,9
[221.0],12.1,8,9
[178.0],10.2,9,9
[203.0],11.6,10,9
[131.0],8.9,11,9
[287.0],14.3,12,9
[167.0],10.0,13,9
[243.0],12.8,14,9
[154.0],9.8,15,9
[172.0],10.1,16,9
[218.0],12.0,17,9
[192.0],11.4,18,9
[251.0],13.2,19,9
[67.0],82.0,0,10
[153.0],97.0,1,10
[202.0],112.0,2,10
[230.0],121.0,3,10
[111.0],88.0,4,10
[45.0],68.0,5,10
[289.0],136.0,6,10
[176.0],107.0,7,10
[308.0],141.0,8,10
[126.0],95.0,9,10
[342.0],148.0,10,10
[211.0],116.0,11,10
[98.0],86.0,12,10
[277.0],133.0,13,10
[155.0],99.0,14,10
[324.0],144.0,15,10
[368.0],152.0,16,10
[187.0],110.0,17,10
[412.0],157.0,18,10
[51.0],71.0,19,10
[2.3],5.1,0,11
[3.7],3.2,1,11
[5.1],2.3,2,11
[3.2],6.7,3,11
[7.9],4.1,4,11
[4.7],8.3,5,11
[1.1],7.2,6,11
[8.9],1.4,7,11
[6.3],9.8,8,11
[2.7],3.5,9,11
[4.1],5.6,10,11
[9.2],2.1,11,11
[7.8],6.2,12,11
[3.5],7.9,13,11
[5.6],4.3,14,11
[1.8],2.5,15,11
[6.1],8.7,16,11
[3.9],1.9,17,11
[2.2],4.6,18,11
[8.4],3.8,19,11
[45.0],22.0,0,12
[51.0],20.0,1,12
[38.0],25.0,2,12
[60.0],18.0,3,12
[73.0],15.0,4,12
[55.0],19.0,5,12
[42.0],23.0,6,12
[65.0],17.0,7,12
[53.0],20.0,8,12
[48.0],21.0,9,12
[71.0],16.0,10,12
[57.0],18.0,11,12
[44.0],22.0,12,12
[62.0],17.0,13,12
[59.0],18.0,14,12
[50.0],20.0,15,12
[66.0],17.0,16,12
[58.0],18.0,17,12
[68.0],16.0,18,12
[47.0],21.0,19,12
[76.32],85.41,0,13
[32.1],64.72,1,13
[95.23],97.53,2,13
[68.38],58.26,3,13
[15.96],42.19,4,13
[86.14],88.67,5,13
[71.18],79.23,6,13
[58.45],66.88,7,13
[42.37],53.62,8,13
[90.53],94.16,9,13
[34.72],49.38,10,13
[82.46],86.31,11,13
[24.83],39.66,12,13
[66.25],72.44,13,13
[50.19],61.37,14,13
[78.32],82.75,15,13
[12.46],30.17,16,13
[83.97],88.42,17,13
[29.58],45.87,18,13
[37.69],52.84,19,13
[21.3],52.8,0,14
[36.5],66.4,1,14
[49.1],76.9,2,14
[57.6],83.7,3,14
[73.2],93.4,4,14
[84.9],84.6,5,14
[94.1],92.3,6,14
[103.7],78.9,7,14
[119.5],85.1,8,14
[132.8],91.2,9,14
[148.6],97.4,10,14
[162.3],67.2,11,14
[178.9],76.3,12,14
[194.5],82.1,13,14
[208.6],88.7,14,14
[215.8],68.3,15,14
[231.4],71.9,16,14
[249.7],79.1,17,14
[267.3],86.5,18,14
[283.6],93.8,19,14
[5.2],8.7,0,15
[3.4],6.2,1,15
[7.1],12.3,2,15
[9.8],14.1,3,15
[2.3],4.9,4,15
[6.5],10.8,5,15
[4.7],7.9,6,15
[8.2],13.6,7,15
[1.9],3.7,8,15
[10.5],16.3,9,15
[5.8],9.2,10,15
[3.1],5.4,11,15
[7.4],12.1,12,15
[9.6],15.3,13,15
[2.5],5.0,14,15
[6.7],11.5,15,15
[4.9],8.4,16,15
[8.4],14.2,17,15
[2.1],4.2,18,15
[10.7],17.1,19,15
[0.83],0.62,0,16
[0.31],0.47,1,16
[0.74],0.88,2,16
[0.12],0.29,3,16
[0.56],0.73,4,16
[0.92],0.81,5,16
[0.47],0.59,6,16
[0.68],0.79,7,16
[0.23],0.36,8,16
[0.85],0.71,9,16
[0.16],0.22,10,16
[0.93],0.86,11,16
[0.41],0.53,12,16
[0.75],0.84,13,16
[0.29],0.39,14,16
[0.63],0.77,15,16
[0.52],0.66,16,16
[0.87],0.78,17,16
[0.19],0.28,18,16
[0.44],0.57,19,16
[5.2],18.6,0,17
[3.7],12.1,1,17
[8.3],32.7,2,17
[6.9],23.8,3,17
[4.6],15.3,4,17
[7.1],24.9,5,17
[2.3],7.8,6,17
[5.8],20.2,7,17
[3.2],10.4,8,17
[9.7],38.9,9,17
[8.1],30.7,10,17
[4.9],16.5,11,17
[6.3],22.4,12,17
[5.5],19.3,13,17
[7.8],29.2,14,17
[2.7],8.6,15,17
[4.1],13.2,16,17
[6.6],25.1,17,17
[3.9],12.4,18,17
[8.9],35.3,19,17
[3.2],5.1,0,18
[4.7],8.3,1,18
[5.9],12.4,2,18
[7.1],9.8,3,18
[8.4],15.2,4,18
[10.2],18.9,5,18
[2.8],6.5,6,18
[6.3],10.7,7,18
[9.5],16.3,8,18
[12.7],22.1,9,18
[15.9],27.2,10,18
[19.2],32.5,11,18
[13.6],23.8,12,18
[16.8],29.3,13,18
[1.3],4.2,14,18
[11.5],19.7,15,18
[14.2],24.6,16,18
[17.9],30.9,17,18
[20.4],35.7,18,18
[22.8],39.1,19,18
[3.2],1850.0,0,19
[4.7],2300.0,1,19
[2.1],1200.0,2,19
[5.5],3000.0,3,19
[3.8],2100.0,4,19
[2.9],1600.0,5,19
[4.2],2400.0,6,19
[3.4],1900.0,7,19
[6.1],3400.0,8,19
[1.8],1000.0,9,19
[7.3],4000.0,10,19
[5.8],3200.0,11,19
[4.6],2500.0,12,19
[3.3],1800.0,13,19
[2.5],1400.0,14,19
[6.9],3800.0,15,19
[1.2],800.0,16,19
[5.1],2800.0,17,19
[4.3],2450.0,18,19
[2.7],1500.0,19,19
[23.0],18.0,0,20
[37.0],29.0,1,20
[12.0],10.0,2,20
[46.0],33.0,3,20
[59.0],45.0,4,20
[29.0],21.0,5,20
[33.0],26.0,6,20
[19.0],15.0,7,20
[42.0],31.0,8,20
[56.0],40.0,9,20
[64.0],48.0,10,20
[17.0],14.0,11,20
[51.0],38.0,12,20
[28.0],22.0,13,20
[39.0],30.0,14,20
[16.0],13.0,15,20
[53.0],41.0,16,20
[62.0],47.0,17,20
[43.0],34.0,18,20
[38.0],27.0,19,20
[35000.0],185000.0,0,21
[42000.0],215000.0,1,21
[50000.0],275000.0,2,21
[63000.0],315000.0,3,21
[77000.0],385000.0,4,21
[91000.0],455000.0,5,21
[102000.0],510000.0,6,21
[115000.0],575000.0,7,21
[126000.0],630000.0,8,21
[140000.0],700000.0,9,21
[152000.0],770000.0,10,21
[167000.0],835000.0,11,21
[181000.0],900000.0,12,21
[195000.0],962500.0,13,21
[210000.0],1025000.0,14,21
[225000.0],1087500.0,15,21
[240000.0],1150000.0,16,21
[265000.0],1237500.0,17,21
[290000.0],1325000.0,18,21
[315000.0],1412500.0,19,21
[0.32],0.21,0,22
[0.51],0.37,1,22
[0.73],0.63,2,22
[0.26],0.18,3,22
[0.84],0.71,4,22
[0.94],0.86,5,22
[0.15],0.12,6,22
[0.43],0.29,7,22
[0.67],0.52,8,22
[0.38],0.28,9,22
[0.58],0.44,10,22
[0.81],0.66,11,22
[0.22],0.17,12,22
[0.76],0.61,13,22
[0.88],0.77,14,22
[0.19],0.15,15,22
[0.62],0.48,16,22
[0.45],0.33,17,22
[0.92],0.83,18,22
[0.03],0.02,19,22
[65.0],73.0,0,23
[57.0],62.0,1,23
[38.0],44.0,2,23
[81.0],85.0,3,23
[46.0],54.0,4,23
[71.0],76.0,5,23
[92.0],94.0,6,23
[53.0],58.0,7,23
[42.0],48.0,8,23
[29.0],35.0,9,23
[68.0],72.0,10,23
[24.0],31.0,11,23
[87.0],88.0,12,23
[33.0],39.0,13,23
[79.0],82.0,14,23
[18.0],26.0,15,23
[61.0],66.0,16,23
[51.0],56.0,17,23
[12.0],20.0,18,23
[76.0],78.0,19,23
[10.2],5.1,0,24
[12.4],6.7,1,24
[8.3],3.8,2,24
[13.7],7.9,3,24
[11.6],5.8,4,24
[9.5],4.3,5,24
[14.9],9.2,6,24
[7.2],2.9,7,24
[16.3],11.5,8,24
[15.1],8.6,9,24
[6.8],1.7,10,24
[18.5],13.1,11,24
[5.3],0.8,12,24
[20.7],16.4,13,24
[17.9],12.3,14,24
[4.1],0.3,15,24
[22.5],18.7,16,24
[19.6],14.8,17,24
[3.2],0.1,18,24
[21.3],17.2,19,24
[25.0],350000.0,0,25
[50.0],720000.0,1,25
[31.0],580000.0,2,25
[45.0],680000.0,3,25
[98.0],1030000.0,4,25
[63.0],910000.0,5,25
[100.0],1090000.0,6,25
[120.0],1450000.0,7,25
[55.0],820000.0,8,25
[33.0],610000.0,9,25
[76.0],950000.0,10,25
[140.0],1600000.0,11,25
[115.0],1350000.0,12,25
[85.0],980000.0,13,25
[175.0],1900000.0,14,25
[150.0],1800000.0,15,25
[90.0],1100000.0,16,25
[65.0],900000.0,17,25
[130.0],1550000.0,18,25
[105.0],1200000.0,19,25
[23.0],68.0,0,26
[31.0],70.0,1,26
[18.0],64.0,2,26
[45.0],72.0,3,26
[53.0],69.0,4,26
[28.0],67.0,5,26
[36.0],71.0,6,26
[40.0],73.0,7,26
[26.0],66.0,8,26
[20.0],65.0,9,26
[15.0],63.0,10,26
[49.0],70.0,11,26
[58.0],68.0,12,26
[33.0],69.0,13,26
[41.0],72.0,14,26
[48.0],71.0,15,26
[29.0],68.0,16,26
[55.0],67.0,17,26
[61.0],66.0,18,26
[37.0],70.0,19,26
[23.0],68.0,0,27
[18.0],62.0,1,27
[31.0],75.0,2,27
[42.0],82.0,3,27
[15.0],58.0,4,27
[29.0],73.0,5,27
[35.0],78.0,6,27
[39.0],80.0,7,27
[26.0],70.0,8,27
[20.0],65.0,9,27
[33.0],77.0,10,27
[28.0],72.0,11,27
[16.0],60.0,12,27
[40.0],81.0,13,27
[24.0],69.0,14,27
[11.0],55.0,15,27
[37.0],79.0,16,27
[14.0],57.0,17,27
[19.0],64.0,18,27
[22.0],67.0,19,27
[73.2],2.95,0,28
[67.83],2.73,1,28
[98.62],3.57,2,28
[59.04],2.49,3,28
[82.7],3.01,4,28
[75.29],2.86,5,28
[101.33],3.68,6,28
[88.52],3.23,7,28
[63.77],2.61,8,28
[109.43],3.81,9,28
[70.65],2.79,10,28
[90.38],3.29,11,28
[85.06],3.09,12,28
[71.82],2.82,13,28
[104.21],3.74,14,28
[66.9],2.69,15,28
[100.19],3.65,16,28
[83.44],3.04,17,28
[77.11],2.9,18,28
[58.33],2.46,19,28
[3.2],4.1,0,29
[5.7],6.3,1,29
[2.9],3.8,2,29
[4.6],5.2,3,29
[6.5],7.9,4,29
[3.4],4.3,5,29
[5.1],6.5,6,29
[2.8],3.5,7,29
[7.2],8.4,8,29
[4.3],5.6,9,29
[3.7],4.9,10,29
[6.9],8.1,11,29
[5.6],6.8,12,29
[4.5],5.7,13,29
[3.1],4.2,14,29
[2.3],3.1,15,29
[6.2],7.5,16,29
[4.8],5.9,17,29
[7.6],9.1,18,29
[5.4],6.6,19,29
[3.0],5.2,0,30
[5.0],6.8,1,30
[2.0],4.1,2,30
[4.0],6.3,3,30
[6.0],7.5,4,30
[8.0],8.7,5,30
[7.0],8.2,6,30
[5.0],6.9,7,30
[9.0],9.1,8,30
[3.0],5.4,9,30
[6.0],7.7,10,30
[4.0],6.5,11,30
[8.0],9.0,12,30
[5.0],7.0,13,30
[2.0],4.3,14,30
[7.0],8.3,15,30
[4.0],6.8,16,30
[5.0],7.2,17,30
[9.0],9.3,18,30
[6.0],7.9,19,30
[8.2],110.0,0,31
[5.4],75.0,1,31
[12.3],182.0,2,31
[3.1],30.0,3,31
[11.7],165.0,4,31
[6.9],105.0,5,31
[9.5],140.0,6,31
[7.8],120.0,7,31
[4.2],55.0,8,31
[13.6],210.0,9,31
[2.4],18.0,10,31
[10.1],145.0,11,31
[14.9],230.0,12,31
[1.7],12.0,13,31
[15.8],240.0,14,31
[16.3],260.0,15,31
[17.5],275.0,16,31
[18.9],300.0,17,31
[20.1],320.0,18,31
[19.6],310.0,19,31
[10.0],12.0,0,32
[5.0],8.0,1,32
[20.0],23.0,2,32
[13.0],18.0,3,32
[7.0],10.0,4,32
[30.0],35.0,5,32
[25.0],29.0,6,32
[16.0],20.0,7,32
[3.0],5.0,8,32
[40.0],45.0,9,32
[33.0],38.0,10,32
[27.0],32.0,11,32
[19.0],24.0,12,32
[11.0],15.0,13,32
[2.0],3.0,14,32
[50.0],55.0,15,32
[43.0],48.0,16,32
[37.0],43.0,17,32
[29.0],35.0,18,32
[21.0],27.0,19,32
[23.0],18.0,0,33
[37.0],29.0,1,33
[41.0],33.0,2,33
[52.0],42.0,3,33
[59.0],48.0,4,33
[63.0],51.0,5,33
[71.0],58.0,6,33
[78.0],64.0,7,33
[82.0],67.0,8,33
[86.0],70.0,9,33
[93.0],76.0,10,33
[101.0],82.0,11,33
[107.0],87.0,12,33
[113.0],92.0,13,33
[119.0],97.0,14,33
[124.0],101.0,15,33
[132.0],108.0,16,33
[139.0],114.0,17,33
[146.0],119.0,18,33
[153.0],125.0,19,33
[0.2],0.4,0,34
[0.5],0.7,1,34
[0.8],1.1,2,34
[1.0],1.4,3,34
[1.5],2.0,4,34
[2.1],2.6,5,34
[2.3],2.9,6,34
[3.0],3.7,7,34
[3.5],4.1,8,34
[4.2],4.9,9,34
[4.8],5.4,10,34
[5.0],5.8,11,34
[5.5],6.3,12,34
[6.1],6.9,13,34
[6.8],7.5,14,34
[7.2],8.0,15,34
[7.9],8.7,16,34
[8.5],9.1,17,34
[9.0],9.8,18,34
[9.7],10.3,19,34
[0.21],47.32,0,35
[0.34],38.21,1,35
[0.47],31.08,2,35
[0.53],28.43,3,35
[0.68],23.77,4,35
[0.79],19.45,5,35
[1.01],14.62,6,35
[1.23],11.38,7,35
[1.37],9.84,8,35
[1.52],8.03,9,35
[1.84],5.92,10,35
[2.12],4.81,11,35
[2.47],3.68,12,35
[2.83],2.94,13,35
[3.05],2.53,14,35
[3.37],2.02,15,35
[3.92],1.32,16,35
[4.21],1.09,17,35
[4.68],0.79,18,35
[5.34],0.47,19,35
[0.73],0.62,0,36
[0.47],0.33,1,36
[0.85],0.71,2,36
[0.63],0.54,3,36
[0.38],0.29,4,36
[0.91],0.78,5,36
[0.55],0.44,6,36
[0.29],0.21,7,36
[0.81],0.67,8,36
[0.58],0.48,9,36
[0.42],0.34,10,36
[0.77],0.65,11,36
[0.51],0.41,12,36
[0.35],0.27,13,36
[0.83],0.69,14,36
[0.61],0.5,15,36
[0.39],0.31,16,36
[0.88],0.74,17,36
[0.53],0.43,18,36
[0.32],0.24,19,36
[5.0],800.0,0,37
[12.0],1900.0,1,37
[7.0],1300.0,2,37
[3.0],500.0,3,37
[18.0],2900.0,4,37
[4.0],600.0,5,37
[15.0],2500.0,6,37
[8.0],1500.0,7,37
[1.0],300.0,8,37
[20.0],3200.0,9,37
[6.0],1000.0,10,37
[22.0],3400.0,11,37
[10.0],1800.0,12,37
[14.0],2300.0,13,37
[17.0],2800.0,14,37
[11.0],2000.0,15,37
[9.0],1600.0,16,37
[2.0],400.0,17,37
[13.0],2200.0,18,37
[16.0],2700.0,19,37
[4.2],12000.0,0,38
[5.7],35000.0,1,38
[3.1],5000.0,2,38
[6.3],55000.0,3,38
[5.2],25000.0,4,38
[4.7],16000.0,5,38
[3.8],9000.0,6,38
[6.9],75000.0,7,38
[4.5],14000.0,8,38
[5.3],30000.0,9,38
[6.1],45000.0,10,38
[4.9],20000.0,11,38
[5.5],37000.0,12,38
[3.5],7000.0,13,38
[6.7],65000.0,14,38
[5.1],23000.0,15,38
[4.3],13000.0,16,38
[3.3],6000.0,17,38
[6.5],60000.0,18,38
[5.6],38000.0,19,38
[203.0],12.0,0,39
[157.0],8.0,1,39
[132.0],15.0,2,39
[244.0],7.0,3,39
[176.0],11.0,4,39
[211.0],9.0,5,39
[194.0],14.0,6,39
[185.0],10.0,7,39
[225.0],13.0,8,39
[201.0],16.0,9,39
[178.0],18.0,10,39
[167.0],17.0,11,39
[150.0],20.0,12,39
[233.0],19.0,13,39
[212.0],22.0,14,39
[189.0],21.0,15,39
[165.0],23.0,16,39
[144.0],25.0,17,39
[220.0],24.0,18,39
[206.0],26.0,19,39
[3200.0],450.0,0,40
[2100.0],580.0,1,40
[900.0],720.0,2,40
[5000.0],300.0,3,40
[4100.0],350.0,4,40
[6300.0],250.0,5,40
[1500.0],680.0,6,40
[800.0],750.0,7,40
[100.0],800.0,8,40
[7000.0],200.0,9,40
[2000.0],600.0,10,40
[1200.0],700.0,11,40
[300.0],790.0,12,40
[1000.0],730.0,13,40
[4000.0],380.0,14,40
[1300.0],690.0,15,40
[600.0],770.0,16,40
[2900.0],510.0,17,40
[1800.0],640.0,18,40
[5000.0],320.0,19,40
[65.0],12.0,0,41
[71.0],14.0,1,41
[62.0],11.0,2,41
[68.0],13.0,3,41
[63.0],10.0,4,41
[69.0],12.0,5,41
[61.0],12.0,6,41
[64.0],13.0,7,41
[58.0],9.0,8,41
[56.0],8.0,9,41
[70.0],14.0,10,41
[66.0],11.0,11,41
[67.0],15.0,12,41
[59.0],10.0,13,41
[72.0],16.0,14,41
[57.0],7.0,15,41
[60.0],11.0,16,41
[55.0],6.0,17,41
[73.0],17.0,18,41
[62.0],10.0,19,41
[9.5],23.2,0,42
[7.8],18.6,1,42
[6.2],15.4,2,42
[10.1],25.7,3,42
[8.9],22.3,4,42
[5.6],13.2,5,42
[3.2],7.9,6,42
[4.7],11.8,7,42
[11.3],27.4,8,42
[2.1],4.9,9,42
[12.8],30.5,10,42
[15.3],36.2,11,42
[13.6],32.1,12,42
[1.4],3.2,13,42
[16.7],39.3,14,42
[14.5],34.1,15,42
[17.9],41.6,16,42
[20.2],47.3,17,42
[18.4],43.2,18,42
[7.3],17.1,19,42
[85.0],42.0,0,43
[120.0],58.0,1,43
[97.0],50.0,2,43
[104.0],53.0,3,43
[110.0],56.0,4,43
[130.0],63.0,5,43
[140.0],68.0,6,43
[150.0],72.0,7,43
[113.0],57.0,8,43
[106.0],54.0,9,43
[125.0],61.0,10,43
[109.0],55.0,11,43
[102.0],52.0,12,43
[116.0],59.0,13,43
[100.0],51.0,14,43
[135.0],66.0,15,43
[145.0],70.0,16,43
[155.0],74.0,17,43
[115.0],58.0,18,43
[103.0],52.0,19,43
[23.0],0.21,0,44
[18.0],0.15,1,44
[30.0],0.32,2,44
[25.0],0.26,3,44
[20.0],0.18,4,44
[33.0],0.38,5,44
[29.0],0.34,6,44
[21.0],0.19,7,44
[27.0],0.28,8,44
[31.0],0.35,9,44
[26.0],0.25,10,44
[22.0],0.2,11,44
[28.0],0.3,12,44
[19.0],0.16,13,44
[24.0],0.23,14,44
[17.0],0.14,15,44
[32.0],0.36,16,44
[34.0],0.39,17,44
[16.0],0.13,18,44
[35.0],0.4,19,44
[29.0],0.86,0,45
[32.0],0.82,1,45
[40.0],0.79,2,45
[38.0],0.77,3,45
[45.0],0.75,4,45
[41.0],0.74,5,45
[50.0],0.71,6,45
[47.0],0.69,7,45
[54.0],0.67,8,45
[36.0],0.84,9,45
[51.0],0.66,10,45
[48.0],0.68,11,45
[60.0],0.63,12,45
[43.0],0.72,13,45
[35.0],0.85,14,45
[55.0],0.65,15,45
[59.0],0.62,16,45
[64.0],0.6,17,45
[57.0],0.64,18,45
[61.0],0.61,19,45
[21.0],5.0,0,46
[18.0],7.0,1,46
[32.0],12.0,2,46
[27.0],10.0,3,46
[23.0],8.0,4,46
[19.0],6.0,5,46
[30.0],11.0,6,46
[26.0],9.0,7,46
[15.0],5.0,8,46
[29.0],11.0,9,46
[34.0],13.0,10,46
[20.0],7.0,11,46
[25.0],9.0,12,46
[17.0],6.0,13,46
[31.0],12.0,14,46
[22.0],8.0,15,46
[16.0],6.0,16,46
[24.0],9.0,17,46
[28.0],10.0,18,46
[33.0],12.0,19,46
[18.0],0.0,0,47
[21.0],0.0,1,47
[33.0],0.0,2,47
[26.0],0.0,3,47
[38.0],0.0,4,47
[31.0],0.0,5,47
[29.0],0.0,6,47
[23.0],0.0,7,47
[41.0],0.0,8,47
[36.0],0.0,9,47
[27.0],0.0,10,47
[24.0],0.0,11,47
[19.0],0.0,12,47
[42.0],0.0,13,47
[39.0],0.0,14,47
[34.0],0.0,15,47
[28.0],0.0,16,47
[22.0],0.0,17,47
[37.0],0.0,18,47
[32.0],0.0,19,47
[2.3],105.0,0,48
[4.1],150.0,1,48
[5.5],180.0,2,48
[6.9],210.0,3,48
[7.2],225.0,4,48
[8.5],260.0,5,48
[9.1],270.0,6,48
[10.3],295.0,7,48
[11.7],330.0,8,48
[12.4],345.0,9,48
[13.9],375.0,10,48
[15.1],395.0,11,48
[16.5],425.0,12,48
[17.8],445.0,13,48
[19.2],475.0,14,48
[20.6],500.0,15,48
[21.3],510.0,16,48
[23.5],550.0,17,48
[24.9],575.0,18,48
[26.3],600.0,19,48
[23.0],0.41,0,49
[18.0],0.32,1,49
[31.0],0.63,2,49
[14.0],0.24,3,49
[39.0],0.71,4,49
[16.0],0.29,5,49
[21.0],0.38,6,49
[28.0],0.53,7,49
[12.0],0.22,8,49
[42.0],0.75,9,49
[19.0],0.35,10,49
[26.0],0.48,11,49
[33.0],0.58,12,49
[11.0],0.21,13,49
[36.0],0.66,14,49
[17.0],0.31,15,49
[29.0],0.55,16,49
[41.0],0.73,17,49
[34.0],0.61,18,49
[27.0],0.5,19,49
[2300.0],18.0,0,50
[3000.0],15.0,1,50
[2650.0],17.0,2,50
[2100.0],20.0,3,50
[3700.0],12.0,4,50
[2900.0],16.0,5,50
[2500.0],18.0,6,50
[3300.0],14.0,7,50
[2400.0],19.0,8,50
[3100.0],15.0,9,50
[2850.0],16.0,10,50
[2200.0],19.0,11,50
[3450.0],13.0,12,50
[2700.0],17.0,13,50
[2350.0],18.0,14,50
[3600.0],13.0,15,50
[2500.0],18.0,16,50
[3250.0],14.0,17,50
[2950.0],15.0,18,50
[3800.0],12.0,19,50
[3.2],18.0,0,51
[5.7],32.0,1,51
[8.9],58.0,2,51
[6.5],39.0,3,51
[10.3],72.0,4,51
[7.8],51.0,5,51
[4.6],26.0,6,51
[9.2],61.0,7,51
[2.1],12.0,8,51
[11.7],86.0,9,51
[5.0],29.0,10,51
[3.4],20.0,11,51
[8.3],55.0,12,51
[6.9],43.0,13,51
[12.5],92.0,14,51
[4.8],28.0,15,51
[7.1],45.0,16,51
[9.8],66.0,17,51
[2.9],17.0,18,51
[10.1],71.0,19,51
[5.2],47.3,0,52
[9.7],78.1,1,52
[7.3],62.8,2,52
[10.1],84.2,3,52
[8.6],73.7,4,52
[11.4],90.1,5,52
[6.8],58.9,6,52
[12.3],96.7,7,52
[4.9],44.1,8,52
[13.1],102.3,9,52
[3.2],32.4,10,52
[14.7],109.8,11,52
