run,task,trial,task_feature,choice,correct_choice,category,all_features,stimulus_id,feature1,feature2,feature3,feature4,feature5,feature6,prototype_feature1,prototype_feature2,prototype_feature3,prototype_feature4,prototype_feature5,prototype_feature6
0,0,74,nonlinear,0,0,1,[1. 1. 1. 1. 0. 1.],6,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0
0,0,75,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,76,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,77,nonlinear,1,1,2,[1. 1. 1. 1. 1. 1.],7,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,78,nonlinear,0,0,1,[0. 0. 0. 0. 0. 0.],0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,79,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,80,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,81,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,82,nonlinear,0,0,1,[0. 0. 0. 0. 0. 1.],5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
0,0,83,nonlinear,1,1,2,[1. 1. 1. 1. 1. 0.],12,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1
0,0,84,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,85,nonlinear,1,1,2,[1. 1. 1. 1. 1. 1.],7,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,86,nonlinear,0,0,1,[1. 1. 1. 1. 0. 1.],6,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0
0,0,87,nonlinear,0,0,1,[0. 0. 0. 0. 1. 0.],4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
0,0,88,nonlinear,1,1,2,[1. 1. 1. 1. 1. 1.],7,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,89,nonlinear,0,0,1,[0. 0. 0. 0. 1. 0.],4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
0,0,90,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,91,nonlinear,0,0,1,[0. 0. 0. 0. 0. 0.],0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,92,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,93,nonlinear,0,0,1,[0. 0. 1. 0. 0. 0.],3,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,94,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,95,nonlinear,1,1,2,[1. 0. 1. 1. 1. 1.],9,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,96,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,97,nonlinear,1,1,2,[1. 1. 0. 1. 1. 1.],10,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,98,nonlinear,0,0,1,[0. 0. 0. 0. 1. 0.],4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
0,0,99,nonlinear,0,0,1,[0. 1. 0. 0. 0. 0.],2,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,100,nonlinear,1,1,2,[1. 1. 1. 0. 1. 1.],11,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1
0,0,101,nonlinear,1,1,2,[1. 1. 1. 0. 1. 1.],11,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1
0,0,102,nonlinear,1,1,2,[1. 1. 1. 1. 1. 0.],12,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1
0,0,103,nonlinear,1,1,2,[1. 1. 1. 0. 1. 1.],11,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1
0,0,104,nonlinear,0,0,1,[0. 1. 0. 0. 0. 0.],2,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,105,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,106,nonlinear,1,1,2,[1. 1. 0. 1. 1. 1.],10,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,107,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,108,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,109,nonlinear,0,0,1,[1. 1. 1. 1. 0. 1.],6,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0
0,0,110,nonlinear,1,1,2,[1. 0. 1. 1. 1. 1.],9,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,111,nonlinear,0,0,1,[0. 1. 0. 0. 0. 0.],2,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,112,nonlinear,1,1,2,[1. 0. 1. 1. 1. 1.],9,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,113,nonlinear,1,1,2,[1. 1. 1. 1. 1. 1.],7,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,114,nonlinear,0,0,1,[0. 0. 0. 0. 1. 0.],4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
0,0,115,nonlinear,0,0,1,[0. 1. 0. 0. 0. 0.],2,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,116,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,117,nonlinear,0,0,1,[0. 1. 0. 0. 0. 0.],2,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,118,nonlinear,1,1,2,[1. 1. 0. 1. 1. 1.],10,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,119,nonlinear,0,0,1,[1. 1. 1. 1. 0. 1.],6,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0
0,0,120,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,121,nonlinear,0,0,1,[0. 0. 0. 0. 0. 1.],5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
0,0,122,nonlinear,1,1,2,[1. 0. 1. 1. 1. 1.],9,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,123,nonlinear,0,0,1,[0. 0. 1. 0. 0. 0.],3,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,124,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,125,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,126,nonlinear,0,0,1,[0. 0. 1. 0. 0. 0.],3,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,127,nonlinear,1,1,2,[1. 1. 1. 1. 1. 0.],12,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1
0,0,128,nonlinear,0,0,1,[0. 0. 0. 0. 0. 1.],5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
0,0,129,nonlinear,1,1,2,[1. 1. 1. 0. 1. 1.],11,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1
0,0,130,nonlinear,1,1,2,[1. 1. 1. 1. 1. 0.],12,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1
0,0,131,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,132,nonlinear,0,0,1,[0. 0. 0. 0. 0. 1.],5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
0,0,133,nonlinear,0,0,1,[0. 1. 0. 0. 0. 0.],2,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,134,nonlinear,0,0,1,[0. 0. 0. 0. 0. 0.],0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,135,nonlinear,0,0,1,[0. 0. 0. 0. 0. 1.],5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
0,0,136,nonlinear,1,1,2,[1. 1. 0. 1. 1. 1.],10,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,137,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,138,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,139,nonlinear,1,1,2,[1. 1. 1. 0. 1. 1.],11,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1
0,0,140,nonlinear,1,1,2,[1. 1. 0. 1. 1. 1.],10,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,141,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,142,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,143,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,144,nonlinear,1,1,2,[1. 0. 1. 1. 1. 1.],9,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,145,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,146,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,147,nonlinear,0,0,1,[0. 0. 0. 0. 1. 0.],4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
0,0,148,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,149,nonlinear,0,0,1,[0. 0. 0. 0. 1. 0.],4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
0,0,150,nonlinear,0,0,1,[1. 1. 1. 1. 0. 1.],6,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0
0,0,151,nonlinear,1,1,2,[1. 0. 1. 1. 1. 1.],9,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,152,nonlinear,1,1,2,[1. 1. 0. 1. 1. 1.],10,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,153,nonlinear,0,0,1,[0. 0. 1. 0. 0. 0.],3,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,154,nonlinear,1,1,2,[1. 1. 1. 1. 1. 1.],7,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,155,nonlinear,1,1,2,[1. 0. 1. 1. 1. 1.],9,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,156,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,157,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,158,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,159,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,160,nonlinear,0,0,1,[0. 0. 0. 0. 0. 0.],0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,161,nonlinear,0,0,1,[0. 0. 0. 0. 0. 0.],0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,162,nonlinear,1,1,2,[1. 1. 1. 1. 1. 0.],12,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1
0,0,163,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,164,nonlinear,0,0,1,[0. 0. 0. 0. 0. 1.],5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
0,0,165,nonlinear,1,1,2,[1. 1. 1. 1. 1. 0.],12,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1
0,0,166,nonlinear,1,1,2,[1. 1. 0. 1. 1. 1.],10,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,167,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,168,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,169,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,170,nonlinear,0,0,1,[1. 1. 1. 1. 0. 1.],6,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0
0,0,171,nonlinear,0,0,1,[0. 0. 0. 0. 1. 0.],4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
0,0,172,nonlinear,1,1,2,[1. 1. 1. 1. 1. 0.],12,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1
0,0,173,nonlinear,0,0,1,[1. 1. 1. 1. 0. 1.],6,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0
0,0,174,nonlinear,0,0,1,[0. 0. 0. 0. 0. 1.],5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
0,0,175,nonlinear,1,1,2,[1. 1. 1. 0. 1. 1.],11,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1
0,0,176,nonlinear,0,0,1,[0. 0. 1. 0. 0. 0.],3,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,177,nonlinear,1,1,2,[1. 0. 1. 1. 1. 1.],9,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,178,nonlinear,1,1,2,[0. 0. 0. 1. 0. 0.],13,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,1
0,0,179,nonlinear,0,0,1,[0. 1. 0. 0. 0. 0.],2,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,180,nonlinear,1,1,2,[0. 1. 1. 1. 1. 1.],8,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1
0,0,181,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0,0,182,nonlinear,0,0,1,[1. 0. 0. 0. 0. 0.],1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
