,participant,task,trial,choice,reward,x0,x1,target,time,tier
64,0,6,4,0,1.0,-2.43,-1.6,0,913181.0,0.0
65,0,6,5,0,1.0,0.81,-1.26,0,919124.0,0.0
66,0,6,6,0,1.0,-1.46,-1.98,0,923711.0,0.0
67,0,6,7,0,1.0,-0.71,-0.5,0,927388.0,0.0
68,0,6,8,0,1.0,-3.55,-2.56,0,931949.0,0.0
69,0,6,9,1,1.0,3.05,2.03,1,938374.0,0.0
70,0,7,0,1,-1.0,1.61,0.32,0,964177.0,0.0
71,0,7,1,0,1.0,1.38,0.31,0,968934.0,0.0
72,0,7,2,1,1.0,-0.09,0.07,1,984902.0,0.0
73,0,7,3,1,1.0,-3.05,1.35,1,990022.0,0.0
74,0,7,4,1,1.0,-0.4,0.32,1,995422.0,0.0
75,0,7,5,0,1.0,0.49,0.18,0,1000478.0,0.0
76,0,7,6,0,1.0,1.9,-0.59,0,1004799.0,0.0
77,0,7,7,1,1.0,-1.31,0.58,1,1009410.0,0.0
78,0,7,8,0,1.0,1.66,-0.78,0,1013699.0,0.0
79,0,7,9,1,1.0,-2.56,-3.29,1,1018751.0,0.0
80,0,8,0,1,-1.0,2.02,3.36,0,1031658.0,0.0
81,0,8,1,0,1.0,2.21,0.46,0,1035047.0,0.0
82,0,8,2,0,1.0,1.21,-0.53,0,1039098.0,0.0
83,0,8,3,1,-1.0,0.48,-1.14,0,1045849.0,0.0
84,0,8,4,0,1.0,0.93,-2.85,0,1053677.0,0.0
85,0,8,5,1,1.0,-1.82,0.09,1,1063264.0,0.0
86,0,8,6,1,-1.0,0.33,0.54,0,1071055.0,0.0
87,0,8,7,0,-1.0,-0.39,-0.27,1,1075488.0,0.0
88,0,8,8,0,-1.0,-0.33,-0.91,1,1083728.0,0.0
89,0,8,9,1,1.0,-3.12,-1.08,1,1087894.0,0.0
90,0,9,0,1,-1.0,0.26,-1.11,0,1112281.0,0.0
91,0,9,1,0,-1.0,1.54,2.06,1,1117772.0,0.0
92,0,9,2,0,-1.0,0.08,1.65,1,1130299.0,0.0
93,0,9,3,1,1.0,0.14,1.37,1,1133841.0,0.0
94,0,9,4,1,1.0,-0.34,0.72,1,1137763.0,0.0
95,0,9,5,0,-1.0,0.19,-0.11,1,1141963.0,0.0
96,0,9,6,1,1.0,1.33,0.17,1,1146222.0,0.0
97,0,9,7,0,1.0,-0.91,-2.08,0,1150275.0,0.0
98,0,9,8,1,1.0,3.11,0.09,1,1155273.0,0.0
99,0,9,9,0,1.0,-1.51,-1.11,0,1159707.0,0.0
100,0,10,0,0,1.0,0.19,1.79,0,1176507.0,0.0
101,0,10,1,1,-1.0,0.36,-0.33,0,1182594.0,0.0
102,0,10,2,0,-1.0,-1.76,0.32,1,1193347.0,0.0
103,0,10,3,1,1.0,-1.37,-1.79,1,1199815.0,0.0
104,0,10,4,1,-1.0,1.08,-1.49,0,1206332.0,0.0
105,0,10,5,0,-1.0,-0.41,0.42,1,1211678.0,0.0
106,0,10,6,1,1.0,-2.66,-0.84,1,1215769.0,0.0
107,0,10,7,0,1.0,0.75,0.06,0,1224788.0,0.0
108,0,10,8,1,1.0,-0.66,-0.65,1,1228977.0,0.0
109,0,10,9,0,1.0,0.71,0.13,0,1234124.0,0.0
110,0,11,0,0,1.0,1.82,-0.97,0,1260327.0,0.0
111,0,11,1,1,1.0,-1.93,0.15,1,1265185.0,0.0
112,0,11,2,1,1.0,0.26,0.69,1,1269197.0,0.0
113,0,11,3,1,-1.0,2.63,0.05,0,1273851.0,0.0
114,0,11,4,0,1.0,0.91,-1.88,0,1277338.0,0.0
115,0,11,5,0,1.0,-1.17,-0.81,0,1281344.0,0.0
116,0,11,6,0,1.0,-1.43,-1.7,0,1284916.0,0.0
117,0,11,7,0,1.0,-1.78,-1.01,0,1289667.0,0.0
118,0,11,8,0,-1.0,-1.02,-0.24,1,1294459.0,0.0
119,0,11,9,1,-1.0,0.94,0.23,0,1299250.0,0.0
120,0,12,0,0,1.0,1.75,0.51,0,1322474.0,0.0
121,0,12,1,0,1.0,1.65,-0.29,0,1327956.0,0.0
122,0,12,2,0,-1.0,-0.9,1.59,1,1337126.0,0.0
123,0,12,3,0,1.0,2.02,0.6,0,1340963.0,0.0
124,0,12,4,1,1.0,-0.2,-1.35,1,1345109.0,0.0
125,0,12,5,0,1.0,2.72,-1.88,0,1355726.0,0.0
126,0,12,6,0,1.0,1.18,0.72,0,1360445.0,0.0
127,0,12,7,0,1.0,0.01,1.42,0,1366646.0,0.0
128,0,12,8,0,1.0,0.24,3.15,0,1370868.0,0.0
129,0,12,9,1,1.0,-1.24,-0.4,1,1376052.0,0.0
130,0,13,0,0,1.0,-1.14,0.59,0,1397798.0,0.0
131,0,13,1,0,-1.0,0.75,-2.07,1,1402783.0,0.0
132,0,13,2,1,-1.0,0.2,1.57,0,1410790.0,0.0
133,0,13,3,1,-1.0,2.93,-1.45,0,1416391.0,0.0
134,0,13,4,0,-1.0,-1.26,0.52,1,1421640.0,0.0
135,0,13,5,1,1.0,-0.97,-1.4,1,1426134.0,0.0
136,0,13,6,1,1.0,-1.34,0.83,1,1430586.0,0.0
137,0,13,7,0,1.0,1.97,-0.05,0,1434945.0,0.0
138,0,13,8,0,1.0,1.62,1.02,0,1438103.0,0.0
139,0,13,9,0,1.0,0.27,0.15,0,1443056.0,0.0
140,0,14,0,1,1.0,-1.01,-0.75,1,1476721.0,0.0
141,0,14,1,1,-1.0,2.61,-2.55,0,1488515.0,0.0
142,0,14,2,1,1.0,-2.33,1.42,1,1494981.0,0.0
143,0,14,3,1,1.0,-0.41,-1.43,1,1498980.0,0.0
144,0,14,4,0,1.0,0.47,-0.23,0,1505537.0,0.0
145,0,14,5,1,1.0,-1.16,0.25,1,1508741.0,0.0
146,0,14,6,1,1.0,-1.18,0.89,1,1511883.0,0.0
147,0,14,7,1,1.0,-1.14,0.51,1,1516617.0,0.0
148,0,14,8,0,-1.0,0.32,-0.93,1,1520308.0,0.0
149,0,14,9,0,1.0,3.02,-1.59,0,1523850.0,0.0
150,0,15,0,0,-1.0,-0.05,0.23,1,1541794.0,0.0
151,0,15,1,0,-1.0,2.47,-0.08,1,1549911.0,0.0
152,0,15,2,0,-1.0,1.36,0.83,1,1557089.0,0.0
153,0,15,3,1,1.0,4.12,-0.95,1,1560834.0,0.0
154,0,15,4,1,1.0,1.2,0.49,1,1566586.0,0.0
155,0,15,5,0,1.0,-0.74,-0.18,0,1570596.0,0.0
156,0,15,6,0,-1.0,-0.48,1.9,1,1579091.0,0.0
157,0,15,7,1,-1.0,2.92,-1.36,0,1582551.0,0.0
158,0,15,8,0,1.0,-2.16,-0.16,0,1587014.0,0.0
159,0,15,9,1,-1.0,2.25,-1.3,0,1591778.0,0.0
160,0,16,0,1,-1.0,-1.1,0.07,0,1608414.0,0.0
161,0,16,1,1,1.0,1.34,0.88,1,1615504.0,0.0
162,0,16,2,1,1.0,0.19,0.16,1,1619786.0,0.0
163,0,16,3,0,1.0,-1.64,-2.52,0,1624799.0,0.0
164,0,16,4,0,1.0,-1.54,0.3,0,1628497.0,0.0
165,0,16,5,0,1.0,-0.15,-0.8,0,1632136.0,0.0
166,0,16,6,0,1.0,-0.07,-0.58,0,1636498.0,0.0
167,0,16,7,1,1.0,1.6,1.33,1,1640074.0,0.0
168,0,16,8,1,1.0,0.89,-0.66,1,1645517.0,0.0
169,0,16,9,0,1.0,-0.35,-0.14,0,1649897.0,0.0
170,0,17,0,0,1.0,1.26,-1.48,0,1666436.0,0.0
171,0,17,1,1,-1.0,-1.16,-2.48,0,1670990.0,0.0
172,0,17,2,0,-1.0,-0.08,0.94,1,1675346.0,0.0
173,0,17,3,1,-1.0,-2.02,0.62,0,1678668.0,0.0
174,0,17,4,0,-1.0,1.48,1.06,1,1682805.0,0.0
175,0,17,5,1,1.0,0.4,0.28,1,1689916.0,0.0
176,0,17,6,1,1.0,-0.39,1.99,1,1693937.0,0.0
177,0,17,7,0,1.0,-0.39,-2.38,0,1697121.0,0.0
178,0,17,8,1,1.0,2.06,1.5,1,1700295.0,0.0
179,0,17,9,1,1.0,1.7,1.33,1,1703443.0,0.0
180,0,18,0,0,1.0,-3.25,2.35,0,1719236.0,0.0
181,0,18,1,0,-1.0,0.25,-1.28,1,1722822.0,0.0
182,0,18,2,1,-1.0,-2.46,2.77,0,1728587.0,0.0
183,0,18,3,0,-1.0,-0.06,-0.92,1,1733337.0,0.0
184,0,18,4,1,1.0,0.98,-0.93,1,1738580.0,0.0
185,0,18,5,0,1.0,-0.56,0.69,0,1742552.0,0.0
186,0,18,6,1,1.0,2.66,-0.06,1,1745554.0,0.0
187,0,18,7,0,1.0,-1.27,1.53,0,1749031.0,0.0
188,0,18,8,0,-1.0,-0.01,-0.83,1,1754419.0,0.0
189,0,18,9,0,1.0,-1.19,1.02,0,1759524.0,0.0
190,0,19,0,1,-1.0,1.21,0.36,0,1776584.0,0.0
191,0,19,1,1,1.0,-1.98,-0.21,1,1780250.0,0.0
192,0,19,2,1,-1.0,1.31,-0.57,0,1786386.0,0.0
193,0,19,3,1,-1.0,0.2,-0.18,0,1791688.0,0.0
194,0,19,4,0,-1.0,-1.09,-1.6,1,1795988.0,0.0
195,0,19,5,0,1.0,0.4,-0.41,0,1800405.0,0.0
196,0,19,6,0,1.0,0.44,0.09,0,1805025.0,0.0
197,0,19,7,1,1.0,-1.31,-1.83,1,1808677.0,0.0
198,0,19,8,1,1.0,-0.93,-1.24,1,1812130.0,0.0
199,0,19,9,0,-1.0,0.38,1.43,1,1816666.0,0.0
200,0,20,0,0,1.0,-2.21,2.69,0,1837494.0,0.0
201,0,20,1,1,1.0,1.3,-2.0,1,1842523.0,0.0
202,0,20,2,1,1.0,2.97,-2.34,1,1849019.0,0.0
203,0,20,3,0,1.0,1.16,-1.04,0,1853877.0,0.0
204,0,20,4,0,1.0,-1.9,1.63,0,1860288.0,0.0
205,0,20,5,0,1.0,-0.66,0.41,0,1866179.0,0.0
206,0,20,6,0,1.0,0.34,0.5,0,1872706.0,0.0
207,0,20,7,1,-1.0,-3.91,3.49,0,1878965.0,0.0
208,0,20,8,1,1.0,2.03,-2.23,1,1884551.0,0.0
209,0,20,9,1,1.0,-0.74,0.41,1,1889543.0,0.0
210,0,21,0,0,1.0,-2.03,0.92,0,1906769.0,0.0
211,0,21,1,0,1.0,-1.11,1.54,0,1911432.0,0.0
212,0,21,2,1,1.0,1.01,0.38,1,1915913.0,0.0
213,0,21,3,1,-1.0,1.94,0.83,0,1919793.0,0.0
214,0,21,4,1,-1.0,-0.08,2.16,0,1924163.0,0.0
215,0,21,5,0,-1.0,-2.79,-1.17,1,1927262.0,0.0
216,0,21,6,1,1.0,0.66,-1.61,1,1931778.0,0.0
217,0,21,7,1,1.0,-0.21,-0.28,1,1937885.0,0.0
218,0,21,8,0,1.0,-1.79,1.2,0,1943038.0,0.0
219,0,21,9,1,1.0,-1.15,-0.91,1,1947101.0,0.0
220,0,22,0,1,1.0,-1.92,-0.64,1,1960967.0,0.0
221,0,22,1,1,1.0,-0.3,-2.2,1,1966145.0,0.0
222,0,22,2,1,1.0,-1.5,-1.06,1,1970171.0,0.0
223,0,22,3,0,1.0,1.01,0.07,0,1975331.0,0.0
224,0,22,4,1,1.0,-2.04,1.0,1,1982272.0,0.0
225,0,22,5,1,-1.0,-0.53,0.53,0,1987573.0,0.0
226,0,22,6,1,1.0,0.09,-2.64,1,1992743.0,0.0
227,0,22,7,1,1.0,-1.72,-1.24,1,2001478.0,0.0
228,0,22,8,0,1.0,0.98,0.37,0,2006705.0,0.0
229,0,22,9,0,1.0,0.64,1.67,0,2011773.0,0.0
230,0,23,0,1,-1.0,-1.16,-0.46,0,2025213.0,0.0
231,0,23,1,0,1.0,-1.35,-2.22,0,2029060.0,0.0
232,0,23,2,0,1.0,-0.77,-2.64,0,2033055.0,0.0
233,0,23,3,1,1.0,0.4,0.79,1,2036787.0,0.0
234,0,23,4,0,1.0,-3.19,-4.62,0,2040071.0,0.0
235,0,23,5,1,1.0,1.18,-0.51,1,2043210.0,0.0
236,0,23,6,0,1.0,-0.44,0.18,0,2046884.0,0.0
237,0,23,7,0,-1.0,-0.05,-0.51,1,2050645.0,0.0
238,0,23,8,1,1.0,0.23,0.76,1,2054238.0,0.0
239,0,23,9,1,1.0,0.02,-0.19,1,2060243.0,0.0
240,0,24,0,1,1.0,-0.24,1.1,1,2081070.0,0.0
241,0,24,1,0,-1.0,-0.8,-1.12,1,2088000.0,0.0
242,0,24,2,0,-1.0,-1.22,0.47,1,2093437.0,0.0
243,0,24,3,1,1.0,-0.25,-0.74,1,2097363.0,0.0
244,0,24,4,1,1.0,-1.61,-0.39,1,2101892.0,0.0
245,0,24,5,1,1.0,-1.72,-0.03,1,2105356.0,0.0
246,0,24,6,1,1.0,-2.06,-1.09,1,2109604.0,0.0
247,0,24,7,0,1.0,0.24,-0.48,0,2114382.0,0.0
248,0,24,8,1,1.0,-0.7,-1.43,1,2117893.0,0.0
249,0,24,9,1,-1.0,-0.7,0.39,0,2122907.0,0.0
250,0,25,0,0,1.0,0.05,-1.56,0,2140692.0,0.0
251,0,25,1,0,1.0,-2.46,-2.12,0,2144406.0,0.0
252,0,25,2,0,1.0,-1.61,0.26,0,2150044.0,0.0
253,0,25,3,1,1.0,0.98,0.43,1,2154302.0,0.0
254,0,25,4,0,1.0,-1.12,-1.27,0,2158376.0,0.0
255,0,25,5,0,1.0,-0.26,-1.26,0,2162229.0,0.0
256,0,25,6,0,1.0,-1.56,-2.0,0,2166747.0,0.0
257,0,25,7,1,1.0,0.01,0.31,1,2171576.0,0.0
258,0,25,8,1,1.0,0.84,1.53,1,2175288.0,0.0
259,0,25,9,1,1.0,2.66,0.41,1,2180942.0,0.0
260,0,26,0,1,1.0,-1.66,0.33,1,2198379.0,0.0
261,0,26,1,1,-1.0,-0.28,-1.33,0,2205510.0,0.0
262,0,26,2,1,1.0,-0.91,1.04,1,2211154.0,0.0
263,0,26,3,1,-1.0,-1.69,-1.58,0,2218694.0,0.0
264,0,26,4,0,-1.0,-1.73,1.11,1,2225296.0,0.0
265,0,26,5,1,-1.0,-2.8,-0.89,0,2231349.0,0.0
266,0,26,6,0,1.0,1.28,-0.42,0,2234943.0,0.0
267,0,26,7,1,1.0,1.03,2.35,1,2238155.0,0.0
268,0,26,8,0,1.0,-0.1,-0.12,0,2241403.0,0.0
269,0,26,9,0,1.0,1.28,-1.55,0,2246087.0,0.0
270,0,27,0,0,-1.0,-0.99,-1.97,1,2258913.0,0.0
271,0,27,1,0,1.0,0.85,2.06,0,2263685.0,0.0
272,0,27,2,1,1.0,-2.78,-0.81,1,2268038.0,0.0
273,0,27,3,0,1.0,1.84,-0.44,0,2272445.0,0.0
274,0,27,4,1,-1.0,-0.68,0.49,0,2277168.0,0.0
275,0,27,5,1,1.0,0.57,-2.52,1,2284186.0,0.0
276,0,27,6,1,1.0,-0.53,-2.01,1,2288709.0,0.0
277,0,27,7,0,1.0,0.33,0.6,0,2294569.0,0.0
278,0,27,8,1,1.0,-0.1,-0.91,1,2299296.0,0.0
279,0,27,9,1,1.0,-1.82,-2.76,1,2303090.0,0.0
280,0,28,0,0,1.0,-2.58,1.8,0,2317475.0,0.0
281,0,28,1,0,-1.0,-0.2,-0.64,1,2322508.0,0.0
282,0,28,2,1,1.0,1.72,2.07,1,2326665.0,0.0
283,0,28,3,1,-1.0,0.85,1.43,0,2329749.0,0.0
284,0,28,4,1,-1.0,0.64,1.15,0,2334418.0,0.0
285,0,28,5,1,1.0,-2.13,-3.67,1,2338733.0,0.0
286,0,28,6,1,1.0,0.7,-1.12,1,2343019.0,0.0
287,0,28,7,1,-1.0,0.05,1.48,0,2350228.0,0.0
288,0,28,8,0,-1.0,0.45,0.06,1,2354709.0,0.0
289,0,28,9,1,-1.0,-1.52,-0.81,0,2358748.0,0.0
290,0,29,0,0,-1.0,1.22,-1.52,1,2372919.0,0.0
291,0,29,1,1,1.0,0.2,0.05,1,2382994.0,0.0
292,0,29,2,1,1.0,1.06,-0.12,1,2387651.0,0.0
293,0,29,3,1,-1.0,0.33,2.34,0,2395630.0,0.0
294,0,29,4,1,1.0,1.1,-0.21,1,2401693.0,0.0
295,0,29,5,0,1.0,-0.26,1.99,0,2409729.0,0.0
296,0,29,6,0,1.0,-0.73,-0.5,0,2417494.0,0.0
297,0,29,7,1,1.0,1.47,-1.75,1,2425807.0,0.0
298,0,29,8,0,1.0,-1.08,-0.39,0,2431930.0,0.0
299,0,29,9,1,1.0,0.74,0.42,1,2438833.0,0.0
300,1,0,0,1,-1.0,-0.92,-0.16,0,365573.0,0.0
301,1,0,1,1,1.0,1.02,0.32,1,374090.0,0.0
302,1,0,2,0,1.0,-2.11,-1.2,0,382693.0,0.0
303,1,0,3,0,1.0,0.65,-1.28,0,430871.0,0.0
304,1,0,4,0,1.0,-2.43,-1.6,0,436235.0,0.0
305,1,0,5,0,1.0,0.81,-1.26,0,444421.0,0.0
306,1,0,6,0,1.0,-1.46,-1.98,0,451498.0,0.0
307,1,0,7,0,1.0,-0.71,-0.5,0,457054.0,0.0
308,1,0,8,0,1.0,-3.55,-2.56,0,460911.0,0.0
309,1,0,9,1,1.0,3.05,2.03,1,465403.0,0.0
310,1,1,0,1,1.0,-0.99,-1.97,1,499020.0,0.0
311,1,1,1,0,1.0,0.85,2.06,0,503817.0,0.0
312,1,1,2,1,1.0,-2.78,-0.81,1,508401.0,0.0
313,1,1,3,0,1.0,1.84,-0.44,0,512795.0,0.0
314,1,1,4,0,1.0,-0.68,0.49,0,522594.0,0.0
315,1,1,5,1,1.0,0.57,-2.52,1,535888.0,0.0
316,1,1,6,1,1.0,-0.53,-2.01,1,539586.0,0.0
317,1,1,7,0,1.0,0.33,0.6,0,549173.0,0.0
318,1,1,8,1,1.0,-0.1,-0.91,1,554085.0,0.0
319,1,1,9,1,1.0,-1.82,-2.76,1,557818.0,0.0
320,1,2,0,1,-1.0,-2.21,2.69,0,586224.0,0.0
321,1,2,1,1,1.0,1.3,-2.0,1,602999.0,0.0
322,1,2,2,1,1.0,2.97,-2.34,1,608851.0,0.0
323,1,2,3,1,-1.0,1.16,-1.04,0,613562.0,0.0
324,1,2,4,0,1.0,-1.9,1.63,0,619444.0,0.0
325,1,2,5,0,1.0,-0.66,0.41,0,627708.0,0.0
326,1,2,6,0,1.0,0.34,0.5,0,639300.0,0.0
327,1,2,7,0,1.0,-3.91,3.49,0,645026.0,0.0
328,1,2,8,1,1.0,2.03,-2.23,1,651092.0,0.0
329,1,2,9,0,-1.0,-0.74,0.41,1,664149.0,0.0
330,1,3,0,1,1.0,-0.24,1.1,1,695195.0,0.0
331,1,3,1,0,-1.0,-0.8,-1.12,1,714353.0,0.0
332,1,3,2,1,1.0,-1.22,0.47,1,727574.0,0.0
333,1,3,3,1,1.0,-0.25,-0.74,1,736376.0,0.0
334,1,3,4,1,1.0,-1.61,-0.39,1,749914.0,0.0
335,1,3,5,1,1.0,-1.72,-0.03,1,755684.0,0.0
336,1,3,6,1,1.0,-2.06,-1.09,1,769700.0,0.0
337,1,3,7,0,1.0,0.24,-0.48,0,776609.0,0.0
338,1,3,8,1,1.0,-0.7,-1.43,1,782493.0,0.0
339,1,3,9,1,-1.0,-0.7,0.39,0,787721.0,0.0
340,1,4,0,0,1.0,1.75,0.51,0,811460.0,0.0
341,1,4,1,0,1.0,1.65,-0.29,0,824692.0,0.0
342,1,4,2,0,-1.0,-0.9,1.59,1,841204.0,0.0
343,1,4,3,0,1.0,2.02,0.6,0,852744.0,0.0
344,1,4,4,1,1.0,-0.2,-1.35,1,857776.0,0.0
345,1,4,5,0,1.0,2.72,-1.88,0,864643.0,0.0
346,1,4,6,0,1.0,1.18,0.72,0,870748.0,0.0
347,1,4,7,0,1.0,0.01,1.42,0,882243.0,0.0
348,1,4,8,0,1.0,0.24,3.15,0,888139.0,0.0
349,1,4,9,1,1.0,-1.24,-0.4,1,893365.0,0.0
350,1,5,0,0,1.0,0.26,-1.11,0,919758.0,0.0
351,1,5,1,0,-1.0,1.54,2.06,1,937393.0,0.0
352,1,5,2,1,1.0,0.08,1.65,1,945889.0,0.0
353,1,5,3,1,1.0,0.14,1.37,1,955067.0,0.0
354,1,5,4,1,1.0,-0.34,0.72,1,970909.0,0.0
355,1,5,5,0,-1.0,0.19,-0.11,1,977560.0,0.0
356,1,5,6,0,-1.0,1.33,0.17,1,995474.0,0.0
357,1,5,7,0,1.0,-0.91,-2.08,0,1003204.0,0.0
358,1,5,8,0,-1.0,3.11,0.09,1,1012542.0,0.0
359,1,5,9,0,1.0,-1.51,-1.11,0,1021756.0,0.0
360,1,6,0,1,1.0,0.74,0.28,1,1034560.0,0.0
361,1,6,1,1,-1.0,-0.04,0.49,0,1062064.0,0.0
362,1,6,2,0,1.0,-1.02,-2.08,0,1067614.0,0.0
363,1,6,3,1,1.0,1.14,0.99,1,1073026.0,0.0
364,1,6,4,1,1.0,1.18,1.74,1,1076975.0,0.0
365,1,6,5,0,1.0,-0.33,-1.32,0,1084002.0,0.0
366,1,6,6,1,-1.0,0.08,1.15,0,1090548.0,0.0
367,1,6,7,0,1.0,-3.02,-3.11,0,1099014.0,0.0
368,1,6,8,0,1.0,-1.8,-1.67,0,1102864.0,0.0
369,1,6,9,0,1.0,-0.06,0.69,0,1115091.0,0.0
370,1,7,0,0,-1.0,1.22,-1.52,1,1133047.0,0.0
371,1,7,1,1,1.0,0.2,0.05,1,1148135.0,0.0
372,1,7,2,1,1.0,1.06,-0.12,1,1156053.0,0.0
373,1,7,3,1,-1.0,0.33,2.34,0,1165320.0,0.0
374,1,7,4,1,1.0,1.1,-0.21,1,1172598.0,0.0
375,1,7,5,0,1.0,-0.26,1.99,0,1178520.0,0.0
376,1,7,6,0,1.0,-0.73,-0.5,0,1187826.0,0.0
377,1,7,7,1,1.0,1.47,-1.75,1,1197185.0,0.0
378,1,7,8,0,1.0,-1.08,-0.39,0,1204065.0,0.0
379,1,7,9,1,1.0,0.74,0.42,1,1213445.0,0.0
380,1,8,0,0,1.0,1.26,-1.48,0,1239458.0,0.0
381,1,8,1,1,-1.0,-1.16,-2.48,0,1268575.0,0.0
382,1,8,2,1,1.0,-0.08,0.94,1,1275189.0,0.0
383,1,8,3,1,-1.0,-2.02,0.62,0,1279724.0,0.0
384,1,8,4,1,1.0,1.48,1.06,1,1293610.0,0.0
385,1,8,5,1,1.0,0.4,0.28,1,1303278.0,0.0
386,1,8,6,1,1.0,-0.39,1.99,1,1308460.0,0.0
387,1,8,7,0,1.0,-0.39,-2.38,0,1323235.0,0.0
388,1,8,8,1,1.0,2.06,1.5,1,1332106.0,0.0
389,1,8,9,1,1.0,1.7,1.33,1,1340153.0,0.0
390,1,9,0,0,1.0,-2.03,0.92,0,1360522.0,0.0
391,1,9,1,0,1.0,-1.11,1.54,0,1364850.0,0.0
392,1,9,2,1,1.0,1.01,0.38,1,1374248.0,0.0
393,1,9,3,1,-1.0,1.94,0.83,0,1379807.0,0.0
394,1,9,4,0,1.0,-0.08,2.16,0,1390211.0,0.0
395,1,9,5,0,-1.0,-2.79,-1.17,1,1405561.0,0.0
396,1,9,6,1,1.0,0.66,-1.61,1,1409974.0,0.0
397,1,9,7,1,1.0,-0.21,-0.28,1,1416180.0,0.0
