,participant,task,trial,choice,reward,x0,x1,x2,x3,target,time,tier
128,0,12,8,1,-1.0,-2.31,2.25,-1.23,-1.33,0,909310.0,0.0
129,0,12,9,0,1.0,0.37,0.44,-0.14,-1.55,0,916815.0,0.0
130,0,13,0,1,-1.0,-0.54,0.43,-1.09,-1.76,0,922265.0,0.0
131,0,13,1,1,1.0,2.03,-0.21,2.42,0.46,1,925968.0,0.0
132,0,13,2,0,-1.0,-4.19,4.34,-1.96,-1.4,1,928991.0,0.0
133,0,13,3,1,-1.0,2.56,-2.91,2.18,-1.56,0,933443.0,0.0
134,0,13,4,0,1.0,1.2,-1.28,0.9,0.06,0,939465.0,0.0
135,0,13,5,1,-1.0,-0.15,-1.03,-0.97,0.91,0,943673.0,0.0
136,0,13,6,1,-1.0,-1.03,-0.67,-1.57,-0.06,0,947139.0,0.0
137,0,13,7,1,1.0,-2.97,1.0,-3.97,-0.51,1,950314.0,0.0
138,0,13,8,1,-1.0,-0.78,0.48,-2.35,-0.39,0,954612.0,0.0
139,0,13,9,1,1.0,-2.1,1.03,1.37,1.56,1,962388.0,0.0
140,0,14,0,1,-1.0,-4.4,1.08,0.7,-2.67,0,967399.0,0.0
141,0,14,1,0,1.0,-0.08,0.78,-0.86,0.39,0,970699.0,0.0
142,0,14,2,1,-1.0,0.19,2.12,-0.15,-1.44,0,974180.0,0.0
143,0,14,3,1,1.0,0.91,0.49,-1.06,-0.59,1,977570.0,0.0
144,0,14,4,1,-1.0,1.24,3.28,-0.98,-0.06,0,981556.0,0.0
145,0,14,5,0,1.0,-0.22,0.33,1.4,-1.73,0,984604.0,0.0
146,0,14,6,1,-1.0,0.4,1.65,-0.26,0.64,0,990216.0,0.0
147,0,14,7,1,1.0,1.09,-1.63,-1.66,2.16,1,995376.0,0.0
148,0,14,8,0,1.0,-0.47,2.03,-2.5,0.83,0,1000593.0,0.0
149,0,14,9,1,1.0,0.84,-2.11,3.43,-0.72,1,1005721.0,0.0
150,0,15,0,0,1.0,0.02,-0.11,0.66,2.57,0,1013311.0,0.0
151,0,15,1,1,1.0,-1.42,-0.1,-1.55,-2.27,1,1018718.0,0.0
152,0,15,2,1,1.0,-1.98,0.43,1.75,1.15,1,1022597.0,0.0
153,0,15,3,1,1.0,-1.3,2.0,1.86,-1.06,1,1025766.0,0.0
154,0,15,4,0,1.0,0.79,-0.24,2.16,0.99,0,1028846.0,0.0
155,0,15,5,0,1.0,1.45,0.18,-0.69,0.33,0,1031773.0,0.0
156,0,15,6,1,1.0,-0.02,0.27,0.13,0.02,1,1041832.0,0.0
157,0,15,7,0,-1.0,0.56,1.01,-2.39,0.87,1,1045577.0,0.0
158,0,15,8,0,1.0,0.69,1.77,0.79,-0.71,0,1047850.0,0.0
159,0,15,9,0,1.0,1.62,-1.13,-1.7,1.89,0,1051019.0,0.0
160,0,16,0,1,-1.0,-1.53,1.01,-1.36,0.17,0,1055979.0,0.0
161,0,16,1,0,1.0,-1.04,-0.54,-0.14,-0.22,0,1058933.0,0.0
162,0,16,2,0,1.0,0.24,-1.27,0.26,-0.08,0,1062586.0,0.0
163,0,16,3,1,1.0,0.64,1.6,-0.53,2.13,1,1067285.0,0.0
164,0,16,4,0,1.0,-0.12,-0.22,0.04,-2.88,0,1071460.0,0.0
165,0,16,5,0,1.0,-2.7,-0.3,-0.72,2.7,0,1074418.0,0.0
166,0,16,6,0,1.0,-2.77,0.26,-1.07,0.72,0,1077234.0,0.0
167,0,16,7,1,1.0,1.79,-0.57,2.64,-1.95,1,1080255.0,0.0
168,0,16,8,0,1.0,-2.01,-1.17,-0.1,-0.11,0,1083427.0,0.0
169,0,16,9,0,1.0,-0.59,-3.37,2.32,1.1,0,1087959.0,0.0
170,0,17,0,1,1.0,-0.1,1.12,-1.54,-0.36,1,1095118.0,0.0
171,0,17,1,1,1.0,-1.99,2.69,-0.5,-1.87,1,1099888.0,0.0
172,0,17,2,1,1.0,0.04,0.3,1.31,0.34,1,1107817.0,0.0
173,0,17,3,1,1.0,-0.77,-1.36,1.44,-0.53,1,1111847.0,0.0
174,0,17,4,1,1.0,-1.05,-1.47,0.42,-1.99,1,1118344.0,0.0
175,0,17,5,0,1.0,1.09,-1.64,-0.55,-1.09,0,1122747.0,0.0
176,0,17,6,0,-1.0,0.47,2.01,-0.97,-2.1,1,1125947.0,0.0
177,0,17,7,0,1.0,2.07,0.75,2.97,2.88,0,1129328.0,0.0
178,0,17,8,1,1.0,-0.71,-0.08,1.91,0.49,1,1132472.0,0.0
179,0,17,9,1,1.0,-1.45,-0.68,2.37,-0.53,1,1136419.0,0.0
180,0,18,0,1,1.0,-0.39,1.71,1.58,-1.42,1,1150507.0,0.0
181,0,18,1,0,1.0,1.89,-1.86,-0.84,1.6,0,1153627.0,0.0
182,0,18,2,0,1.0,1.96,-3.72,-2.58,1.84,0,1156344.0,0.0
183,0,18,3,1,-1.0,0.19,-3.63,-2.09,1.19,0,1159100.0,0.0
184,0,18,4,1,1.0,0.1,-0.46,-0.71,1.05,1,1163335.0,0.0
185,0,18,5,1,1.0,-0.83,2.84,-0.03,-0.51,1,1167606.0,0.0
186,0,18,6,1,1.0,-1.9,1.22,-0.5,0.39,1,1170619.0,0.0
187,0,18,7,1,1.0,-0.37,0.38,-0.61,-0.08,1,1173659.0,0.0
188,0,18,8,0,1.0,1.32,-1.2,-0.97,0.6,0,1176726.0,0.0
189,0,18,9,0,1.0,1.77,-2.05,-1.52,1.35,0,1179867.0,0.0
190,0,19,0,1,-1.0,0.73,0.28,-0.27,-0.68,0,1186111.0,0.0
191,0,19,1,1,-1.0,0.48,-0.95,0.08,-0.55,0,1189398.0,0.0
192,0,19,2,0,1.0,0.53,-0.49,0.01,-1.52,0,1192907.0,0.0
193,0,19,3,0,1.0,1.25,1.32,-0.02,-1.68,0,1196034.0,0.0
194,0,19,4,1,-1.0,-0.66,-0.87,0.05,-0.44,0,1199214.0,0.0
195,0,19,5,1,1.0,-1.05,1.25,-1.49,-0.72,1,1203857.0,0.0
196,0,19,6,0,1.0,0.62,-2.16,0.76,0.55,0,1207659.0,0.0
197,0,19,7,0,1.0,3.56,-1.93,4.18,-0.28,0,1210766.0,0.0
198,0,19,8,0,-1.0,0.66,1.17,0.43,-0.98,1,1213936.0,0.0
199,0,19,9,0,1.0,2.0,-0.96,2.23,-2.42,0,1216556.0,0.0
200,0,20,0,1,1.0,-1.49,1.49,-1.75,1.42,1,1221296.0,0.0
201,0,20,1,1,1.0,-1.88,0.64,0.01,1.31,1,1223943.0,0.0
202,0,20,2,1,-1.0,-0.63,-0.21,0.65,-2.01,0,1226581.0,0.0
203,0,20,3,1,1.0,-1.66,1.29,-1.33,2.35,1,1229950.0,0.0
204,0,20,4,1,1.0,-2.21,2.89,-2.23,-0.02,1,1232777.0,0.0
205,0,20,5,1,1.0,-1.22,-1.49,0.33,0.78,1,1235424.0,0.0
206,0,20,6,1,1.0,-0.56,1.2,-1.61,1.66,1,1238291.0,0.0
207,0,20,7,1,1.0,-1.59,-0.52,-1.06,1.04,1,1241217.0,0.0
208,0,20,8,1,1.0,-0.73,0.4,-0.35,2.16,1,1244131.0,0.0
209,0,20,9,0,-1.0,1.46,1.23,1.48,1.84,1,1248153.0,0.0
210,0,21,0,1,1.0,-0.8,-1.7,1.73,-1.08,1,1253554.0,0.0
211,0,21,1,0,1.0,0.31,0.0,-1.04,-0.45,0,1256977.0,0.0
212,0,21,2,1,1.0,-2.02,-0.5,1.18,-0.52,1,1259960.0,0.0
213,0,21,3,0,-1.0,0.41,-1.61,2.61,-0.51,1,1263224.0,0.0
214,0,21,4,1,1.0,-0.25,-1.62,0.28,-1.61,1,1267017.0,0.0
215,0,21,5,1,1.0,-3.05,-1.06,2.36,-1.86,1,1269901.0,0.0
216,0,21,6,1,1.0,-1.08,0.6,0.26,0.68,1,1273943.0,0.0
217,0,21,7,1,1.0,-0.22,0.08,1.71,2.8,1,1277404.0,0.0
218,0,21,8,0,1.0,2.64,-1.56,-0.09,0.22,0,1280618.0,0.0
219,0,21,9,1,1.0,-1.5,-0.09,2.1,3.11,1,1283457.0,0.0
220,0,22,0,1,-1.0,-1.5,2.35,-0.11,0.2,0,1287966.0,0.0
221,0,22,1,1,1.0,0.27,0.77,0.12,-0.63,1,1291702.0,0.0
222,0,22,2,1,1.0,1.41,-0.63,-0.34,-1.91,1,1294707.0,0.0
223,0,22,3,0,1.0,-0.82,-2.0,-0.17,2.2,0,1297610.0,0.0
224,0,22,4,1,1.0,0.84,-0.2,1.97,0.57,1,1300635.0,0.0
225,0,22,5,1,1.0,1.55,-1.31,-2.02,-0.62,1,1303780.0,0.0
226,0,22,6,0,1.0,-0.58,-0.03,-1.16,-1.4,0,1306835.0,0.0
227,0,22,7,1,1.0,0.61,0.6,-0.86,-0.91,1,1309826.0,0.0
228,0,22,8,1,1.0,0.84,-0.53,-1.3,-0.96,1,1313003.0,0.0
229,0,22,9,1,1.0,0.21,1.36,1.21,0.81,1,1315873.0,0.0
230,0,23,0,1,1.0,-3.71,2.19,-0.27,0.24,1,1320590.0,0.0
231,0,23,1,0,-1.0,-0.79,-0.96,-0.3,-0.62,1,1323362.0,0.0
232,0,23,2,1,1.0,-0.73,-0.08,-1.27,-0.05,1,1326204.0,0.0
233,0,23,3,0,-1.0,1.35,-1.59,-0.58,-1.58,1,1329167.0,0.0
234,0,23,4,1,1.0,0.55,-2.01,1.21,-1.48,1,1332552.0,0.0
235,0,23,5,0,-1.0,-1.09,1.65,-1.41,2.2,1,1335576.0,0.0
236,0,23,6,1,1.0,-1.94,-1.31,1.36,0.14,1,1338827.0,0.0
237,0,23,7,1,-1.0,-1.2,2.82,-0.21,2.76,0,1341480.0,0.0
238,0,23,8,0,1.0,0.85,-2.12,2.4,0.17,0,1347816.0,0.0
239,0,23,9,1,-1.0,-0.44,2.52,-1.7,2.34,0,1351449.0,0.0
240,0,24,0,0,1.0,2.15,1.84,-3.41,0.1,0,1356756.0,0.0
241,0,24,1,0,1.0,1.58,1.31,-2.51,0.64,0,1359601.0,0.0
242,0,24,2,0,1.0,1.14,1.34,-1.83,0.74,0,1362639.0,0.0
243,0,24,3,1,1.0,-2.28,-0.03,2.86,-0.76,1,1365456.0,0.0
244,0,24,4,1,1.0,-0.51,-0.03,0.43,0.35,1,1368419.0,0.0
245,0,24,5,1,1.0,-1.32,2.15,-1.68,0.31,1,1371193.0,0.0
246,0,24,6,1,-1.0,0.11,-0.46,-0.82,-1.96,0,1374033.0,0.0
247,0,24,7,1,-1.0,-0.47,-0.75,1.37,-0.1,0,1376760.0,0.0
248,0,24,8,1,1.0,-1.1,0.11,1.1,-1.09,1,1379957.0,0.0
249,0,24,9,1,-1.0,0.28,-0.48,-0.69,-0.12,0,1383056.0,0.0
250,0,25,0,1,-1.0,-1.82,-2.36,1.75,3.19,0,1388320.0,0.0
251,0,25,1,1,1.0,0.74,1.13,0.34,-2.19,1,1391896.0,0.0
252,0,25,2,1,1.0,1.52,0.61,2.87,-1.36,1,1395032.0,0.0
253,0,25,3,1,1.0,2.2,4.4,2.18,-2.29,1,1398384.0,0.0
254,0,25,4,1,1.0,1.6,-0.94,-0.75,0.3,1,1401341.0,0.0
255,0,25,5,1,1.0,1.26,-0.7,-0.08,1.26,1,1404337.0,0.0
256,0,25,6,0,1.0,-0.46,-0.78,-0.89,0.4,0,1407861.0,0.0
257,0,25,7,0,1.0,-1.14,-2.08,0.2,2.9,0,1411127.0,0.0
258,0,25,8,1,1.0,0.51,1.11,0.69,-1.08,1,1414359.0,0.0
259,0,25,9,0,1.0,-0.81,-1.01,-0.95,0.99,0,1417620.0,0.0
260,0,26,0,1,1.0,-0.52,-0.84,0.53,1.45,1,1423683.0,0.0
261,0,26,1,1,-1.0,-2.14,1.7,1.18,1.53,0,1426899.0,0.0
262,0,26,2,1,-1.0,-1.62,-0.19,-1.43,0.49,0,1429666.0,0.0
263,0,26,3,1,1.0,2.06,1.0,-0.18,-1.33,1,1432585.0,0.0
264,0,26,4,0,1.0,-0.85,-0.15,-0.68,-1.86,0,1435411.0,0.0
265,0,26,5,0,-1.0,-0.61,-1.23,1.03,0.24,1,1438102.0,0.0
266,0,26,6,0,-1.0,-0.57,-2.79,0.28,-0.83,1,1440933.0,0.0
267,0,26,7,0,1.0,-1.87,1.46,1.28,-0.23,0,1445180.0,0.0
268,0,26,8,0,1.0,-2.03,1.09,1.7,0.63,0,1448928.0,0.0
269,0,26,9,0,1.0,-4.12,3.02,1.47,1.42,0,1453268.0,0.0
270,0,27,0,1,1.0,1.16,-0.28,-1.42,0.01,1,1458737.0,0.0
271,0,27,1,1,1.0,0.86,2.35,2.09,-0.43,1,1462036.0,0.0
272,0,27,2,0,-1.0,-0.11,1.51,-0.09,-0.63,1,1465076.0,0.0
273,0,27,3,1,1.0,0.6,0.71,0.92,0.71,1,1470562.0,0.0
274,0,27,4,1,1.0,1.21,-0.26,-0.05,0.12,1,1474904.0,0.0
275,0,27,5,1,1.0,3.0,-1.19,2.1,1.48,1,1479607.0,0.0
276,0,27,6,1,1.0,0.52,0.16,-0.7,-1.34,1,1482924.0,0.0
277,0,27,7,0,1.0,-1.07,0.1,-1.8,-1.99,0,1486050.0,0.0
278,0,27,8,0,1.0,-1.47,0.6,-1.58,1.42,0,1488854.0,0.0
279,0,27,9,0,-1.0,-0.61,2.3,0.3,1.11,1,1492437.0,0.0
280,0,28,0,0,-1.0,-1.59,1.58,1.95,1.31,1,1497626.0,0.0
281,0,28,1,0,-1.0,-1.25,1.94,2.82,-1.79,1,1500633.0,0.0
282,0,28,2,0,1.0,0.96,-0.66,0.54,0.7,0,1503787.0,0.0
283,0,28,3,1,1.0,-0.92,-0.36,2.63,0.12,1,1506913.0,0.0
284,0,28,4,1,1.0,-0.68,0.66,0.22,-3.03,1,1509578.0,0.0
285,0,28,5,0,1.0,0.41,0.51,-1.43,-0.09,0,1512550.0,0.0
286,0,28,6,1,1.0,-2.14,2.13,-0.09,-1.85,1,1515410.0,0.0
287,0,28,7,0,1.0,0.65,-0.99,0.71,1.09,0,1518244.0,0.0
288,0,28,8,1,1.0,-0.63,-0.48,1.01,0.63,1,1521007.0,0.0
289,0,28,9,1,1.0,-0.05,1.5,-1.3,-1.92,1,1525378.0,0.0
290,0,29,0,0,1.0,1.73,-1.29,0.72,0.4,0,1530069.0,0.0
291,0,29,1,0,1.0,1.12,-0.6,1.2,1.3,0,1533373.0,0.0
292,0,29,2,1,1.0,-0.78,0.66,-0.57,0.31,1,1537151.0,0.0
293,0,29,3,1,1.0,-0.34,-2.25,-1.09,3.6,1,1540254.0,0.0
294,0,29,4,0,1.0,0.5,1.98,1.0,0.16,0,1543403.0,0.0
295,0,29,5,1,1.0,-1.38,0.68,-1.5,-1.33,1,1546677.0,0.0
296,0,29,6,0,1.0,0.11,1.07,-0.18,-2.72,0,1550780.0,0.0
297,0,29,7,1,1.0,-0.56,-0.36,-3.05,1.95,1,1554031.0,0.0
298,0,29,8,1,1.0,-2.14,2.35,-0.63,-2.56,1,1557003.0,0.0
299,0,29,9,1,1.0,-2.54,1.05,-1.43,-0.84,1,1559729.0,0.0
300,1,0,0,0,-1.0,-0.39,1.71,1.58,-1.42,1,197213.0,0.0
301,1,0,1,0,1.0,1.89,-1.86,-0.84,1.6,0,202869.0,0.0
302,1,0,2,1,-1.0,1.96,-3.72,-2.58,1.84,0,209506.0,0.0
303,1,0,3,0,1.0,0.19,-3.63,-2.09,1.19,0,217407.0,0.0
304,1,0,4,0,-1.0,0.1,-0.46,-0.71,1.05,1,221558.0,0.0
305,1,0,5,0,-1.0,-0.83,2.84,-0.03,-0.51,1,228142.0,0.0
306,1,0,6,0,-1.0,-1.9,1.22,-0.5,0.39,1,236610.0,0.0
307,1,0,7,1,1.0,-0.37,0.38,-0.61,-0.08,1,241820.0,0.0
308,1,0,8,0,1.0,1.32,-1.2,-0.97,0.6,0,247653.0,0.0
309,1,0,9,0,1.0,1.77,-2.05,-1.52,1.35,0,251749.0,0.0
310,1,1,0,0,1.0,-4.4,1.08,0.7,-2.67,0,259353.0,0.0
311,1,1,1,0,1.0,-0.08,0.78,-0.86,0.39,0,264568.0,0.0
312,1,1,2,1,-1.0,0.19,2.12,-0.15,-1.44,0,270473.0,0.0
313,1,1,3,1,1.0,0.91,0.49,-1.06,-0.59,1,275510.0,0.0
314,1,1,4,1,-1.0,1.24,3.28,-0.98,-0.06,0,281866.0,0.0
315,1,1,5,0,1.0,-0.22,0.33,1.4,-1.73,0,288609.0,0.0
316,1,1,6,0,1.0,0.4,1.65,-0.26,0.64,0,294174.0,0.0
317,1,1,7,1,1.0,1.09,-1.63,-1.66,2.16,1,301949.0,0.0
