,participant,task,trial,choice,reward,x0,x1,x2,x3,target,time,tier
47,0,4,7,0,1.0,-0.47,1.8,-0.59,-1.9,0,684805.0,0.0
48,0,4,8,1,1.0,0.82,-1.47,-1.44,2.58,1,689451.0,0.0
49,0,4,9,0,1.0,0.61,0.35,1.68,0.89,0,695250.0,0.0
50,0,5,0,0,1.0,2.57,-0.21,1.73,0.45,0,703471.0,0.0
51,0,5,1,0,1.0,1.81,-0.58,2.05,-1.23,0,708149.0,0.0
52,0,5,2,1,1.0,0.02,-0.91,-0.83,-0.17,1,721998.0,0.0
53,0,5,3,0,-1.0,-0.97,2.17,-0.79,1.86,1,731964.0,0.0
54,0,5,4,0,-1.0,-0.57,0.85,-1.18,1.96,1,745124.0,0.0
55,0,5,5,0,-1.0,-1.8,2.3,-1.59,1.79,1,750753.0,0.0
56,0,5,6,1,-1.0,1.61,-0.28,1.78,-0.92,0,760881.0,0.0
57,0,5,7,0,-1.0,-0.55,1.05,-0.35,0.25,1,770940.0,0.0
58,0,5,8,0,1.0,-1.28,2.04,-0.56,0.64,0,824213.0,0.0
59,0,5,9,0,1.0,-0.51,1.08,0.96,0.07,0,835303.0,0.0
60,0,6,0,1,-1.0,-1.74,1.6,-0.45,1.54,0,853969.0,0.0
61,0,6,1,0,-1.0,0.78,-1.51,-1.02,0.01,1,859638.0,0.0
62,0,6,2,1,1.0,-0.78,-0.06,-1.6,2.86,1,873206.0,0.0
63,0,6,3,0,1.0,0.89,0.37,1.05,-1.21,0,878070.0,0.0
64,0,6,4,0,1.0,2.25,-0.06,1.91,-2.31,0,886511.0,0.0
65,0,6,5,0,1.0,0.06,0.89,0.74,1.37,0,891709.0,0.0
66,0,6,6,0,1.0,-0.05,3.37,4.97,-0.56,0,896166.0,0.0
67,0,6,7,0,1.0,0.27,-0.06,0.51,-0.74,0,908318.0,0.0
68,0,6,8,0,1.0,1.34,0.26,0.36,-1.19,0,925671.0,0.0
69,0,6,9,0,-1.0,-1.53,-0.11,-0.58,0.82,1,939480.0,0.0
70,0,7,0,1,1.0,-1.23,1.99,-1.25,-0.6,1,954113.0,0.0
71,0,7,1,0,1.0,2.55,-1.31,0.61,2.09,0,964282.0,0.0
72,0,7,2,1,1.0,-0.06,2.7,-0.82,-1.45,1,976411.0,0.0
73,0,7,3,0,1.0,-0.02,2.03,-0.48,0.74,0,992031.0,0.0
74,0,7,4,1,1.0,-0.9,-0.86,-1.36,-0.23,1,997817.0,0.0
75,0,7,5,1,1.0,2.81,-1.74,-0.77,-0.75,1,1011029.0,0.0
76,0,7,6,0,1.0,1.67,0.56,-1.76,1.06,0,1017204.0,0.0
77,0,7,7,0,1.0,-0.08,1.31,3.25,1.33,0,1023660.0,0.0
78,0,7,8,0,1.0,-0.68,1.19,-0.22,-0.41,0,1034809.0,0.0
79,0,7,9,0,-1.0,-1.1,0.25,-1.22,0.07,1,1051131.0,0.0
80,0,8,0,1,1.0,0.39,1.22,-0.75,-1.05,1,1081038.0,0.0
81,0,8,1,0,1.0,-0.43,1.21,-0.53,1.37,0,1088009.0,0.0
82,0,8,2,1,1.0,1.7,-2.28,-1.09,0.66,1,1102068.0,0.0
83,0,8,3,1,1.0,-0.67,0.12,-0.43,-0.1,1,1110221.0,0.0
84,0,8,4,0,1.0,-1.84,0.49,0.15,0.33,0,1120695.0,0.0
85,0,8,5,1,1.0,-2.26,-2.59,1.81,-2.47,1,1131236.0,0.0
86,0,8,6,0,1.0,0.16,1.05,-0.11,0.57,0,1140027.0,0.0
87,0,8,7,0,1.0,-1.36,-0.4,1.2,0.76,0,1153765.0,0.0
88,0,8,8,0,1.0,-1.01,-0.07,2.4,-0.63,0,1167244.0,0.0
89,0,8,9,0,-1.0,-0.18,1.33,-0.43,-1.96,1,1181171.0,0.0
90,0,9,0,1,-1.0,0.96,-0.95,0.66,0.07,0,1191524.0,0.0
91,0,9,1,0,-1.0,0.35,0.59,1.37,-1.57,1,1196191.0,0.0
92,0,9,2,0,1.0,-1.18,1.4,2.42,-0.33,0,1205001.0,0.0
93,0,9,3,0,1.0,2.8,-2.44,1.04,-0.92,0,1211562.0,0.0
94,0,9,4,0,1.0,0.54,-1.98,1.32,1.58,0,1220789.0,0.0
95,0,9,5,0,-1.0,-1.14,2.05,0.02,-0.49,1,1230525.0,0.0
96,0,9,6,0,1.0,0.34,-3.59,1.4,2.76,0,1241383.0,0.0
97,0,9,7,0,1.0,0.52,-1.67,0.82,1.18,0,1248397.0,0.0
98,0,9,8,1,1.0,2.21,-1.99,0.79,-1.43,1,1259728.0,0.0
99,0,9,9,0,1.0,0.18,0.86,3.22,-1.65,0,1270965.0,0.0
100,0,10,0,0,1.0,2.86,-4.34,2.22,1.76,0,1285509.0,0.0
101,0,10,1,0,1.0,0.99,-3.23,2.56,-0.17,0,1300153.0,0.0
102,0,10,2,0,1.0,0.56,1.68,-1.46,-0.1,0,1315596.0,0.0
103,0,10,3,0,-1.0,0.5,-0.01,-0.41,-0.32,1,1322353.0,0.0
104,0,10,4,0,1.0,-0.65,2.56,0.26,0.44,0,1326972.0,0.0
105,0,10,5,0,1.0,-0.11,1.41,0.64,-0.07,0,1331714.0,0.0
106,0,10,6,0,-1.0,-1.31,2.56,-0.21,-0.87,1,1344492.0,0.0
107,0,10,7,1,1.0,-0.77,0.03,0.45,-0.44,1,1361331.0,0.0
108,0,10,8,1,-1.0,-0.18,-0.57,2.25,2.12,0,1366701.0,0.0
109,0,10,9,1,-1.0,2.31,-0.66,-0.54,1.85,0,1375718.0,0.0
110,0,11,0,0,1.0,-3.59,0.52,2.72,3.79,0,1391731.0,0.0
111,0,11,1,0,1.0,-2.46,-0.03,1.32,3.48,0,1399201.0,0.0
112,0,11,2,0,-1.0,2.13,-1.46,-2.62,0.25,1,1446400.0,0.0
113,0,11,3,0,-1.0,1.8,0.01,-0.13,1.26,1,1456652.0,0.0
114,0,11,4,0,1.0,1.16,1.03,0.19,-0.23,0,1460999.0,0.0
115,0,11,5,1,1.0,0.48,-0.05,-1.15,-0.53,1,1466055.0,0.0
116,0,11,6,0,1.0,1.8,3.45,2.05,-0.41,0,1470297.0,0.0
117,0,11,7,0,1.0,-0.91,1.58,2.0,-0.25,0,1474200.0,0.0
118,0,11,8,0,1.0,-0.8,0.21,0.15,3.96,0,1479167.0,0.0
119,0,11,9,1,1.0,1.47,-1.08,-1.13,1.33,1,1483277.0,0.0
120,0,12,0,0,-1.0,-1.03,-1.07,1.86,-0.65,1,1493699.0,0.0
121,0,12,1,1,-1.0,-0.29,2.0,-1.66,-0.32,0,1498378.0,0.0
122,0,12,2,1,1.0,-1.51,-1.77,1.35,0.16,1,1505640.0,0.0
123,0,12,3,0,-1.0,0.48,-0.54,-0.04,1.0,1,1518938.0,0.0
124,0,12,4,0,1.0,0.35,2.42,-0.58,-1.68,0,1523005.0,0.0
125,0,12,5,0,1.0,0.32,0.11,1.49,-0.44,0,1526821.0,0.0
126,0,12,6,1,1.0,2.37,-1.42,0.83,-1.63,1,1534155.0,0.0
127,0,12,7,1,1.0,-1.17,-1.95,2.97,-1.24,1,1538323.0,0.0
128,0,12,8,0,1.0,-0.65,1.14,0.83,-0.85,0,1546922.0,0.0
129,0,12,9,0,1.0,-0.57,0.74,3.09,-2.84,0,1550728.0,0.0
130,0,13,0,0,1.0,-1.44,1.41,1.2,1.54,0,1559684.0,0.0
131,0,13,1,0,1.0,-0.33,0.29,0.87,0.44,0,1574139.0,0.0
132,0,13,2,1,-1.0,0.74,0.08,0.12,-0.07,0,1581351.0,0.0
133,0,13,3,0,1.0,0.6,-0.25,1.27,0.42,0,1587854.0,0.0
134,0,13,4,0,1.0,-0.65,1.99,1.59,1.74,0,1593480.0,0.0
135,0,13,5,1,1.0,-1.03,-0.59,0.93,0.71,1,1602898.0,0.0
136,0,13,6,1,-1.0,-0.34,-0.06,-0.44,1.34,0,1613052.0,0.0
137,0,13,7,0,1.0,1.33,0.0,0.57,1.65,0,1620100.0,0.0
138,0,13,8,0,1.0,1.41,1.29,1.63,1.79,0,1624527.0,0.0
139,0,13,9,0,1.0,-0.45,0.93,1.89,1.58,0,1633942.0,0.0
140,0,14,0,1,1.0,-0.66,-0.57,-1.1,-0.33,1,1648645.0,0.0
141,0,14,1,0,1.0,2.72,1.12,-0.08,2.52,0,1656789.0,0.0
142,0,14,2,1,1.0,-0.64,1.38,-1.26,0.04,1,1662190.0,0.0
143,0,14,3,0,1.0,0.99,-1.25,-0.42,1.21,0,1670428.0,0.0
144,0,14,4,0,1.0,1.18,-1.1,1.24,2.25,0,1681282.0,0.0
145,0,14,5,0,-1.0,0.0,-2.09,2.02,-2.01,1,1692157.0,0.0
146,0,14,6,0,1.0,-0.51,2.84,-2.0,0.78,0,1705309.0,0.0
147,0,14,7,0,1.0,2.24,3.87,-2.39,0.31,0,1712463.0,0.0
148,0,14,8,0,1.0,0.71,0.53,-0.2,0.39,0,1717308.0,0.0
149,0,14,9,1,1.0,-2.02,-0.68,1.08,-0.28,1,1729866.0,0.0
150,0,15,0,1,1.0,1.17,-1.69,1.93,0.04,1,1750411.0,0.0
151,0,15,1,1,-1.0,1.31,-0.02,-0.69,0.92,0,1756738.0,0.0
152,0,15,2,0,1.0,0.15,2.95,-3.44,0.38,0,1761417.0,0.0
153,0,15,3,1,1.0,0.14,1.8,-2.1,-1.47,1,1765196.0,0.0
154,0,15,4,0,1.0,-0.82,-0.46,-1.2,2.03,0,1769301.0,0.0
155,0,15,5,0,-1.0,0.52,-1.91,2.36,0.12,1,1781436.0,0.0
156,0,15,6,0,1.0,1.59,2.63,-2.02,1.38,0,1785668.0,0.0
157,0,15,7,0,1.0,1.32,0.47,-1.44,2.28,0,1793922.0,0.0
158,0,15,8,1,1.0,-0.4,3.07,-1.78,-1.69,1,1798490.0,0.0
159,0,15,9,1,1.0,-0.68,-0.09,-2.01,-0.49,1,1804007.0,0.0
160,0,16,0,0,1.0,-0.6,0.54,-0.16,0.07,0,1816354.0,0.0
161,0,16,1,0,-1.0,0.08,-1.34,0.17,0.58,1,1820386.0,0.0
162,0,16,2,0,1.0,1.06,2.1,-1.67,0.75,0,1824940.0,0.0
163,0,16,3,1,1.0,-1.96,-0.41,0.95,-1.49,1,1828516.0,0.0
164,0,16,4,0,1.0,-1.34,1.4,-0.09,-0.1,0,1833231.0,0.0
165,0,16,5,0,1.0,0.31,1.42,-0.56,0.32,0,1837316.0,0.0
166,0,16,6,0,1.0,-3.16,1.58,0.47,-0.46,0,1841691.0,0.0
167,0,16,7,1,1.0,-1.52,-1.47,-0.09,-2.33,1,1845905.0,0.0
168,0,16,8,0,1.0,0.79,0.54,-1.09,1.09,0,1850111.0,0.0
169,0,16,9,1,-1.0,-2.61,0.79,-1.44,-0.9,0,1857100.0,0.0
170,0,17,0,1,-1.0,-2.68,-1.77,2.02,0.66,0,1863079.0,0.0
171,0,17,1,1,1.0,-0.95,-2.24,1.06,0.02,1,1867134.0,0.0
172,0,17,2,1,-1.0,-2.05,-0.77,2.34,2.84,0,1870641.0,0.0
173,0,17,3,0,-1.0,0.37,-1.07,0.17,0.34,1,1879727.0,0.0
174,0,17,4,0,-1.0,0.41,0.7,-1.13,-3.63,1,1883312.0,0.0
175,0,17,5,0,1.0,0.67,1.49,-0.29,-0.24,0,1888097.0,0.0
176,0,17,6,0,-1.0,0.39,1.1,-1.63,-0.57,1,1892869.0,0.0
177,0,17,7,1,1.0,0.83,-2.95,1.13,-0.07,1,1901068.0,0.0
178,0,17,8,1,1.0,-0.65,-2.24,0.33,-0.33,1,1906155.0,0.0
179,0,17,9,0,1.0,-1.42,1.13,-0.01,0.56,0,1911498.0,0.0
180,0,18,0,0,1.0,1.64,1.49,-0.78,0.11,0,1920633.0,0.0
181,0,18,1,0,-1.0,-0.73,-0.11,0.5,-0.18,1,1927545.0,0.0
182,0,18,2,0,1.0,1.62,-1.64,1.67,-0.03,0,1934488.0,0.0
183,0,18,3,0,1.0,1.38,1.51,-0.99,-0.21,0,1940559.0,0.0
184,0,18,4,1,-1.0,-3.46,-2.86,2.77,1.48,0,1948053.0,0.0
185,0,18,5,1,1.0,-1.9,0.09,-0.72,-1.52,1,1951585.0,0.0
186,0,18,6,0,-1.0,-0.16,1.08,0.33,-3.2,1,1956682.0,0.0
187,0,18,7,1,1.0,0.9,1.48,-1.94,-0.63,1,1964486.0,0.0
188,0,18,8,1,1.0,-2.23,0.58,-0.12,-0.03,1,1969481.0,0.0
189,0,18,9,0,1.0,0.99,1.6,0.06,-1.23,0,1974318.0,0.0
190,0,19,0,1,1.0,-0.37,0.61,-0.27,-2.01,1,1985700.0,0.0
191,0,19,1,0,1.0,0.98,0.04,0.02,0.05,0,1995018.0,0.0
192,0,19,2,1,1.0,-0.35,-0.12,-0.55,-0.41,1,2002678.0,0.0
193,0,19,3,0,1.0,2.99,0.32,0.0,-1.68,0,2010553.0,0.0
194,0,19,4,0,1.0,-1.6,0.3,0.36,0.67,0,2030433.0,0.0
195,0,19,5,1,1.0,-2.19,-0.58,-0.69,-1.32,1,2035225.0,0.0
196,0,19,6,0,1.0,-0.48,2.67,2.95,0.87,0,2039003.0,0.0
197,0,19,7,0,1.0,0.34,0.68,0.92,0.37,0,2043162.0,0.0
198,0,19,8,0,1.0,-2.15,2.94,2.51,-1.15,0,2048950.0,0.0
199,0,19,9,1,-1.0,-1.02,0.5,0.21,0.38,0,2062641.0,0.0
200,0,20,0,1,1.0,0.4,-2.21,-2.88,1.12,1,2072662.0,0.0
201,0,20,1,0,-1.0,0.61,0.14,0.15,-0.61,1,2082966.0,0.0
202,0,20,2,1,1.0,-3.63,-1.0,-0.95,3.49,1,2092251.0,0.0
203,0,20,3,0,1.0,0.27,1.73,0.11,-0.1,0,2103063.0,0.0
204,0,20,4,0,-1.0,-0.24,-0.61,-0.6,0.28,1,2114622.0,0.0
205,0,20,5,1,1.0,0.26,-0.46,-0.6,-0.28,1,2124739.0,0.0
206,0,20,6,1,1.0,1.92,-1.73,-0.34,-1.4,1,2137514.0,0.0
207,0,20,7,0,1.0,0.15,0.42,-0.58,0.64,0,2174183.0,0.0
208,0,20,8,0,1.0,-0.31,2.4,1.07,-0.11,0,2180075.0,0.0
209,0,20,9,0,1.0,-1.76,0.98,-0.09,1.32,0,2185180.0,0.0
210,0,21,0,0,1.0,0.72,-0.09,1.36,0.4,0,2196019.0,0.0
211,0,21,1,1,1.0,-1.07,-0.05,-0.82,-2.2,1,2200499.0,0.0
212,0,21,2,0,-1.0,0.17,0.47,0.17,-1.06,1,2204045.0,0.0
213,0,21,3,1,1.0,-2.69,-3.05,2.4,0.58,1,2212388.0,0.0
214,0,21,4,0,1.0,-1.2,-1.38,1.71,-0.24,0,2221656.0,0.0
215,0,21,5,0,1.0,0.45,-0.04,2.14,-0.41,0,2227464.0,0.0
216,0,21,6,0,1.0,1.33,0.52,0.38,0.93,0,2232343.0,0.0
217,0,21,7,0,1.0,1.18,-0.51,0.21,1.95,0,2237459.0,0.0
218,0,21,8,1,1.0,-0.3,-0.61,-1.36,-0.2,1,2246211.0,0.0
219,0,21,9,0,1.0,1.72,1.62,-0.31,-1.25,0,2258729.0,0.0
220,0,22,0,1,1.0,-0.01,-0.96,-0.02,0.15,1,2287664.0,0.0
221,0,22,1,0,1.0,0.51,1.92,-2.52,1.47,0,2293806.0,0.0
222,0,22,2,0,1.0,0.2,0.16,0.38,0.69,0,2298949.0,0.0
223,0,22,3,1,-1.0,-0.84,-2.88,0.29,1.0,0,2309078.0,0.0
224,0,22,4,1,1.0,-2.27,0.63,-0.78,-1.58,1,2314248.0,0.0
225,0,22,5,1,1.0,-1.08,1.61,0.54,-1.22,1,2323117.0,0.0
226,0,22,6,1,1.0,0.05,-0.69,0.53,-0.9,1,2327425.0,0.0
227,0,22,7,0,-1.0,1.48,1.66,0.17,-2.03,1,2336333.0,0.0
228,0,22,8,1,1.0,-1.01,0.72,-2.34,-0.12,1,2340690.0,0.0
229,0,22,9,0,1.0,-1.3,2.88,-1.02,0.26,0,2345505.0,0.0
230,0,23,0,0,1.0,1.28,-1.06,1.44,0.76,0,2368199.0,0.0
231,0,23,1,0,1.0,-0.67,-1.01,1.83,1.88,0,2374097.0,0.0
232,0,23,2,0,1.0,1.56,0.18,-2.01,0.78,0,2378842.0,0.0
233,0,23,3,0,1.0,0.9,0.54,0.93,-0.03,0,2393480.0,0.0
234,0,23,4,0,1.0,3.34,-1.82,-0.15,1.44,0,2402944.0,0.0
235,0,23,5,0,-1.0,-0.5,-0.56,0.68,1.24,1,2420164.0,0.0
236,0,23,6,0,1.0,-1.32,3.89,0.42,2.08,0,2425793.0,0.0
237,0,23,7,1,1.0,-0.97,-2.16,0.4,-2.17,1,2429726.0,0.0
238,0,23,8,1,1.0,0.2,-0.49,-0.12,-1.2,1,2437891.0,0.0
239,0,23,9,0,-1.0,-1.38,1.15,-0.48,0.8,1,2445717.0,0.0
240,0,24,0,0,-1.0,-0.65,0.08,-0.11,0.38,1,2465698.0,0.0
241,0,24,1,0,1.0,1.16,-0.24,1.7,1.78,0,2470431.0,0.0
242,0,24,2,0,1.0,0.47,0.96,-1.11,0.53,0,2476347.0,0.0
243,0,24,3,0,1.0,1.67,-2.17,1.88,-0.24,0,2499214.0,0.0
244,0,24,4,0,1.0,1.41,1.52,-1.29,-0.88,0,2507677.0,0.0
245,0,24,5,0,1.0,-0.11,1.32,0.29,1.52,0,2514663.0,0.0
246,0,24,6,0,1.0,2.54,-1.55,-1.26,1.66,0,2517975.0,0.0
247,0,24,7,1,-1.0,-1.34,-1.0,2.2,2.36,0,2521482.0,0.0
248,0,24,8,1,1.0,0.5,-0.23,-1.28,-0.55,1,2531628.0,0.0
249,0,24,9,0,1.0,0.29,0.95,0.37,0.66,0,2535756.0,0.0
250,0,25,0,1,-1.0,-1.23,-0.58,1.51,2.1,0,2545865.0,0.0
251,0,25,1,0,1.0,-0.14,1.33,0.83,0.2,0,2552496.0,0.0
252,0,25,2,1,1.0,-0.04,-0.67,-2.61,0.77,1,2557282.0,0.0
253,0,25,3,0,-1.0,0.9,0.25,-2.8,0.02,1,2564555.0,0.0
254,0,25,4,0,1.0,-0.53,0.07,0.56,0.65,0,2577277.0,0.0
255,0,25,5,0,-1.0,0.01,0.21,-1.54,0.17,1,2582508.0,0.0
256,0,25,6,0,1.0,-0.33,1.14,0.55,1.08,0,2588739.0,0.0
257,0,25,7,1,-1.0,-3.48,0.7,0.21,3.11,0,2594335.0,0.0
258,0,25,8,0,1.0,0.33,0.64,0.67,0.12,0,2599099.0,0.0
259,0,25,9,1,1.0,-1.49,-0.74,-0.23,1.46,1,2606480.0,0.0
260,0,26,0,1,-1.0,-0.45,-1.02,1.42,-0.44,0,2615142.0,0.0
261,0,26,1,0,1.0,0.02,-2.56,2.95,1.46,0,2618729.0,0.0
262,0,26,2,1,1.0,-0.44,1.37,-0.63,0.41,1,2623576.0,0.0
263,0,26,3,1,-1.0,0.56,-0.51,-0.42,0.28,0,2630750.0,0.0
264,0,26,4,0,1.0,1.47,0.64,0.46,1.29,0,2634448.0,0.0
265,0,26,5,0,1.0,4.19,1.11,1.02,1.78,0,2638142.0,0.0
266,0,26,6,0,1.0,0.83,-0.2,0.24,-0.2,0,2672161.0,0.0
267,0,26,7,1,-1.0,1.66,-0.72,-0.11,-0.31,0,2676077.0,0.0
268,0,26,8,1,1.0,-1.92,1.21,-0.92,-0.52,1,2679463.0,0.0
269,0,26,9,0,-1.0,0.79,-3.0,1.91,-1.71,1,2682955.0,0.0
270,0,27,0,1,1.0,-1.91,0.01,-2.39,-1.32,1,2690223.0,0.0
271,0,27,1,0,1.0,1.5,0.41,2.38,1.9,0,2693941.0,0.0
272,0,27,2,0,-1.0,1.37,-1.3,-1.49,-1.08,1,2699958.0,0.0
273,0,27,3,1,1.0,-2.16,0.43,-1.21,0.58,1,2704388.0,0.0
274,0,27,4,0,1.0,0.25,1.59,0.68,0.2,0,2708140.0,0.0
275,0,27,5,0,1.0,-0.72,0.87,0.24,0.26,0,2714099.0,0.0
276,0,27,6,1,-1.0,0.8,-0.17,-0.24,0.24,0,2725879.0,0.0
277,0,27,7,1,1.0,-1.63,1.79,-2.68,0.72,1,2729254.0,0.0
278,0,27,8,1,1.0,-1.16,-0.57,-0.35,0.48,1,2733416.0,0.0
279,0,27,9,1,1.0,-0.24,-1.67,-1.22,-2.0,1,2738043.0,0.0
280,0,28,0,0,1.0,3.8,-1.86,0.65,0.89,0,2748887.0,0.0
281,0,28,1,0,1.0,0.03,0.08,0.44,-0.14,0,2759709.0,0.0
282,0,28,2,0,1.0,0.65,-1.8,1.35,0.86,0,2762918.0,0.0
283,0,28,3,1,-1.0,1.77,-0.25,-0.34,0.76,0,2775120.0,0.0
284,0,28,4,0,-1.0,-1.08,1.64,-0.82,0.94,1,2782957.0,0.0
285,0,28,5,0,1.0,-0.51,0.03,0.9,1.17,0,2786791.0,0.0
286,0,28,6,0,1.0,2.6,-0.14,-0.51,0.66,0,2793410.0,0.0
287,0,28,7,0,1.0,0.8,-1.44,1.23,0.07,0,2802985.0,0.0
288,0,28,8,0,1.0,0.6,1.31,-1.05,0.96,0,2808103.0,0.0
289,0,28,9,1,1.0,-3.33,-1.78,-0.32,-0.85,1,2816013.0,0.0
290,0,29,0,1,1.0,-1.7,-2.12,-1.82,0.74,1,2829557.0,0.0
291,0,29,1,0,1.0,0.78,0.68,1.57,0.87,0,2836266.0,0.0
292,0,29,2,1,1.0,-0.17,0.18,-1.86,-1.09,1,2839987.0,0.0
293,0,29,3,1,-1.0,-1.54,-0.71,0.49,1.37,0,2850995.0,0.0
294,0,29,4,1,1.0,1.37,0.07,-0.82,-1.76,1,2854876.0,0.0
295,0,29,5,0,1.0,0.28,1.11,0.97,-0.21,0,2863711.0,0.0
296,0,29,6,1,1.0,1.4,0.25,-0.4,-0.97,1,2869978.0,0.0
297,0,29,7,0,1.0,0.52,-0.66,2.87,1.66,0,2874322.0,0.0
298,0,29,8,0,1.0,-1.31,0.57,0.7,0.77,0,2878647.0,0.0
299,0,29,9,1,1.0,-1.78,0.66,-1.14,-0.26,1,2883443.0,0.0
300,1,0,0,0,1.0,-1.44,1.41,1.2,1.54,0,283463.0,0.0
301,1,0,1,0,1.0,-0.33,0.29,0.87,0.44,0,289932.0,0.0
302,1,0,2,0,1.0,0.74,0.08,0.12,-0.07,0,297165.0,0.0
303,1,0,3,0,1.0,0.6,-0.25,1.27,0.42,0,302346.0,0.0
304,1,0,4,0,1.0,-0.65,1.99,1.59,1.74,0,306460.0,0.0
305,1,0,5,1,1.0,-1.03,-0.59,0.93,0.71,1,320167.0,0.0
306,1,0,6,1,-1.0,-0.34,-0.06,-0.44,1.34,0,324773.0,0.0
307,1,0,7,0,1.0,1.33,0.0,0.57,1.65,0,332843.0,0.0
308,1,0,8,0,1.0,1.41,1.29,1.63,1.79,0,336839.0,0.0
309,1,0,9,0,1.0,-0.45,0.93,1.89,1.58,0,341035.0,0.0
310,1,1,0,1,1.0,2.23,1.21,-0.97,-1.13,1,354661.0,0.0
311,1,1,1,0,1.0,-2.46,2.38,-0.12,4.37,0,360658.0,0.0
312,1,1,2,1,1.0,-0.78,-1.57,-0.52,0.2,1,367874.0,0.0
313,1,1,3,1,-1.0,0.31,-0.72,1.1,1.46,0,373072.0,0.0
314,1,1,4,1,-1.0,-2.85,-2.73,1.78,1.48,0,379202.0,0.0
315,1,1,5,0,1.0,0.01,2.73,-0.01,0.98,0,383732.0,0.0
316,1,1,6,0,-1.0,-1.35,0.79,-1.4,0.37,1,388562.0,0.0
