,participant,task,x,y,num_points,scale,source,type
442,2,8,0.21818,-0.075067,6,2,3,train
443,2,8,0.36364,-0.25974,6,2,3,train
444,2,10,-0.4,-0.14446,24,2,2,train
445,2,10,-0.36522,0.060363,24,2,2,train
446,2,10,-0.33043,0.074774,24,2,2,train
447,2,10,-0.29565,0.12005,24,2,2,train
448,2,10,-0.26087,0.23173,24,2,2,train
449,2,10,-0.22609,0.2603,24,2,2,train
450,2,10,-0.1913,0.25291,24,2,2,train
451,2,10,-0.15652,0.32477,24,2,2,train
452,2,10,-0.12174,0.17376,24,2,2,train
453,2,10,-0.086957,0.20636,24,2,2,train
454,2,10,-0.052174,0.23996,24,2,2,train
455,2,10,-0.017391,0.35261,24,2,2,train
456,2,10,0.017391,0.2791,24,2,2,train
457,2,10,0.052174,0.25773,24,2,2,train
458,2,10,0.086957,0.25321,24,2,2,train
459,2,10,0.12174,0.21068,24,2,2,train
460,2,10,0.15652,0.17527,24,2,2,train
461,2,10,0.1913,0.16432,24,2,2,train
462,2,10,0.22609,0.050714,24,2,2,train
463,2,10,0.26087,0.042474,24,2,2,train
464,2,10,0.29565,-0.075371,24,2,2,train
465,2,10,0.33043,-0.33291,24,2,2,train
466,2,10,0.36522,-0.15363,24,2,2,train
467,2,10,0.4,-0.22174,24,2,2,train
468,2,11,-0.3125,-0.089538,6,2,2,train
469,2,11,-0.1875,0.21304,6,2,2,train
470,2,11,-0.0625,0.079426,6,2,2,train
471,2,11,0.0625,0.19089,6,2,2,train
472,2,11,0.1875,-0.040157,6,2,2,train
473,2,11,0.3125,-0.25647,6,2,2,train
474,2,12,-0.8,0.82882,24,1,3,train
475,2,12,-0.73044,0.82064,24,1,3,train
476,2,12,-0.66088,0.3866,24,1,3,train
477,2,12,-0.59132,0.44291,24,1,3,train
478,2,12,-0.52172,0.427,24,1,3,train
479,2,12,-0.45216,-0.195,24,1,3,train
480,2,12,-0.38261,-0.53393,24,1,3,train
481,2,12,-0.31304,-0.056618,24,1,3,train
482,2,12,-0.24348,-0.20279,24,1,3,train
483,2,12,-0.17391,-0.10065,24,1,3,train
484,2,12,-0.10435,-0.42142,24,1,3,train
485,2,12,-0.034783,-0.28289,24,1,3,train
486,2,12,0.034783,-0.53627,24,1,3,train
487,2,12,0.10435,-0.13985,24,1,3,train
488,2,12,0.17391,-0.40126,24,1,3,train
489,2,12,0.24348,-0.30738,24,1,3,train
490,2,12,0.31304,-0.054582,24,1,3,train
491,2,12,0.38261,-0.45669,24,1,3,train
492,2,12,0.45216,-0.25695,24,1,3,train
493,2,12,0.52172,-0.82988,24,1,3,train
494,2,12,0.59132,-0.35014,24,1,3,train
495,2,12,0.66088,-0.38565,24,1,3,train
496,2,12,0.73044,-0.72618,24,1,3,train
497,2,12,0.8,-0.64614,24,1,3,train
498,2,13,-0.3125,0.0047378,24,2,1,train
499,2,13,-0.28533,-0.24516,24,2,1,train
500,2,13,-0.25815,-0.21594,24,2,1,train
501,2,13,-0.23098,-0.30356,24,2,1,train
502,2,13,-0.2038,0.028592,24,2,1,train
503,2,13,-0.17663,0.10296,24,2,1,train
504,2,13,-0.14946,-0.073483,24,2,1,train
505,2,13,-0.12228,-0.086397,24,2,1,train
506,2,13,-0.095109,0.074483,24,2,1,train
507,2,13,-0.067934,-0.014251,24,2,1,train
508,2,13,-0.040759,-0.18673,24,2,1,train
509,2,13,-0.013587,-0.15978,24,2,1,train
510,2,13,0.013587,-0.056942,24,2,1,train
511,2,13,0.040759,0.014721,24,2,1,train
512,2,13,0.067934,0.10879,24,2,1,train
513,2,13,0.095109,0.074358,24,2,1,train
514,2,13,0.12228,0.1353,24,2,1,train
515,2,13,0.14946,0.030525,24,2,1,train
516,2,13,0.17663,0.14084,24,2,1,train
517,2,13,0.2038,0.15207,24,2,1,train
518,2,13,0.23098,0.094678,24,2,1,train
519,2,13,0.25815,0.34522,24,2,1,train
520,2,13,0.28533,0.36633,24,2,1,train
521,2,13,0.3125,0.15378,24,2,1,train
522,2,14,-0.33333,-0.33518,6,2,3,train
523,2,14,-0.2,-0.17481,6,2,3,train
524,2,14,-0.066667,-0.13308,6,2,3,train
525,2,14,0.066667,-0.24764,6,2,3,train
526,2,14,0.2,-0.0066167,6,2,3,train
527,2,14,0.33333,0.37017,6,2,3,train
528,2,15,-0.8,-0.316,24,1,2,train
529,2,15,-0.73044,0.13204,24,1,2,train
530,2,15,-0.66086,0.16357,24,1,2,train
531,2,15,-0.5913,0.26261,24,1,2,train
532,2,15,-0.52174,0.50691,24,1,2,train
533,2,15,-0.45218,0.56942,24,1,2,train
534,2,15,-0.3826,0.55324,24,1,2,train
535,2,15,-0.31304,0.71044,24,1,2,train
536,2,15,-0.24348,0.38009,24,1,2,train
537,2,15,-0.17391,0.45142,24,1,2,train
538,2,15,-0.10435,0.52492,24,1,2,train
539,2,15,-0.034782,0.77134,24,1,2,train
540,2,15,0.034782,0.61054,24,1,2,train
541,2,15,0.10435,0.56378,24,1,2,train
542,2,15,0.17391,0.55391,24,1,2,train
543,2,15,0.24348,0.46087,24,1,2,train
544,2,15,0.31304,0.38339,24,1,2,train
545,2,15,0.3826,0.35945,24,1,2,train
546,2,15,0.45218,0.11094,24,1,2,train
547,2,15,0.52174,0.092912,24,1,2,train
548,2,15,0.5913,-0.16487,24,1,2,train
549,2,15,0.66086,-0.72825,24,1,2,train
550,2,15,0.73044,-0.33606,24,1,2,train
551,2,15,0.8,-0.48506,24,1,2,train
552,2,16,-0.8,-0.79276,24,1,3,train
553,2,16,-0.73044,-0.46131,24,1,3,train
554,2,16,-0.66088,-0.42603,24,1,3,train
555,2,16,-0.59132,-0.29673,24,1,3,train
556,2,16,-0.52172,-0.29367,24,1,3,train
557,2,16,-0.45216,-0.12556,24,1,3,train
558,2,16,-0.38261,-0.15039,24,1,3,train
