,feature_names,target_names,task_id
73,"('Sugarconcentration',)",Dentalcavityrisk,73
74,"('Numberofstocksowned',)",Portfoliodiversification,74
75,"('Temperature',)",Beehiveactivity,75
76,"('Educationlevel',)",Incomelevel,76
77,"('Librarysize',)",Culturalimpactofcity,77
78,"('Numberofsocialmediafollowers',)",Endorsementdealsoffered,78
79,"('Crimerateinarea',)",Propertyvalue,79
80,"('Caloricdeficitperday',)",Weeklyweightloss,80
81,"('Soundfrequency',)",Glassshatterthreshold,81
82,"('Masspopularityoftrend',)",Lengthoftrendlifespan,82
83,"('Sweatrate',)",Riskofdehydration,83
84,"('Interestrateincrease',)",Stockmarketreaction,84
85,"('Altitude',)",Boilingpointofwater,85
86,"('Influencercomments',)",Salesspike,86
87,"('Songtempo',)",Heartrate,87
88,"('Imageresolution',)",Filesize,88
89,"('Numberofdebateargumentsmade',)",Probabilityofpersuadingaudience,89
90,"('Experimentruntime',)",Likelihoodthatparticipantfallsasleep,90
91,"('Populationdensity',)",Spreadofinfectiousdisease,91
92,"('Stormseverity',)",Numberofinsuranceclaims,92
93,"('Numberofopenpositions',)",Timetomakehiringdecision,93
94,"('Numberofchildvaccinesreceived',)",Childmortalityrate,94
95,"('Hourscoding',)",Linesofcodeproduced,95
96,"('TVshowviewership',)",Adrevenuegenerated,96
97,"('Commutetime',)",Jobsatisfaction,97
98,"('Classattendancerate',)",Examscore,98
99,"('Interestratespread',)",Bankprofitmargin,99
100,"('Temperature',)",Energyuse,100
101,"('Rainfall',)",Cropyield,101
102,"('Studytime',)",Testscore,102
103,"('Caloriesconsumed',)",Weight,103
104,"('Exercisetime',)",Fitnesslevel,104
105,"('Sleepduration',)",Alertness,105
106,"('Practicetime',)",Skilllevel,106
107,"('Ingredientcost',)",Dishprice,107
108,"('Height',)",Clothingsize,108
109,"('Age',)",Insurancepremium,109
110,"('Mileage',)",Trade,110
111,"('Commutedistance',)",Gasusage,111
112,"('Squarefootage',)",Rent,112
113,"('Experiencelevel',)",Salary,113
114,"('Sugarintake',)",Insulinneed,114
115,"('Allergenexposure',)",Histaminerelease,115
116,"('Policebudget',)",Crimerate,116
117,"('Classsize',)",Testscores,117
118,"('Drugdosage',)",Painrelief,118
119,"('Practicehours',)",Performancequality,119
120,"('Price',)",Unitssold,120
121,"('Marketingspend',)",Brandawareness,121
122,"('Staffsize',)",Customerwaittimes,122
123,"('Inequality',)",Socialunrest,123
124,"('Pollution',)",Healthproblems,124
125,"('UVexposure',)",Sunburnrisk,125
126,"('Studyhours',)",Examperformance,126
127,"('Exerciseduration',)",Mood,127
128,"('Saltintake',)",Bloodpressure,128
129,"('Screentime',)",Attentionspan,129
130,"('Practice',)",Skilllevel,130
131,"('Investorconfidence',)",Stockprice,131
132,"('Interestrates',)",Borrowing,132
133,"('Innovation',)",Economicgrowth,133
134,"('Populationdensity',)",Housingcosts,134
135,"('Snowfall',)",Roadsafety,135
136,"('Training',)",Jobperformance,136
137,"('Stresslevel',)",Health,137
138,"('Inflation',)",Costofliving,138
139,"('Unemployment',)",Crimelevel,139
140,"('Forestloss',)",Speciesdecline,140
141,"('Interestrates',)",Investment,141
142,"('Oceantemperature',)",Hurricanefrequency,142
143,"('Wealthinequality',)",Politicalpolarization,143
144,"('Noiselevel',)",Sleepquality,144
145,"('Pollutionlevel',)",Respiratorydisease,145
146,"('Dietquality',)",Riskofdiabetes,146
147,"('Smokingrate',)",Cancercases,147
148,"('Vaccinationrate',)",Diseasespread,148
149,"('Educationspending',)",Workforceskills,149
150,"('Researchfunding',)",Inventionrate,150
151,"('Population',)",Waterdemand,151
152,"('Wealth',)",Philanthropicdonations,152
153,"('Cybersecurityinvestment',)",Databreaches,153
154,"('Highwayspending',)",Congestion,154
155,"('Teacherexperience',)",Graduationrates,155
156,"('patientratio',)",Carequality,156
157,"('Diversity',)",Innovationrate,157
158,"('Publictransitaccess',)",Traffic,158
159,"('Healthcareaccess',)",Healthoutcomes,159
160,"('Newsdiversity',)",Politicalcompromise,160
161,"('Housingsupply',)",Homeprices,161
162,"('Wagelevel',)",Staffretention,162
163,"('Studentdebt',)",Entrepreneurship,163
164,"('Workhours',)",Burnout,164
165,"('Diet',)",Moodswings,165
166,"('Mediausage',)",Misperceptions,166
167,"('Classparticipation',)",Grades,167
168,"('Studystrategies',)",Knowledgeretention,168
169,"('Sanitationaccess',)",Diseasespread,169
170,"('Forestarea',)",Carbonsequestration,170
171,"('Openspace',)",Mentalhealth,171
172,"('Socialconnectedness',)",Depressionrisk,172
173,"('Productquality',)",Customerloyalty,173
174,"('Benefits',)",Jobapplications,174
175,"('Maturitylevel',)",Seriousrelationships,175
176,"('Disposableincome',)",Savingsrate,176
177,"('Generosity',)",Relationshipsatisfaction,177
178,"('Dietquality',)",Gutmicrobiomediversity,178
179,"('Exercisecapacity',)",Immunefunction,179
180,"('Restdays',)",Injurylikelihood,180
181,"('Therapyduration',)",Symptomreduction,181
182,"('Medicationaccess',)",Treatmentoutcomes,182
183,"('Hospitalresources',)",Patientsurvivalrate,183
184,"('Minorityrepresentation',)",Policyresponsiveness,184
185,"('Transparency',)",Publictrust,185
186,"('Partisanship',)",Policyeffectiveness,186
187,"('Housingsupport',)",Homelessness,187
188,"('Mathtutoring',)",Grades,188
189,"('Familysupport',)",Resiliencelevel,189
190,"('Democraticnorms',)",Politicalstability,190
191,"('Internetaccess',)",Economicmobility,191
192,"('Income',)",Lifesatisfaction,192
193,"('lifebalance',)",Burnoutrisk,193
194,"('Discrimination',)",Depressionlikelihood,194
195,"('Greenspace',)",Creativity,195
196,"('Mentorshipaccess',)",Leadershipdevelopment,196
197,"('Socialprotections',)",Entrepreneurshiprate,197
198,"('Empathytraining',)",Prejudicereduction,198
199,"('Criticalthinkinginstruction',)",Susceptibilitytomisinformation,199
200,"('Traveltime',)",Arrivaltime,200
201,"('Ingredientamount',)",Tasteintensity,201
202,"('Studytime',)",Testscore,202
203,"('Cropyield',)",Profit,203
204,"('Rainfall',)",Reservoirlevel,204
205,"('Temperature',)",Plantgrowth,205
206,"('Interestrate',)",Investmentreturn,206
207,"('Drugdosage',)",Effectiveness,207
208,"('Calorieintake',)",Weightchange,208
209,"('Practicetime',)",Skilllevel,209
210,"('Cloudcover',)",Electricitygeneration,210
211,"('Pollutionlevel',)",Healthimpact,211
212,"('Marketingspend',)",Sales,212
213,"('Population',)",Waterdemand,213
214,"('Inflationrate',)",Standardofliving,214
215,"('Salary',)",Jobsatisfaction,215
216,"('Numberofemployees',)",Companyrevenue,216
217,"('Yearsofeducation',)",Income,217
218,"('Age',)",Reactiontime,218
219,"('Exerciseduration',)",Fitnesslevel,219
220,"('Savingsamount',)",Retirementfundsize,220
221,"('Crimerate',)",Perceivedsafety,221
222,"('Sugarintake',)",Riskofdiabetes,222
223,"('Screentime',)",Riskofeyestrain,223
224,"('Unemploymentrate',)",Governmentspending,224
225,"('Birthrate',)",Classroomsize,225
226,"('emissions',)",Globaltemperature,226
227,"('Fuelconsumption',)",Carbonfootprint,227
228,"('Stockprice',)",Investorconfidence,228
229,"('Hoursworked',)",Stresslevel,229
230,"('Unionmembership',)",Employeebenefits,230
231,"('Highwaytraffic',)",Commutetime,231
232,"('Interestrates',)",Costofborrowing,232
233,"('Rainfallamount',)",Cropyield,233
234,"('Medicalcosts',)",Bankruptcies,234
235,"('Taxrates',)",Governmentrevenue,235
236,"('Minimumwage',)",Employmentrate,236
237,"('Researchfunding',)",Innovation,237
238,"('Tuitionfees',)",Universityenrollment,238
239,"('Doctoravailability',)",Healthoutcomes,239
240,"('Noiselevels',)",Sleepquality,240
241,"('Advertisingbudget',)",Brandawareness,241
242,"('Teachersalary',)",Studentperformance,242
243,"('Nutrition',)",Weightgain,243
244,"('Sunexposure',)",VitaminDlevels,244
245,"('Sugarintake',)",Dentalcavities,245
246,"('Spendinglevel',)",Creditscore,246
247,"('Studyhours',)",HighschoolGPA,247
248,"('Smokingrate',)",Lungcancercases,248
249,"('Gasprice',)",Milesdriven,249
250,"('Streaminghours',)",Internetspeed,250
251,"('Walkingdistance',)",Stepstracked,251
252,"('Coffeeconsumption',)",Alertnesslevel,252
253,"('Investment',)",Retirementsavings,253
254,"('Medicationadherence',)",Viralload,254
255,"('Alcoholuse',)",Liverenzymelevels,255
256,"('Produceintake',)",Nutrientlevels,256
257,"('Newsconsumption',)",Politicalknowledge,257
258,"('Stresslevels',)",Cortisolconcentrations,258
259,"('Airpollution',)",Respiratorydisease,259
260,"('Familyincome',)",Accesstohealthcare,260
261,"('Gunownership',)",Homicides,261
262,"('Drought',)",Famine,262
263,"('Sealevels',)",Coastalflooding,263
264,"('Deforestation',)",Speciesextinction,264
265,"('Vaccinationrates',)",Diseaseoutbreaks,265
266,"('Populationdensity',)",Viralityofflustrains,266
267,"('Healthexpenditures',)",Lifeexpectancy,267
268,"('Tradeopenness',)",Economicgrowthpotential,268
269,"('Researchfunding',)",Scientificadvancement,269
270,"('Housingsupply',)",Rentalcosts,270
271,"('Interestrates',)",Inflation,271
272,"('Minimumwage',)",Unemploymentrate,272
273,"('Tariffs',)",Consumerprices,273
274,"('Taxrates',)",Taxrevenue,274
275,"('Moneysupply',)",Assetprices,275
276,"('Oilproduction',)",Gasolineprices,276
277,"('Droughtconditions',)",Cropyields,277
278,"('Electionspending',)",Voterturnout,278
279,"('Advertising',)",Brandrecognition,279
280,"('R&Dspending',)",Patentsfiled,280
281,"('Testingfrequency',)",Softwaredefects,281
282,"('Preventativecare',)",Hospitaladmissions,282
283,"('Policefunding',)",Violentcrime,283
284,"('Classsize',)",Testscores,284
285,"('Smokingrate',)",Healthcarecosts,285
286,"('Gastaxes',)",Carbonemissions,286
287,"('Benefits',)",Employeeretention,287
288,"('Training',)",Productivity,288
289,"('Screentime',)",Attentionspan,289
290,"('Noiseexposure',)",Hearingloss,290
291,"('Diet',)",Cholesterollevels,291
292,"('Attendance',)",Graduationrates,292
293,"('Studytime',)",Examperformance,293
294,"('Infrastructureinvestment',)",Economicgrowth,294
295,"('Rainfall',)",Reservoirlevels,295
296,"('Interestrates',)",Consumerspending,296
297,"('Minimumwage',)",Employment,297
298,"('R&Dspending',)",Innovation,298
299,"('Healthregulations',)",Lifeexpectancy,299
300,"('Traveltime',)",Arrivaltime,300
301,"('Ingredientamount',)",Tasterating,301
302,"('Studytime',)",Testscore,302
303,"('Practicetime',)",Skilllevel,303
304,"('Age',)",Income,304
305,"('Weight',)",Fitnesslevel,305
306,"('Height',)",Reach,306
307,"('Acreage',)",Cropyield,307
308,"('Rainfall',)",Reservoirlevel,308
309,"('Advertisingspend',)",Salesrevenue,309
310,"('Interestrate',)",Bondprice,310
311,"('Temperature',)",Plantgrowth,311
312,"('Dosage',)",Effectiveness,312
313,"('Width',)",Strength,313
314,"('Hardness',)",Durability,314
315,"('Acidity',)",Soilfertility,315
316,"('Training',)",Jobperformance,316
317,"('Experience',)",Salary,317
318,"('Inflation',)",Stockprice,318
319,"('Unemployment',)",GDPgrowth,319
320,"('Population',)",Housingdemand,320
321,"('Enginesize',)",Horsepower,321
322,"('Threadcount',)",Fabricsoftness,322
323,"('Bitterness',)",Enjoyment,323
324,"('Loudness',)",Hearingdamage,324
325,"('Brightness',)",Visibility,325
326,"('Pollution',)",Healthproblems,326
327,"('Practice',)",Musicskill,327
328,"('Tirepressure',)",Fueleconomy,328
329,"('Fertilizer',)",Cropyield,329
330,"('Studyhours',)",Examgrade,330
331,"('Size',)",Value,331
332,"('Speed',)",Energy,332
333,"('Voltage',)",Power,333
334,"('Current',)",Magneticfield,334
335,"('Velocity',)",Kineticenergy,335
336,"('Acceleration',)",Force,336
337,"('Mass',)",Momentum,337
338,"('Density',)",Buoyancy,338
339,"('Length',)",Resonancefrequency,339
340,"('Elasticity',)",Deformation,340
341,"('Conductivity',)",Resistance,341
342,"('Frequency',)",Wavelength,342
343,"('Amplitude',)",Loudness,343
344,"('Pressure',)",Volume,344
345,"('Concentration',)",Reactionrate,345
346,"('Purity',)",Quality,346
347,"('Dosage',)",Toxicity,347
348,"('Temperature',)",Entropy,348
349,"('Turbidity',)",Waterquality,349
350,"('Hardness',)",Abrasionresistance,350
351,"('Strength',)",Toughness,351
352,"('Flexibility',)",Comfort,352
353,"('Transparency',)",Clarity,353
354,"('Viscosity',)",Flowrate,354
355,"('Reflectivity',)",Brightness,355
356,"('Permeability',)",Absorbency,356
357,"('Solubility',)",Concentration,357
358,"('Reactivity',)",Energyreleased,358
359,"('Density',)",Stoppingpower,359
360,"('Conductivity',)",Chargemobility,360
361,"('Hardness',)",Machinability,361
362,"('Ductility',)",Formability,362
363,"('Malleability',)",Forgeability,363
364,"('Tensilestrength',)",Loadcapacity,364
365,"('Impactstrength',)",Toughness,365
366,"('Hardness',)",Wearresistance,366
367,"('Stiffness',)",Deflection,367
368,"('Damping',)",Vibrationcontrol,368
369,"('Viscosity',)",Pressuredrop,369
370,"('Reflectance',)",Signalstrength,370
371,"('Absorbance',)",Heatingrate,371
372,"('Acidity',)",Corrosionrate,372
373,"('Reactivity',)",Reactionefficiency,373
374,"('Solubility',)",Bioavailability,374
375,"('Permeability',)",Filtrationrate,375
376,"('Porosity',)",Capillaryaction,376
377,"('Surfacearea',)",Adsorptioncapacity,377
378,"('Chainlength',)",Meltingpoint,378
379,"('Unsaturation',)",Oxidationstability,379
380,"('Crystallinity',)",Clarity,380
381,"('Branching',)",Octanenumber,381
382,"('Hydrophobicity',)",Foaming,382
383,"('Chargedensity',)",Ionexchangecapacity,383
384,"('Liganddensity',)",Bindingaffinity,384
385,"('Lipophilicity',)",Membranepermeability,385
386,"('Hydrophilicity',)",Solubility,386
387,"('Molecularweight',)",Diffusioncoefficient,387
388,"('Aromacompounds',)",Flavorintensity,388
389,"('Bittercompounds',)",Bitterness,389
390,"('Sugars',)",Sweetness,390
391,"('Acids',)",Tartness,391
392,"('Salt',)",Saltiness,392
393,"('Umamicompounds',)",Savorytaste,393
394,"('Texture',)",Mouthfeel,394
395,"('Fatcontent',)",Creaminess,395
396,"('Proteincontent',)",Satiety,396
397,"('Fibercontent',)",Digestibility,397
398,"('Nutrientcontent',)",Healthvalue,398
399,"('Contaminants',)",Safetyrisk,399
400,"('Roomsize',)",Furniturecost,400
401,"('Ingredientamount',)",Caloriecount,401
402,"('Studytime',)",Testscore,402
403,"('Commutedistance',)",Gasusage,403
404,"('Housesize',)",Energybill,404
405,"('Age',)",Lifeexpectancy,405
406,"('Companyrevenue',)",Stockprice,406
407,"('Rainfall',)",Cropyield,407
408,"('Exercisetime',)",Caloriesburned,408
409,"('Height',)",Clothingsize,409
410,"('Loanamount',)",Monthlypayment,410
411,"('Inflationrate',)",Costofliving,411
412,"('Yearsworked',)",Retirementsavings,412
413,"('Educationlevel',)",Salary,413
414,"('Waistsize',)",Healthrisk,414
415,"('Foodintake',)",Weightchange,415
416,"('Velocity',)",Kineticenergy,416
417,"('Interestrate',)",Bankrevenue,417
418,"('Temperature',)",Electricalusage,418
419,"('Drugdosage',)",Effectiveness,419
420,"('Moviebudget',)",Boxofficerevenue,420
421,"('Hourscoded',)",Linesofcode,421
422,"('Age',)",Reactiontime,422
423,"('Memoryused',)",Programspeed,423
424,"('Milesdriven',)",Carvalue,424
425,"('Yearssmoking',)",Lungcapacity,425
426,"('Networth',)",Charitabledonations,426
427,"('Hoursstudied',)",CollegeGPA,427
428,"('Crimerate',)",Policebudget,428
429,"('Futureoutlook',)",Stockgain,429
430,"('Applicantskills',)",Hiringlikelihood,430
431,"('Stepswalked',)",Caloriesburned,431
432,"('Sleepquality',)",Alertness,432
433,"('Sunexposure',)",VitaminD,433
434,"('Diet',)",Healthissues,434
435,"('Hoursworked',)",Productivity,435
436,"('Bacteriaexposure',)",Infectionrisk,436
437,"('Distanceran',)",Fitnesslevel,437
438,"('Machineruntime',)",Maintenanceneed,438
439,"('Sugarconsumed',)",Riskofdiabetes,439
440,"('Timespentreading',)",Readinglevel,440
441,"('Populationdensity',)",Diseasespread,441
442,"('Gasemitted',)",Airpollution,442
443,"('Frequencyofexercise',)",Physicalendurance,443
444,"('Studyhours',)",Examperformance,444
445,"('Homeworktime',)",Gradeaverage,445
446,"('Sunlighthours',)",Electricityproduction,446
447,"('Rainfall',)",Lakewaterlevel,447
448,"('Windspeed',)",Turbineenergyproduction,448
449,"('Temperature',)",Airconditioningcosts,449
450,"('Interestrate',)",Monthlymortgagepayment,450
451,"('Screentime',)",Eyestrain,451
452,"('Noiselevel',)",Hearingdamage,452
453,"('Airpollution',)",Respiratorydisease,453
454,"('Smokingrate',)",Cancercases,454
455,"('Employeesatisfaction',)",Productivitylevel,455
456,"('Marketingspend',)",Brandawareness,456
457,"('Fatintake',)",Cholesterollevel,457
458,"('Practicetime',)",Skilllevel,458
459,"('Populationsize',)",Waterdemand,459
460,"('Altitude',)",Oxygenlevel,460
461,"('Inequality',)",Socialunrest,461
462,"('Caraccidents',)",Insurancepremiums,462
463,"('Employeeturnover',)",Recruitmentcosts,463
464,"('Medicationdose',)",Therapeuticeffect,464
465,"('Neuronconnections',)",Memorycapacity,465
466,"('DNAmutations',)",Cancerrisk,466
467,"('Stresslevel',)",Anxietysymptoms,467
468,"('Practice',)",Mastery,468
469,"('Studytime',)",Knowledgegained,469
470,"('Savingsrate',)",Retirementfundgrowth,470
471,"('Sugarintake',)",Toothdecay,471
472,"('Alcoholuse',)",Liverdamage,472
473,"('UVexposure',)",Skincancerrisk,473
474,"('Deforestationrate',)",Speciesextinction,474
475,"('Socialinteraction',)",Well,475
476,"('Nutrientlevel',)",Cropyield,476
477,"('Proteinintake',)",Musclegain,477
478,"('Neuronconnections',)",Reflexspeed,478
479,"('Advertising',)",Salesrevenue,479
480,"('Populationdensity',)",Pandemicprobability,480
481,"('Practice',)",Skillproficiency,481
482,"('Bloodpressure',)",Strokerisk,482
483,"('Geneticsimilarity',)",Organtransplantsuccess,483
484,"('Studytime',)",Examresult,484
485,"('Investment',)",Return,485
486,"('Price',)",Quantitydemanded,486
487,"('Wagerate',)",Laborsupply,487
488,"('Training',)",Jobperformance,488
489,"('Tutoringreceived',)",Gradeimprovement,489
490,"('Internetspeed',)",Downloadtime,490
491,"('Engineefficiency',)",MPGrating,491
492,"('Employeeexperience',)",Salary,492
493,"('Timespentnetworking',)",Businessleadsgenerated,493
494,"('Classattendance',)",Knowledgeretention,494
495,"('Investmentportfoliorisklevel',)",Averageannualreturn,495
496,"('StudentIQ',)",Standardizedtestscore,496
497,"('Workhours',)",Fatiguelevel,497
498,"('Sunexposure',)",Melanomarisk,498
499,"('Lightexposure',)",VitaminDproduction,499
500,"('Traveltime',)",Arrivaltime,500
501,"('Ingredientamount',)",Tasterating,501
502,"('Studytime',)",Testscore,502
503,"('Exerciseduration',)",Caloriesburned,503
504,"('Movielength',)",Enjoymentrating,504
505,"('Commutedistance',)",Travelcost,505
506,"('Itemweight',)",Shippingcost,506
507,"('Yearsworked',)",Salary,507
508,"('Age',)",Lifeexpectancy,508
509,"('Practicetime',)",Skilllevel,509
510,"('Ingredientcost',)",Dishprice,510
511,"('Housesize',)",Marketvalue,511
512,"('Height',)",Idealweight,512
513,"('Interestrate',)",Loanpayment,513
514,"('Rainfall',)",Cropyield,514
515,"('Advertisingspend',)",Salesrevenue,515
516,"('Temperature',)",Energyuse,516
517,"('Population',)",Waterdemand,517
518,"('Trainingexamples',)",Modelaccuracy,518
519,"('Sleepduration',)",Alertness,519
520,"('Gasmileage',)",Emissions,520
521,"('Threadcount',)",Fabricsoftness,521
522,"('Practicehours',)",Musicskill,522
523,"('Lightintensity',)",Plantgrowth,523
524,"('IQscore',)",Problemsolvingability,524
525,"('Internetspeed',)",Downloadtime,525
526,"('studytime',)",knowledgegained,526
527,"('caloriesconsumed',)",weightchange,527
528,"('outsidetemperature',)",energybill,528
529,"('exerciseduration',)",fitnesslevel,529
530,"('residentincome',)",homeprices,530
531,"('smokingrate',)",diseaserate,531
532,"('teacherexperience',)",studentscores,532
533,"('drugdosage',)",treatmenteffectiveness,533
534,"('enginesize',)",vehicleacceleration,534
535,"('ingredientquality',)",foodtaste,535
536,"('employeeexperience',)",productivity,536
537,"('advertisementviews',)",salesincrease,537
538,"('crimerate',)",propertyvalues,538
539,"('rainfall',)",reservoirlevel,539
540,"('pollutionrate',)",healthproblems,540
541,"('socialmediause',)",anxietylevel,541
542,"('UVexposure',)",skindamage,542
543,"('studentmotivation',)",graduationrate,543
544,"('vehiclemileage',)",maintenanceneed,544
545,"('calorieintake',)",weightgain,545
546,"('studyhours',)",examperformance,546
547,"('newhousing',)",trafficcongestion,547
548,"('noiselevels',)",stresshormone,548
549,"('alcoholuse',)",liverdysfunction,549
550,"('practicetime',)",musicalskill,550
551,"('medicationdose',)",symptomrelief,551
552,"('wagerate',)",applicantpool,552
553,"('vacationlength',)",happinessboost,553
554,"('workouttime',)",fitnessgained,554
555,"('smokingrate',)",lungcapacity,555
556,"('rookieplayingtime',)",starterprobability,556
557,"('highwaylanes',)",trafficflow,557
558,"('teacherpay',)",jobapplications,558
559,"('unemploymentrate',)",crimelevel,559
560,"('sugarintake',)",toothdecay,560
561,"('populationdensity',)",housingcosts,561
562,"('deforestationrate',)",speciesdecline,562
563,"('industrialwaste',)",watertoxicity,563
564,"('fuelefficiency',)",carbonemissions,564
565,"('studyhours',)",knowledgeretention,565
566,"('socialconnections',)",well,566
567,"('pollencount',)",allergysymptoms,567
568,"('wagerate',)",livingstandards,568
569,"('healthspending',)",lifeexpectancy,569
570,"('insecticideuse',)",honeybeedeaths,570
571,"('screentime',)",attentionspan,571
572,"('psychotherapy',)",traumarecovery,572
573,"('dietquality',)",diseaserisk,573
574,"('gunownership',)",homiciderate,574
575,"('workerproductivity',)",companyprofits,575
576,"('highwayconstruction',)",trafficjams,576
577,"('smokingbans',)",heartattacks,577
578,"('teacherquality',)",graduationrates,578
579,"('agriculturalrunoff',)",deadzonesize,579
580,"('emissions',)",oceanacidification,580
581,"('urbangreenspace',)",publichealth,581
582,"('incomeinequality',)",socialunrest,582
583,"('antibioticuse',)",drugresistance,583
584,"('summertemperatures',)",electricitydemand,584
585,"('plasticwaste',)",marinepollution,585
586,"('preventativecare',)",medicalcosts,586
587,"('nursestaffinglevels',)",patientoutcomes,587
588,"('parentalleavepolicy',)",infanthealth,588
589,"('sustainablefarming',)",soilquality,589
590,"('flooddefences',)",disasterresilience,590
591,"('socialmobility',)",economicgrowth,591
592,"('fishingquotas',)",fishstocks,592
593,"('vocationaltraining',)",employmentrates,593
594,"('renewableenergy',)",emissionscuts,594
595,"('researchfunding',)",innovationrate,595
596,"('housingsupply',)",rentalcosts,596
597,"('debtlevels',)",financialcrises,597
598,"('voterturnout',)",representation,598
599,"('treecanopy',)",airquality,599
600,"('Traveltime',)",Arrivaltime,600
601,"('Ingredientamount',)",Tasteintensity,601
602,"('Studytime',)",Testscore,602
603,"('Calorieintake',)",Weightchange,603
604,"('Medicationdose',)",Painlevel,604
605,"('Exerciseduration',)",Caloriesburned,605
606,"('Windspeed',)",Kiteheight,606
607,"('Lightbrightness',)",Plantgrowth,607
608,"('Itemcost',)",Purchaselikelihood,608
609,"('Adbudget',)",Salesrevenue,609
610,"('Rainfall',)",Cropyield,610
611,"('Interestrate',)",Savingsgrowth,611
612,"('Enginesize',)",Carspeed,612
613,"('Threadcount',)",Sheetsoftness,613
614,"('Bakingtime',)",Browninglevel,614
615,"('Practicetime',)",Skilllevel,615
616,"('Fatgrams',)",Cholesterollevel,616
617,"('Gasusage',)",Mileage,617
618,"('Loudness',)",Hearingdamagerisk,618
619,"('Smokingamount',)",Diseaserisk,619
620,"('Temperature',)",Electricalconductivity,620
621,"('Altitude',)",Atmosphericpressure,621
622,"('ITbudget',)",Systemuptime,622
623,"('Marketingspend',)",Brandawareness,623
624,"('Sleepamount',)",Alertnesslevel,624
625,"('Classattendance',)",Examgrade,625
626,"('Sugarintake',)",Toothdecayrisk,626
627,"('Age',)",Reactiontime,627
628,"('Hoursworked',)",Burnoutrisk,628
629,"('Saltuse',)",Bloodpressure,629
630,"('Aciditylevel',)",Plantgrowth,630
631,"('Numberofemployees',)",Productionoutput,631
632,"('Icecreamsales',)",Beachattendance,632
633,"('Advertviews',)",Purchaserate,633
